Reaction ID	Standard reaction Gibbs energy (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed reaction Gibbs energy (kJ/mol)	Minimum transformed reaction Gibbs energy (kJ/mol)	Maximum transformed reaction Gibbs energy (kJ/mol)
RETH1e	181.76	541421.19	180.28	132.77	186.21
RETH2	189.87	551139.15	188.39	140.89	194.33
RETH2e	189.87	551139.15	188.39	140.89	194.33
RETHe	181.76	541421.19	180.28	132.77	186.21
RETI1	8.12	759533.59	8.12	-9.70	25.93
RETI2	0.00	752511.67	0.00	-17.81	17.81
RETI3	22.67	761632.08	22.67	4.86	40.49
RETNGLCt	0.00	863570.98	-2.89	-20.71	14.92
RETNGLCt2	0.00	863570.98	-2.89	-20.71	14.92
RETNGLCt2r	0.00	863570.98	0.00	-17.81	17.81
RETNGLCtr	0.00	863570.98	0.00	-17.81	17.81
RETNt	0.00	783976.05	-2.89	-20.70	14.92
RETNtr	0.00	783976.05	0.00	-17.81	17.81
RETNtr2	0.00	756086.94	0.00	-17.81	17.81
RIBFLVt3	16.68	778185.05	14.79	-48.69	20.53
RIBt	0.00	1.75	0.00	-17.81	17.81
RIBt2	0.00	141421.36	-2.89	-20.71	14.92
RNMK	-129.55	541441.42	-130.69	-176.35	-111.88
RTOTAL2t	0.00	0.00	2.89	-14.92	20.71
RTOTAL3CRNCPT1	-1571.88	874699.17	-1560.31	-1593.18	-1536.16
RTOTAL3CRNCPT2	1571.88	874699.17	1560.11	1526.92	1581.83
RTOTAL3CRNt	0.00	0.00	0.00	-17.81	17.81
RTOTALt	0.00	0.00	2.89	-14.92	20.71
Rtotaltl	0.00	0.00	-1.83	-19.65	15.98
S23T2g	-3322.61	1248825.50	-3172.30	-3207.92	-3136.67
S23T4g	-669.20	1794181.09	-710.39	-746.01	-674.76
S23Tg	546.72	726007.42	543.74	508.11	579.36
S2L2FN2M2MASNtly	0.00	546279.43	1507.99	1490.18	1525.81
S2L2N2M2MASNtly	0.00	0.00	2.11	-15.70	19.93
S2T1g	24.93	209752.32	19.01	-16.62	54.64
S2T2g	24.93	209752.32	14.57	-21.06	50.19
S2T3g	24.93	209752.32	16.05	-19.58	51.67
S2T4g	49.87	419504.64	30.61	-22.83	84.05
S2TASE1ly	-509.40	100000.00	-500.51	-548.02	-494.58
S2TASE2ly	-509.40	100000.00	-504.96	-552.46	-499.02
S2TASE3ly	-509.40	100000.00	-503.48	-550.98	-497.54
S2TASE4ly	-509.40	100000.00	-502.00	-549.50	-496.06
S2TASE5ly	-509.40	100000.00	-506.44	-553.94	-500.50
S3T1g	24.93	209752.32	8.64	-26.98	44.27
S3T2g	24.93	209752.32	7.16	-28.46	42.79
S3T3g	24.93	209752.32	5.68	-29.95	41.31
S3TASE1ly	-509.40	100000.00	-497.55	-545.05	-491.62
S3TASE2ly	-509.40	100000.00	-503.48	-550.98	-497.54
S3TASE3ly	-509.40	100000.00	-507.92	-555.42	-501.98
S4T1g	49.87	419504.64	42.46	-10.98	95.90
S4T2g	24.93	209752.32	17.53	-18.10	53.15
S4T3g	24.93	209752.32	14.57	-21.06	50.19
S4T4g	49.87	419504.64	36.54	-16.90	89.98
S4T5g	24.93	209752.32	13.09	-22.54	48.71
S4T6g	24.93	209752.32	17.53	-18.10	53.15
S4TASE1ly	-509.40	100000.00	-503.48	-550.98	-497.54
S4TASE2ly	-509.40	100000.00	-506.44	-553.94	-500.50
S4TASE3ly	-509.40	100000.00	-502.00	-549.50	-496.06
S4TASE4ly	-509.40	100000.00	-499.03	-546.54	-493.10
S4TASE5ly	-509.40	100000.00	-503.48	-550.98	-497.54
S6T16g	-166.43	2968851.76	-166.11	-201.74	-130.49
S6T17g	-178.99	3592574.97	-178.91	-214.54	-143.29
S6T18g	-433.83	3698377.30	-434.03	-469.66	-398.40
S6T19g	49.87	419504.64	42.46	-10.98	95.90
S6T1g	-166.43	2383919.19	-166.93	-202.56	-131.30
S6T20g	24.93	209752.32	17.53	-18.10	53.15
S6T21g	24.93	209752.32	16.05	-19.58	51.67
S6T22g	49.87	419504.64	36.54	-16.90	89.98
S6T23g	24.93	209752.32	13.09	-22.54	48.71
S6T24g	24.93	209752.32	14.57	-21.06	50.19
S6T25g	74.80	629256.95	34.81	-36.44	106.07
S6T2g	-178.99	2962035.90	-178.69	-214.32	-143.07
S6T3g	-433.83	3083416.06	-433.86	-469.48	-398.23
S6TASE10ly	-509.40	100000.00	-493.11	-540.61	-487.17
S6TASE11ly	-509.40	100000.00	-494.59	-542.09	-488.65
S6TASE12ly	-509.40	100000.00	-496.07	-543.57	-490.13
S6TASE13ly	-509.40	100000.00	-497.55	-545.05	-491.62
S6TASE14ly	-509.40	100000.00	-499.03	-546.54	-493.10
S6TASE15ly	-509.40	100000.00	-500.51	-548.02	-494.58
S6TASE16ly	-509.40	100000.00	-502.00	-549.50	-496.06
S6TASE17ly	-509.40	100000.00	-503.48	-550.98	-497.54
S6TASE18ly	-509.40	100000.00	-504.96	-552.46	-499.02
S6TASE19ly	-509.40	100000.00	-506.44	-553.94	-500.50
S6TASE1ly	-509.40	100000.00	-491.63	-539.13	-485.69
S6TASE20ly	-509.40	100000.00	-507.92	-555.42	-501.98
S6TASE21ly	-509.40	100000.00	-509.40	-556.90	-503.46
S6TASE22ly	-509.40	100000.00	-506.44	-553.94	-500.50
S6TASE23ly	-509.40	100000.00	-507.92	-555.42	-501.98
S6TASE24ly	-509.40	100000.00	-509.40	-556.90	-503.46
S6TASE25ly	-509.40	100000.00	-506.44	-553.94	-500.50
S6TASE26ly	-509.40	100000.00	-507.92	-555.42	-501.98
S6TASE2ly	-509.40	100000.00	-494.59	-542.09	-488.65
S6TASE3ly	-509.40	100000.00	-499.03	-546.54	-493.10
S6TASE4ly	-509.40	100000.00	-503.48	-550.98	-497.54
S6TASE5ly	-509.40	100000.00	-506.44	-553.94	-500.50
S6TASE6ly	-509.40	100000.00	-500.51	-548.02	-494.58
S6TASE7ly	-509.40	100000.00	-504.96	-552.46	-499.02
S6TASE8ly	-509.40	100000.00	-500.51	-548.02	-494.58
S6TASE9ly	-509.40	100000.00	-504.96	-552.46	-499.02
SACCD3m	-22.16	920863.60	-21.46	-54.85	50.84
SACCD4m	110.43	941595.76	109.55	37.26	142.94
SADT	8.88	100000.00	9.99	-10.01	32.37
SALMCOM	-39.83	658076.90	-40.53	-76.15	-4.90
SALMCOM2	-39.83	679699.54	-40.52	-76.14	-4.89
SAMHISTA	81.54	635549.32	83.47	47.84	119.10
SARCOXp	-8.66	318207.85	-8.69	-74.00	15.06
SARCStex	0.00	307320.42	0.00	-17.81	17.82
SARCStm	0.00	307320.42	-0.02	-17.83	17.80
SARCStp	0.00	307320.42	0.00	-17.81	17.81
SARDHm	747.48	1360808.66	746.36	692.92	799.80
SBPP1er	66.43	303749.38	65.77	18.27	71.71
SBPP3er	66.43	419672.80	65.76	18.26	71.70
SBTD_D2	99.76	701197.88	99.38	64.27	120.51
SBTR	-38.05	819032.65	-37.68	-76.72	-9.39
SCP21x	0.00	1312444.38	-5.01	-22.82	12.81
SCP22x	0.00	1278610.58	-2.62	-20.44	15.19
SCP2x	140.99	13768996.23	139.28	-92.30	495.54
SCPx	-79.11	1899759.01	-79.36	-114.98	-43.73
Ser_Thrtg	0.00	0.00	-0.00	-17.81	17.81
SERALANaEx	0.00	506376.57	-2.97	-75.36	28.35
SERASNNaEx	0.00	599305.94	-2.97	-75.36	28.35
SERCYSNaEx	0.00	455101.77	-2.99	-75.38	28.33
SERDGLNexR	0.00	588880.52	0.04	-35.59	35.66
SERDGLYexR	0.00	448278.75	0.02	-35.60	35.65
SERGLNexR	0.00	587619.37	0.04	-35.59	35.66
SERGLNNaEx	0.00	604397.65	-2.97	-75.36	28.36
SERGLYexR	0.00	446620.75	0.02	-35.60	35.65
SERHL	-78.99	368066.32	-79.07	-96.88	-61.25
SERLYSNaex	0.00	434314.47	-0.08	-72.47	31.25
SERPT	-96.39	1143424.09	-96.95	-159.50	-84.67
SERt4	0.00	333771.56	-2.96	-57.53	10.55
SERTHRNaEx	0.00	450340.88	-3.00	-75.39	28.33
SERtN1	0.00	437496.80	-3.07	-94.41	6.14
SERtp	0.00	302330.04	0.03	-17.78	17.84
SFGTH	-107.64	662843.12	-108.42	-155.92	-102.48
SGALSIDEtg	0.00	0.00	-0.00	-17.81	17.81
SGALSIDEtl	0.00	0.00	-1.84	-19.65	15.98
SGPL12r	-37.91	405667.19	-38.69	-86.19	-32.76
SIAASE2ly	-1084.57	391932.16	-1068.45	-1115.95	-1062.51
SIAASE3ly	8904.13	2234897.05	8875.83	8828.32	8881.76
SIAASE4ly	8773.47	2662685.28	9112.13	9064.63	9118.07
SIAASEly	-2169.14	783864.31	-2170.95	-2248.14	-2176.89
SIAT4Bg	546.72	726007.42	543.74	508.11	579.36
SIAT9g	1325.80	870249.15	-99.01	-134.64	-63.39
sink_citr[c]	NaN	Inf	NaN	NaN	NaN
sink_pre_prot[r]	NaN	Inf	NaN	NaN	NaN
SLCBK1	-49.75	319786.93	-50.98	-96.64	-32.17
SLDt	0.00	535411.38	-5.79	-23.60	12.02
SLDx	125.54	879209.76	125.16	90.05	146.30
SMPD3g	-326.42	1019724.64	-789.78	-837.28	-783.84
SMPD3l	-326.42	1019724.64	-732.12	-779.62	-726.18
SMPD4	-555.06	783873.40	-556.07	-603.57	-550.13
SMS	-707.89	3102518.16	2510.55	2474.92	2546.17
SO4CLtex2	0.00	141421.36	8.68	-44.76	62.12
SO4HCOtex	0.00	6.23	0.13	-53.31	53.57
SO4OXAtex2	0.00	9.83	5.79	-47.65	59.23
SO4t4_2	0.00	282842.71	-0.22	-91.56	8.99
SO4tl	0.00	4.11	3.67	-14.15	21.48
SOAT12	-2051.04	965059.97	-2039.48	-2072.34	-2015.33
SPC_HSt	0.00	860615.64	2.89	-14.93	20.70
SPH1Pte	0.00	359692.63	-2.72	-20.53	15.09
SPH1Ptr	0.00	359692.63	0.00	-17.81	17.81
SPHGNtr	0.00	234837.34	0.00	-17.81	17.81
SPHINGStl	0.00	372788.41	1.87	-15.94	19.69
SPHINGStr	0.00	372788.41	0.00	-17.81	17.81
SPHK21c	-49.75	431422.37	-50.97	-96.63	-32.15
SPHMDAc	314.40	1111542.05	-208.26	-255.76	-202.32
SPHMYLNtg	0.00	1315443.71	-60.61	-78.42	-42.80
SPHMYLNtl	0.00	1315443.71	-121.47	-139.28	-103.65
SPHS1Pte	0.00	461821.74	-2.73	-20.54	15.09
SPHS1Ptr	0.00	461821.74	0.00	-17.81	17.81
SPMDOX	-55.39	281195.06	-55.19	-120.51	-31.44
SPODMe	-117.63	200000.00	-114.67	-150.30	-79.04
SPODMm	-117.63	200000.00	-114.67	-150.30	-79.04
SPODMn	-117.63	200000.00	-114.67	-150.30	-79.04
SPODMx	-117.63	200000.00	-114.67	-150.30	-79.04
SPR	-137.17	1760706.16	-135.90	-196.16	-97.12
SPRMS	25.71	698744.35	25.20	-10.43	60.82
SPTix	-58.18	343814.80	-58.14	-93.76	-22.51
SQLEr	-479.32	1667836.42	-478.95	-502.70	-413.64
SQLSr	-133.87	1681229.87	-132.76	-215.89	-91.20
SR5AR2r	-31.58	1040815.76	-31.21	-66.84	4.41
SR5ARr	-31.58	1040815.76	-31.21	-66.84	4.41
SRTNACT	40.07	1186353.21	38.70	5.84	62.85
SRTNt6_2_r	0.00	514386.46	-2.87	-129.84	41.96
SRTNtu	0.00	323409.07	-2.87	-20.69	14.94
ST3GAL21g	546.72	726007.42	543.74	508.11	579.36
ST3GAL22g	546.72	726007.42	542.26	506.63	577.88
ST3GAL23g	546.72	726007.42	540.77	505.15	576.40
ST3GAL31g	546.72	726007.42	474.11	438.49	509.74
ST3GAL61g	546.72	726007.42	543.74	508.11	579.36
ST3GAL62g	546.72	726007.42	543.74	508.11	579.36
ST6GALNAC21	546.72	726007.42	542.26	506.63	577.88
ST6GALNAC22	546.72	726007.42	542.26	506.63	577.88
ST6GALNAC23	546.72	726007.42	543.74	508.11	579.36
ST6GALNAC24	546.72	726007.42	542.26	506.63	577.88
ST6GALNAC25	546.72	726007.42	540.77	505.15	576.40
ST6GALNAC26	546.72	726007.42	539.29	503.67	574.92
ST6GALNAC27	546.72	726007.42	539.29	503.67	574.92
ST6GALNAC28	546.72	726007.42	537.81	502.19	573.44
ST6GALNAC31	546.72	726007.42	542.26	506.63	577.88
ST6GALNAC62	546.72	726007.42	539.29	503.67	574.92
ST8SIA11	546.72	726007.42	542.26	506.63	577.88
ST8SIA12	546.72	726007.42	542.26	506.63	577.88
ST8SIA51g	546.72	726007.42	540.77	505.15	576.40
ST8SIA52g	546.72	726007.42	539.29	503.67	574.92
ST8SIA53g	546.72	726007.42	540.77	505.15	576.40
ST8SIA54g	546.72	726007.42	542.26	506.63	577.88
ST8SIA55g	546.72	726007.42	537.81	502.19	573.44
ST8SIA56g	370.72	797829.72	-3552.51	-3588.13	-3516.88
STCOAtx	0.00	1106295.18	-4.99	-22.81	12.82
STRDNCCPT1	-74.65	1560803.72	-74.49	-107.35	-50.34
STRDNCCPT2	74.65	1560803.72	74.65	41.45	96.37
STRDNCCRNt	0.00	1257881.62	0.00	-17.81	17.82
STRDNCt	0.00	733637.18	2.89	-14.92	20.70
STS1	-39.34	698022.28	-40.08	-87.58	-34.14
STS1r	-39.34	698022.28	-40.08	-87.58	-34.14
STS2	30.45	658672.55	29.70	-17.80	35.64
STS2r	30.45	658672.55	29.70	-17.80	35.64
SUCCt2m	0.00	3.51	-0.86	-24.62	33.57
SUCCt4_2	0.00	282842.71	-0.25	-91.59	8.96
SUCCtp	0.00	3.24	-2.42	-20.23	15.39
SUCD1m	718.51	1041076.78	718.53	682.90	754.15
SUCOAS1m	-42.97	1337795.74	-43.14	-94.15	-3.60
SUCOASm	-19.87	1151799.45	-20.04	-58.55	4.81
SUCRe	-31.95	73034.28	-31.95	-79.46	-26.02
SULFOX	-193.05	398072.17	-154.95	-208.39	-101.51
T4HCINNMFM	-61.87	493794.96	-61.86	-79.68	-44.05
TAGAT_Dt	0.00	101580.85	0.01	-17.80	17.83
TAGt	0.00	0.00	-0.00	-17.81	17.81
TAURt4_2_r	0.00	623300.34	-5.99	-97.33	3.22
TAURtcx	-0.00	573152.09	1.03	-36.95	48.54
TAXOLte	0.00	1003779.90	-23.54	-41.35	-5.72
TCHOLAt	0.00	1056747.29	-1.71	-37.33	33.92
TCHOLAt2	0.00	1093944.62	-4.88	-96.22	4.32
TCHOLAte	0.00	1056747.29	1.12	-16.69	18.94
TCHOLAtx	0.00	1056747.29	-1.09	-18.90	16.72
TCYNTt	0.00	5.39	-2.89	-20.71	14.92
TCYNTtm	0.00	5.39	-14.96	-32.77	2.86
TDCHOLAte	0.00	1092222.21	1.11	-16.70	18.93
TDCHOLAtx	0.00	1092222.21	-1.07	-18.89	16.74
TDP	20.71	690288.38	20.18	-15.44	24.93
TDPm	20.71	690288.38	25.61	-21.90	31.54
TETHEX3COAtx	0.00	1609168.99	-5.00	-22.81	12.82
TETHEX3t	0.00	1969761.80	2.89	-14.92	20.70
TETPENT3COAtx	0.00	1452476.00	-4.99	-22.81	12.82
TETPENT3CPT1	-109.37	1861936.42	-109.22	-142.09	-85.07
TETPENT3CPT2	109.37	1861936.42	109.38	76.18	131.10
TETPENT3CRNt	0.00	1814863.82	0.00	-17.81	17.82
TETPENT3t	0.00	1725247.11	2.89	-14.92	20.70
TETPENT6COAtx	0.00	1430756.98	-5.00	-22.81	12.82
TETPENT6CPT1	-123.48	1860801.70	-123.32	-156.18	-99.17
TETPENT6CPT2	123.48	1860801.70	123.49	90.29	145.20
TETPENT6CRNt	0.00	1829727.60	0.00	-17.81	17.82
TETPENT6t	0.00	1740951.16	2.89	-14.92	20.70
TETTET6COAtx	0.00	1310668.53	-4.99	-22.81	12.82
TETTET6CPT1	-94.30	1649442.96	-94.15	-127.02	-70.00
TETTET6CPT2	94.30	1649442.96	94.31	61.11	116.03
TETTET6CRNt	0.00	1480970.93	0.00	-17.81	17.82
TETTET6t	0.00	1061068.84	2.89	-14.92	20.70
THBPT4ACAMDASE	-6.14	681124.42	-6.16	-23.97	11.66
THCHOLSTOICtm	0.00	894608.70	-16.15	-33.97	1.66
THD1m	-69.31	1075713.23	-84.27	-111.10	-27.87
THFt2	0.00	771074.28	6.20	-11.61	24.01
THFtl	0.00	771074.28	-5.37	-23.18	12.44
THFtm	0.00	771074.28	27.42	9.60	45.23
THMDt4	0.00	502794.67	-2.39	-56.97	11.12
THMMPt4	0.00	683006.62	2.82	-14.99	20.64
THMMPtm	0.00	683006.62	14.33	-3.48	32.14
THMP	36.20	681119.57	35.03	-0.59	39.78
THMPPtm	0.00	683006.62	24.79	6.98	42.60
THMt2m	0.00	693793.70	-30.67	-48.48	-12.86
THMTP	16.68	690288.38	14.83	-20.80	19.57
THMTPt	0.00	683006.62	-9.61	-27.43	8.20
THP2Ctp	0.00	22.26	-1.33	-19.14	16.49
THRALANaEx	0.00	506376.57	-2.98	-75.37	28.35
THRASNNaEx	0.00	599305.94	-2.98	-75.37	28.35
THRCYSNaEx	0.00	455101.77	-3.00	-75.39	28.32
THRGLNexR	0.00	587619.37	0.03	-35.60	35.66
THRGLNNaEx	0.00	604397.65	-2.98	-75.37	28.35
THRGLYexR	0.00	446620.75	0.02	-35.61	35.64
THRSERNaEx	0.00	450340.88	-3.01	-75.40	28.31
THRt4	0.00	333771.56	-2.96	-57.54	10.55
THYMDt1	0.00	482496.09	0.61	-17.20	18.43
THYMDtl	0.00	482496.09	-1.54	-19.36	16.27
THYMDtm	0.00	482496.09	-3.19	-21.00	14.63
THYMt	0.00	461837.22	-0.00	-17.81	17.81
THYOXt	0.00	1020375.40	-2.13	-37.76	33.49
THYOXt2	0.00	1020375.40	0.70	-17.12	18.51
THYPX	-340.86	346410.16	-339.38	-333.44	-262.19
TMABADH	172.78	938150.76	215.89	180.78	237.03
TMDK1m	-15.10	515091.30	-15.26	-38.39	5.68
TMDPP	92.13	495220.56	94.46	60.03	118.21
TMDPPK	0.00	683006.62	-0.03	-45.70	18.78
TMLYSOX	-448.18	654820.84	-448.31	-501.75	-394.87
TMNDNCCOAtx	0.00	1485832.98	-4.99	-22.80	12.82
TMNDNCCPT1	22.06	1572592.01	22.20	-10.67	46.35
TMNDNCCPT2	-22.06	1572592.01	-22.05	-55.24	-0.33
TMNDNCCRNt	0.00	1099178.95	0.00	-17.81	17.82
TMNDNCt	0.00	942695.53	2.89	-14.92	20.70
TOLBUTAMIDEte	0.00	681194.88	0.00	-17.81	17.82
TRDR	-11.48	819032.65	-11.11	-50.15	17.18
TRDR2	-113.19	3073963.37	-112.83	-151.87	-84.54
TRDR3	-182.51	3043810.24	-182.13	-203.27	-147.02
TREH	-11.05	2.49	-11.05	-58.55	-5.11
TREHe	-11.05	2.49	-11.05	-58.55	-5.11
TRIODTHYSUFt	0.00	1025372.68	-2.91	-20.72	14.90
TRIODTHYSULT	-346.81	958274.46	-347.35	-382.98	-311.72
TRIODTHYt	0.00	834984.24	-2.70	-38.33	32.92
TRIODTHYt2	0.00	834984.24	0.13	-17.69	17.94
TRIOK	26.65	100000.00	25.51	-20.15	44.32
TRPHYDRO2	-399.46	735958.62	-398.35	-422.10	-333.03
TRPO2	-257.62	435528.25	-257.67	-263.61	-210.17
TRPt4	0.00	352499.40	-2.99	-57.56	10.52
TRYPTAOX	-63.18	262994.59	-63.26	-117.62	-45.72
TS3	-4.46	737038.96	-4.46	-22.28	13.35
TSTSTERONEGLCte	16.68	721035.91	14.79	-48.68	20.54
TSTSTERONEGLCtr	0.00	714067.77	0.00	-17.81	17.81
TSTSTERONESte	0.00	747281.61	-2.89	-20.71	14.92
TSTSTERONESULT	-440.79	727044.96	-441.53	-477.15	-405.90
TSTSTERONEt	0.00	640910.97	-0.00	-17.81	17.81
TSTSTERONEtr	0.00	640910.97	0.00	-17.81	17.81
TSULt4_3	0.00	759554.41	-3.04	-131.15	1.86
TTDCAtr	0.00	4.49	2.89	-14.92	20.70
TTDCPT2	-26.47	1277869.41	-26.46	-59.66	-4.75
TTDCRNt	0.00	553451.22	0.00	-17.81	17.82
TXA2te	0.00	647456.01	2.89	-14.92	20.71
TXA2tr	0.00	647456.01	0.00	-17.81	17.81
TXASr	-222.76	667337.08	-222.76	-240.57	-204.94
TYMSFt	0.00	635852.13	-0.01	-17.82	17.81
TYMSULT	-219.18	525648.59	-219.92	-255.55	-184.29
TYR3MO2	-333.84	767957.79	-332.73	-356.48	-267.41
TYRASE	307.59	1027554.51	481.71	463.90	499.52
TYRCBOX	-135.22	303783.40	-134.45	-181.95	-128.51
TYRDOPO	-186.95	835167.86	-186.99	-210.74	-121.67
TYRDOPO3	-459.09	1109268.56	-459.09	-482.84	-393.77
TYROXDAc	-16.08	262994.59	-16.19	-70.55	1.35
TYRt	0.00	322886.71	0.03	-17.79	17.84
TYRt4	0.00	352499.40	-2.98	-57.55	10.53
TYRTAm	212.82	445414.59	212.84	177.22	248.47
UAG2EMAi	-492.50	965638.15	-495.54	-543.04	-489.60
UAGALDP	530.69	964679.03	532.48	510.65	567.40
UDPACGALtl	0.00	1094524.11	-4.56	-22.37	13.26
UDPDOLPT_L	656.45	621798.87	228.07	208.47	247.66
UDPG1P	-663.73	616385.82	-665.63	-713.14	-659.70
UDPGALtg	0.00	787587.97	1.23	-34.39	36.86
UDPGD	266.61	1543103.89	265.11	212.71	289.58
UDPGLCAter	0.00	786493.13	0.00	-35.63	35.63
UDPGLCAtg	0.00	786493.13	-1.23	-36.86	34.40
UDPGLCter	0.00	776076.71	0.00	-35.63	35.63
UDPGLDCg	-9.27	665814.57	-8.53	-56.03	-2.59
UDPGNP	-65.77	639064.56	-68.76	-116.26	-62.83
UDPGP	-632.46	584078.36	-634.31	-681.81	-628.37
UDPtl	0.00	613152.18	-1.95	-19.77	15.86
UDPXYLter	0.00	835062.65	0.00	-35.63	35.63
UDPXYLtg	0.00	835062.65	1.23	-34.39	36.86
UGALGTg	-32.60	629129.92	-33.72	-74.42	-9.10
UGALNACtg	0.00	1192738.25	0.84	-34.79	36.46
UGCG	664.69	621936.15	661.70	626.07	697.33
UGLCNACtg	0.00	1226649.23	0.84	-34.79	36.46
UGT1A10r	8.62	1461213.37	6.37	-29.26	42.00
UGT1A1r	10.28	900107.76	8.04	-27.59	43.67
UGT1A2r	17.23	1885034.89	12.75	-40.69	66.19
UGT1A3r	1.44	948515.57	-0.80	-36.43	34.82
UGT1A4r	-9.04	919387.08	-11.29	-46.91	24.34
UGT1A5r	-5.72	1032051.07	-7.95	-43.57	27.68
UGT1A5r2	-1.05	1021593.82	-3.28	-38.91	32.35
UGT1A6r	10.28	900107.76	8.04	-27.59	43.67
UGT1A7r	1.44	955702.60	-0.80	-36.43	34.82
UGT1A8r	29.43	901477.49	27.18	-8.45	62.81
UGT1A9r	-9.04	921526.78	-11.29	-46.91	24.34
UMPK2	624.23	856412.46	622.13	586.50	657.75
UMPK2n	624.23	856412.46	622.13	586.50	657.75
UMPK3	624.23	1026544.85	622.12	586.49	657.74
UMPK3n	624.23	1026544.85	622.12	586.49	657.74
UMPK4	624.23	873701.33	622.10	586.47	657.72
UMPK4n	624.23	873701.33	622.10	586.47	657.72
UMPK5	647.33	595214.35	645.20	609.57	680.82
UMPK5n	647.33	595214.35	645.20	609.57	680.82
UMPK6	624.23	882914.22	622.10	586.47	657.72
UMPK6n	624.23	882914.22	622.10	586.47	657.72
UMPK7	624.23	901891.65	622.12	586.50	657.75
UMPK7n	624.23	901891.65	622.12	586.50	657.75
UMPKn	647.33	547995.02	645.20	609.57	680.82
UMPtr	0.00	473963.60	0.00	-17.81	17.81
UPPN	-55.25	427835.34	-53.87	-120.10	-66.01
URAt	0.00	451269.18	0.00	-17.81	17.81
URATEt	0.00	594244.54	-0.23	-18.04	17.58
URATEtx	0.00	594244.54	-0.16	-17.97	17.66
UREAt5	0.00	491880.65	-0.00	-17.81	17.81
UREAtm	0.00	491880.65	0.00	-17.81	17.81
URIDK2m	647.33	590375.24	640.87	617.74	661.81
URIK1	-15.10	459507.17	-15.65	-61.31	3.16
URIt	0.00	421488.07	0.64	-17.17	18.45
URIt4	0.00	444580.92	-2.36	-56.94	11.15
Uritl	0.00	421488.07	-1.65	-19.46	16.16
Uritn	0.00	421488.07	0.00	-17.81	17.81
UROLACer	127.43	276245.42	128.17	110.36	145.99
UTPtn	0.00	615731.09	0.00	-17.81	17.81
VACCt	0.00	301202.65	2.89	-14.92	20.70
VALt4	0.00	348664.34	-2.99	-57.57	10.52
VALt5m	0.00	318695.50	-0.09	-17.91	17.72
VALTAm	63.81	338236.55	63.80	28.17	99.42
VALtec	0.00	318695.50	0.01	-17.80	17.82
VD3	93.80	710255.84	93.80	75.99	111.62
VITD3t	0.00	680125.48	0.00	-17.81	17.81
VLCS2p	31.34	1416130.39	30.16	-23.28	83.60
VLCS2r	31.34	1416130.39	31.30	-22.14	84.74
VLCSp	-26.44	1479580.19	-27.62	-81.06	25.82
VLCSr	-26.44	1479580.19	-26.47	-79.91	26.97
WHDDCAte	0.00	24.08	2.89	-14.92	20.70
WHHDCAte	0.00	34.58	1.70	-16.11	19.51
WHTSTSTERONEte	0.00	660495.55	0.00	-17.81	17.81
WHTTDCAte	0.00	29.32	2.89	-14.92	20.70
XANDp	244.45	875335.46	244.05	208.42	279.67
XANtx	0.00	454542.46	0.04	-17.77	17.86
XAO2x	-0.28	423541.51	-0.32	-35.95	35.30
XAOx	13.23	529025.24	13.01	-22.62	48.64
XOL27OHtm	0.00	868446.58	0.00	-17.81	17.81
XOL7AH2tm	0.00	907426.52	0.00	-17.81	17.81
XOL7AONEtr	0.00	834990.53	0.00	-17.81	17.81
XOLDIOLONEt	0.00	812954.28	0.00	-17.81	17.81
XOLEST2te	0.00	0.00	-0.00	-17.81	17.81
XOLESTte	0.00	0.00	-0.00	-17.81	17.81
XOLTRI24tc	0.00	901931.18	0.00	-17.81	17.81
XOLTRI24te	0.00	901931.18	0.00	-17.81	17.81
XOLTRI25tc	0.00	897427.76	0.00	-17.81	17.81
XOLTRI25te	0.00	897427.76	0.00	-17.81	17.81
XOLTRI27tc	0.00	869444.50	0.00	-17.81	17.81
XOLTRI27te	0.00	869444.50	0.00	-17.81	17.81
XOLTRIOLtm	0.00	864450.60	0.00	-17.81	17.81
XSERtg	0.00	0.00	-0.00	-17.81	17.81
XYLK	31.41	100000.00	30.20	-15.46	49.01
XYLTD_Dr	105.49	697384.01	105.12	70.01	126.26
XYLTer	416.20	659031.01	413.22	377.59	448.84
XYLtly	0.00	170666.89	0.00	-17.81	17.81
XYLTt	0.00	3.15	-0.00	-17.81	17.81
XYLUR	-71.80	823316.70	-71.43	-110.47	-43.13
YVITEt	0.00	813954.70	0.00	-17.81	17.81
EX_4abutn[e]	NaN	Inf	NaN	NaN	NaN
EX_acmana[e]	NaN	Inf	NaN	NaN	NaN
EX_ahdt[e]	NaN	Inf	NaN	NaN	NaN
EX_ctp[e]	NaN	Inf	NaN	NaN	NaN
EX_dgmp[e]	NaN	Inf	NaN	NaN	NaN
EX_dgtp[e]	NaN	Inf	NaN	NaN	NaN
EX_dha[e]	NaN	Inf	NaN	NaN	NaN
EX_dhap[e]	NaN	Inf	NaN	NaN	NaN
EX_dtmp[e]	NaN	Inf	NaN	NaN	NaN
EX_dttp[e]	NaN	Inf	NaN	NaN	NaN
EX_fad[e]	NaN	Inf	NaN	NaN	NaN
EX_fald[e]	NaN	Inf	NaN	NaN	NaN
EX_g1p[e]	NaN	Inf	NaN	NaN	NaN
EX_HC00229[e]	NaN	Inf	NaN	NaN	NaN
EX_HC00250[e]	NaN	Inf	NaN	NaN	NaN
EX_HC01104[e]	NaN	Inf	NaN	NaN	NaN
