Reaction ID	Standard reaction Gibbs energy (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed reaction Gibbs energy (kJ/mol)	Minimum transformed reaction Gibbs energy (kJ/mol)	Maximum transformed reaction Gibbs energy (kJ/mol)
GLNtN1	0.00	282842.72	-3.10	-554466.16	554377.83
GLPASE1	-1987.47	141421.36	-1984.79	-279238.33	275236.70
GLPASE2	-4810.04	141421.36	-4810.04	-282221.54	272310.52
GLRASE	64.70	43.45	64.33	-49.12	188.53
GLU5Km	-1735.54	100000.00	-1735.61	-197758.74	194285.34
GLUCYS	-1729.68	100000.01	-1731.59	-197783.21	194303.86
GLUDC	-54.12	36.74	-53.37	-172.89	24.58
GLUDxm	61.48	48.81	60.36	-111.75	163.99
GLUDym	61.74	50.22	60.62	-110.10	192.44
GluForTx	-58.14	160356.76	-58.61	-314393.49	314276.27
GLUNm	-30.35	28.21	-30.91	-133.71	30.32
GLUt2m	0.00	36.71	-0.11	-89.88	89.67
GLUt6	0.00	447213.60	-6.00	-876690.56	876555.37
GLUt7l	0.00	9.00	1.96	-33.49	37.40
GLUTCOADHm	-33.17	72.33	-32.46	-239.55	133.06
GLUtr	0.00	9.00	0.00	-35.44	35.44
GLUVESSEC	-1735.36	100000.01	-1740.16	-197803.65	194265.60
GLXO2p	-130.84	45.27	-131.59	-255.94	-7.23
GLXtm	0.00	7.63	14.96	-17.82	47.73
GLXtp	0.00	7.63	-1.19	-33.96	31.59
GLYAMDTRc	-0.40	36.44	-0.33	-107.38	106.72
GLYATm	61.22	41.43	55.25	-47.68	169.66
GLYBt4_2_r	0.00	302371.58	-7.20	-592746.83	592650.31
GLYBtm	0.00	106904.50	-4.75	-209555.38	209545.88
GLYC3Ptm	0.00	7.41	30.32	-2.00	62.65
GLYCK2	-1717.00	100000.01	-1717.90	-197763.58	194300.92
GLYCLTDy	-84.98	42.95	-84.61	-207.83	27.87
GLYCLTDym	-84.98	42.95	-84.30	-213.75	42.50
GLYCLTtp	0.00	8.00	-1.19	-34.69	32.31
GLYC_St	0.00	4.67	0.00	-26.97	26.97
GLYCtm	0.00	9.53	0.00	-36.49	36.49
GLYCTO1p	-95.19	36.44	-95.19	-202.25	11.87
GLYKm	-1717.71	100000.01	-1718.54	-197741.68	194302.41
GLYOp	-93.16	44.62	-93.19	-245.97	18.02
GLYOXm	-9.73	34.86	-10.52	-126.34	63.74
GLYt4	0.00	141421.36	-2.98	-277243.42	277196.39
GLYt7_211_r	0.00	316227.77	-3.09	-619918.66	619830.35
GLYtm	0.00	9.21	-0.21	-36.07	35.65
GLYtp	0.00	9.21	0.02	-35.84	35.87
GLYVESSEC	-1735.36	100000.01	-1737.28	-197800.77	194268.48
GMPtg	0.00	141421.36	-2.46	-277206.13	277201.22
GMPtn	0.00	141421.36	0.00	-277203.68	277203.68
GNDer	-3.64	42.95	-3.14	-152.64	104.80
GNMT	105.51	100000.01	104.81	-195930.83	196140.45
GP1CALPHAte	0.00	141421.36	-14.47	-277218.14	277189.20
GP1CALPHAtg	0.00	141421.36	-0.00	-277203.68	277203.67
GP1Cte	0.00	141421.36	-14.47	-277218.14	277189.20
GP1Ctg	0.00	141421.36	-0.00	-277203.68	277203.67
GPAM_hs	-3230.59	100000.02	-1611.28	-197644.19	194412.91
GPIAT	60.15	141421.36	60.30	-277158.43	277270.33
GPIDA2er	-40.61	141421.36	-41.37	-277274.73	277150.44
GPIDAer	-40.61	141421.36	-41.37	-277274.73	277150.44
GPIMTer_U	-29.06	141774.47	396.34	-277501.22	278293.89
GQ1BALPHAte	0.00	141421.36	-11.58	-277215.25	277192.09
GQ1BALPHAtg	0.00	141421.36	-0.00	-277203.68	277203.67
GQ1Bte	0.00	141421.36	-11.58	-277215.25	277192.09
GQ1Btg	0.00	141421.36	-0.00	-277203.68	277203.67
GRTTx	-76.00	52.66	-76.56	-215.39	62.28
GSNt	0.00	141421.36	-0.05	-277203.73	277203.62
GSNt4	0.00	200000.00	-3.06	-392057.64	392010.46
GSNtl	0.00	141421.36	3.45	-277200.23	277207.13
GT1Ate	0.00	141421.36	-8.68	-277212.35	277194.99
GT1Atg	0.00	141421.36	-0.00	-277203.68	277203.67
GTHDH	0.63	56.94	-0.02	-135.38	176.90
GTHO	-56.01	61.58	-55.75	-245.17	81.37
GTHOm	-56.01	61.58	-55.67	-251.33	95.76
GTHP	-280.10	52.14	-280.00	-376.26	-100.62
GTHPe	-280.10	52.14	-279.99	-376.25	-100.60
GTHPm	-280.10	52.14	-279.76	-376.02	-100.37
GTHRDt	-1735.36	100000.01	-1722.37	-197785.86	194283.39
GTHRDtr	0.00	22.42	0.00	-61.75	61.75
GTHS	-1713.85	100000.01	-1715.70	-197767.31	194319.75
GTMLTe	839.06	100000.00	835.47	-195200.16	196871.10
GUACYC	461.72	188982.24	461.96	-369976.95	370872.38
GUAD	-64.76	100000.01	-64.09	-196100.65	195935.66
GULLACter	0.00	9.39	0.00	-36.22	36.22
GULN3D	61.92	41.11	61.52	-54.16	163.22
GULNDer	-55.87	42.95	-55.50	-175.31	64.30
GULNter	0.00	6.93	0.00	-31.39	31.39
GUR1PP	-22.64	10.46	-23.48	-79.60	1.77
H2CO3Dm	49.98	36.53	49.20	-40.20	138.61
H2ETer	279.21	173205.09	2975.74	-336541.87	342493.36
H2MTer_U	-29.06	141774.47	396.34	-277501.22	278293.89
H2O2syn	-180.16	55.23	-179.80	-327.09	-43.25
H2O2t	0.00	35.60	0.00	-87.58	87.58
H2O2tly	0.00	35.60	0.00	-87.58	87.58
H2O2tm	0.00	35.60	-0.00	-87.58	87.58
H2O2tn	0.00	35.60	0.00	-87.58	87.58
H2O2tp	0.00	35.60	0.00	-87.58	87.58
H2Oter	0.00	6.19	0.00	-12.14	12.14
H2Otg	0.00	6.19	-0.00	-12.14	12.14
H2Otly	0.00	6.19	-0.00	-12.14	12.14
H2Otm	0.00	6.19	0.00	-12.14	12.14
H2Otn	0.00	6.19	0.00	-12.14	12.14
H2Otp	0.00	6.19	-0.00	-12.14	12.14
H3ETer	279.21	173205.09	2975.74	-336541.87	342493.36
H3MTer_U	-29.06	141774.47	396.34	-277501.22	278293.89
H4ET3er	279.21	173205.09	2975.74	-336541.87	342493.36
H4ETer	279.21	173205.09	2975.74	-336541.87	342493.36
H5MTer_U	-29.06	141774.47	396.34	-277501.22	278293.89
H6_ET2er	279.21	173205.09	2975.74	-336541.87	342493.36
H6ET3er	279.21	173205.09	2975.74	-336541.87	342493.36
H6_ETer	279.21	173205.09	2975.74	-336541.87	342493.36
H6MTer_U	-29.06	141774.47	396.34	-277501.22	278293.89
H7ET2er	279.21	173205.09	2975.74	-336541.87	342493.36
H7_ETer	279.21	173205.09	2975.74	-336541.87	342493.36
H7MTer_U	-29.06	141774.47	396.34	-277501.22	278293.89
H7_TAer	0.00	200000.00	0.00	-392035.63	392035.63
H8TAer	0.00	200000.00	0.00	-392035.63	392035.63
HACD1m	-57.94	58.71	-57.26	-192.18	104.56
HACD1x	-57.94	58.71	-57.78	-208.47	92.92
HACD9m	61.92	59.16	61.27	-101.44	197.08
HAS1	46.72	68.95	37.86	-162.60	196.75
HAS2	3120.09	100000.02	3108.34	-192945.15	199161.83
HAtly	0.00	141421.36	2.12	-277201.55	277205.79
HBZOPT10m	-80.12	122.02	-77.04	-351.83	197.75
HCO3_CLt	0.00	141421.36	-0.06	-277221.55	277221.42
HCOUMARINte	0.00	141421.36	0.40	-277203.28	277204.08
HDCAter	0.00	28.31	0.00	-73.29	73.29
HDCAtr	0.00	28.31	2.89	-70.40	76.18
HDCEAtr	0.00	24.82	2.89	-63.56	69.34
HDD2COAtx	0.00	53.70	-4.98	-128.04	118.08
HESTRATRIOLte	0.00	141421.36	-0.01	-277203.68	277203.66
HESTRATRIOLtr	0.00	141421.36	0.00	-277203.67	277203.67
HEX10	-1727.22	100000.01	-1728.19	-197773.87	194290.63
HEX4	-1722.66	100000.01	-1723.67	-197769.35	194295.15
HEXCCOAtx	0.00	65.91	-4.99	-152.00	142.01
HEXCt	0.00	43.92	2.89	-101.01	106.79
HGNTOR	-261.35	39.63	-262.10	-345.71	-136.92
HIBDm	62.93	40.97	62.25	-64.81	162.39
HISDC	-52.70	40.97	-54.22	-182.03	32.02
HISt4	0.00	141421.36	-3.19	-277243.63	277196.18
HISTASE	-125.05	48.06	-122.97	-271.51	-11.24
HISTAtu	0.00	21.02	-2.03	-61.04	56.98
HISTAVESSEC	-1735.36	100000.01	-1735.23	-197798.72	194270.54
HIStiDF	0.00	19.53	-0.19	-56.28	55.90
HIStN1	0.00	282842.72	-3.30	-554466.36	554377.63
HKt	-1735.36	173205.08	-1737.36	-341282.81	337750.35
HKYNH	-83.98	22.73	-83.93	-175.97	-33.45
HMGCOASi	31.44	64.02	30.63	-127.71	180.27
HMGCOASim	31.44	64.02	30.65	-116.55	189.34
HMGCOAtm	0.00	41.93	74.96	-25.04	174.97
HMGCOAtx	0.00	41.93	-6.07	-106.07	93.94
HMGLm	-28.11	42.18	-28.11	-158.29	60.51
HMGLx	-28.11	42.18	-28.12	-158.30	60.50
HOMt4	0.00	141421.36	-2.98	-277243.41	277196.40
HOXG	-1198.64	100000.20	-1197.00	-197302.63	194917.97
HPACtr	0.00	15.78	-2.91	-51.64	45.83
HPCLx	-13.12	55.83	-13.12	-170.05	102.24
HPDCACRNCPT1	6.45	106904.51	6.60	-209559.11	209563.59
HPDCACRNCPT2	-6.45	106904.51	-6.44	-209572.48	209548.12
HPDCACRNt	0.00	106904.50	0.00	-209550.64	209550.65
HPDCAt	0.00	27.34	2.89	-68.51	74.29
HPYRDC	-56.89	36.25	-56.15	-174.70	20.84
HPYRDCm	-56.89	36.25	-56.15	-174.70	20.84
HPYRR2x	-113.05	82.72	-111.19	-312.27	103.86
HPYRRy	-71.52	42.62	-71.16	-193.72	40.67
HPYRtp	0.00	6.57	-1.19	-31.88	29.50
HRETNtn	0.00	47.12	0.00	-110.16	110.16
HS1ly	-522.47	141421.36	-506.18	-277739.55	276685.62
HS2ly	-522.47	141421.36	-509.14	-277742.51	276682.66
HS3ly	-522.47	141421.36	-513.59	-277746.95	276678.22
HS4ly	-522.47	141421.36	-518.03	-277751.40	276673.77
HSAT1ly	152.83	141421.36	135.00	-277083.74	277345.02
HSAT2ly	152.83	141421.36	137.96	-277080.78	277347.99
HSAT3ly	152.83	141421.36	142.40	-277076.33	277352.43
HSAT4ly	152.83	141421.36	146.85	-277071.89	277356.87
HSD11B1r	-48.55	354562.11	-48.19	-695025.55	694929.18
HSD11B2r	-48.29	354562.11	-47.91	-695025.28	694929.46
HSD17B1	-45.12	100000.01	-44.76	-196083.81	195983.56
HSD17B2r	-42.43	354562.11	-42.05	-695019.42	694935.31
HSD17B42x	-516.36	354562.13	-516.05	-695499.39	694508.84
HSD17B4x	-454.01	354562.12	-453.82	-695419.32	694553.24
HSD17B7r	-45.12	100000.01	-44.76	-196080.40	195990.89
HSD17B8r	-44.86	100000.01	-44.48	-196080.12	195991.16
HSD17B9r	-622.37	354562.11	-622.01	-695581.57	694399.89
HSD3A1r	-48.29	354562.11	-47.91	-695025.28	694929.46
HSD3A2r	-48.55	354562.11	-48.19	-695025.56	694929.18
HSD3B11	48.29	354562.11	47.91	-694928.94	695010.79
HSD3B11r	48.29	354562.11	47.91	-694929.45	695025.28
HSD3B12r	45.36	354562.11	44.98	-694932.38	695022.35
HSD3B13	48.29	354562.11	47.91	-694928.94	695010.79
HSD3B13r	48.29	354562.11	47.91	-694929.46	695025.28
HSD3B2r	-103.22	354562.11	-102.85	-695080.21	694874.52
HSD3B3r	-103.49	354562.11	-103.12	-695080.49	694874.24
HSD3B7P	48.55	354562.11	48.19	-694929.18	695025.56
HSPASEly	220.21	173205.08	220.21	-339309.25	339708.10
HSPGt	0.00	141421.36	-37.63	-277241.30	277166.05
HSPGtly	0.00	141421.36	13.79	-277189.88	277217.46
HTAXOLte	0.00	453557.38	-23.53	-889013.81	888966.75
Htg	0.00	35.60	-0.00	-69.77	69.77
Htr	0.00	35.60	0.00	-69.77	69.77
Htx	0.00	35.60	1.19	-68.58	70.96
HXANtx	0.00	15.45	0.02	-48.07	48.11
HYPOE	22.51	28.00	21.84	-68.68	81.47
HYPTROX	-16.40	282842.72	-16.43	-554411.91	554420.61
ICDHxm	-7.64	41.86	-7.57	-166.08	82.45
ICDHy	-7.38	43.50	-6.96	-150.21	105.46
ICDHyp	-7.38	43.50	-6.73	-157.31	102.28
ICDHyrm	-7.38	43.50	-7.31	-164.87	111.34
IDHPOXOX2b	60.55	141421.36	57.65	-277163.85	277279.15
IDHPOXOX3	-213.71	66.63	-211.31	-365.65	-15.40
IDHPOXOX4	-213.71	95.20	-210.79	-421.14	41.12
IDHPOXOXb	42.41	141421.36	41.39	-277180.10	277262.89
IDOAASE1ly	-855.97	141421.36	-838.96	-278072.32	276352.84
IDOAASE2ly	-855.97	141421.36	-847.84	-278081.20	276343.95
IDOAASE3ly	-855.97	141421.36	-852.28	-278085.65	276339.51
IDOAASE4ly	-855.97	141421.36	-850.80	-278084.16	276340.99
IDOURtly	0.00	36.28	-0.01	-88.94	88.91
IDPtn	0.00	19.18	0.00	-55.40	55.40
ILEt4	0.00	141421.36	-2.99	-277243.43	277196.38
ILEt5m	0.00	15.25	-0.10	-47.80	47.61
ILETAm	-3.24	15.31	-3.26	-68.89	62.38
ILEtec	0.00	15.25	0.01	-47.70	47.72
INOSTO	-315.47	41.87	-316.21	-404.22	-186.64
INSt	0.00	14.77	0.00	-46.76	46.76
INSt4	0.00	141421.36	-3.00	-277243.44	277196.37
INSTt2r	0.00	46.13	-2.89	-111.12	105.33
INSTt4	0.00	141421.36	-3.00	-277243.44	277196.37
IPDDIx	-6.47	36.23	-6.47	-95.30	82.36
IPDPtx	0.00	35.85	3.02	-85.06	91.09
It	0.00	141421.36	2.89	-277200.78	277206.57
ITCOAL1m	-4.07	141421.37	-4.24	-277241.13	277221.17
ITCOALm	-1751.41	100000.01	-1751.58	-197790.11	194273.29
ITPtn	0.00	21.51	0.00	-59.98	59.98
KAS8	-1239.39	776.81	-1230.47	-3408.05	394.54
KCC2t	0.00	141421.36	0.06	-277210.48	277215.34
KCCt	0.00	200000.00	-0.11	-392035.74	392035.52
KDNH	-14.45	11.11	-15.11	-72.52	11.42
KHK	-1720.91	100000.01	-1721.90	-197767.57	194296.93
KHK2	-1720.91	100000.01	-1721.91	-197767.58	194296.92
KHK3	-1720.91	100000.01	-1721.89	-197767.56	194296.94
KSII_CORE2t	0.00	141421.36	-3.79	-277207.47	277199.88
KSII_CORE2tly	0.00	141421.36	-21.06	-277224.73	277182.62
KSII_CORE4t	0.00	141421.36	-72.44	-277276.12	277131.23
KSII_CORE4tly	0.00	141421.36	103.45	-277100.22	277307.12
KSItly	0.00	141421.36	13.77	-277189.90	277217.44
Kt3g	0.00	141421.36	-1.38	-277205.06	277202.30
KYN	-24.28	31.14	-24.98	-133.51	41.99
KYN3OX	-463.13	53.62	-462.77	-595.02	-299.70
KYNAKGAT	1.01	20.19	1.05	-74.15	76.25
KYNATESYN	-82.86	21.49	-82.85	-142.79	-22.92
LACZe	-18.34	10.50	-18.34	-86.43	8.18
LALDO	36.01	46.86	35.66	-79.42	178.34
LAPCOAl	-29.11	40.84	-36.35	-163.89	49.62
LCADi_D	26.28	59.89	25.16	-127.34	163.69
LCADim	18.88	59.98	17.46	-146.86	154.86
LCAT1e	1005.02	304724.70	1005.02	-596291.02	598301.07
LCTStg	0.00	10.83	0.00	-39.04	39.04
LCYSTAT	-801.86	122474.49	-801.77	-240887.39	239283.85
LCYSTCBOXL	-60.73	141421.36	-59.91	-277293.28	277131.90
LDH_Lm	67.43	40.95	66.75	-60.27	166.85
LEUKTRA4t	0.00	39.63	2.89	-92.61	98.39
LEUKTRA4tr	0.00	39.63	0.00	-95.50	95.50
LEUKTRB4t	0.00	33.73	2.89	-81.03	86.81
LEUKTRB4tr	0.00	33.73	0.00	-83.92	83.92
LEUKTRC4t	0.00	51.33	2.93	-133.29	139.16
LEUKTRD4t	0.00	45.71	2.92	-104.48	110.32
LEUKTRD4tr	0.00	45.71	0.00	-107.40	107.40
LEUKTRE4t	0.00	43.34	2.92	-99.83	105.67
LEUKTRF4t	0.00	47.20	5.77	-104.56	116.09
LEUt4	0.00	141421.36	-2.99	-277243.43	277196.38
LEUt5m	0.00	13.09	-0.11	-43.59	43.36
LEUTAm	1.31	15.77	1.31	-65.21	67.84
LEUtec	0.00	13.09	0.01	-43.46	43.49
LFORKYNHYD	11.77	37.29	11.08	-109.51	90.11
LGNCCOAtx	0.00	63.03	-4.99	-146.34	136.35
LGNCt	0.00	40.23	2.89	-93.78	99.55
LIMNENte	0.00	30.36	-0.00	-77.33	77.33
LINKDEG1ly	-2980.94	100000.00	-2980.22	-199087.10	193001.97
LINKDEG2ly	-3503.41	100000.01	-3501.21	-199637.79	192469.12
LINKDEG3ly	-3503.41	100000.01	-3501.21	-199637.79	192469.12
LINKDEG4ly	-4025.88	100000.02	-4020.72	-200187.02	191937.77
LIPOti	-1735.36	173205.09	-1740.26	-341322.47	337743.15
L_LACDcm	37.96	282842.72	73.79	-554351.37	554498.96
L_LACtcm	0.00	5.79	14.96	-14.21	44.12
L_LACtm	0.00	36.06	0.00	-88.50	88.50
LNELDCCPT1	6.45	106904.51	6.60	-209559.11	209563.60
LNELDCCPT2	-6.45	106904.51	-6.44	-209572.48	209548.13
LNELDCCRNt	0.00	106904.50	0.00	-209550.64	209550.65
LNELDCt	0.00	28.96	2.89	-71.69	77.47
LNLCCPT1	6.45	106904.51	6.60	-209559.11	209563.60
LNLCCPT2	-6.45	106904.51	-6.44	-209572.48	209548.13
LNLCCRNt	0.00	106904.50	0.00	-209550.64	209550.65
LNLCt	0.00	29.61	2.89	-72.95	78.73
LNLNCACPT1	6.45	106904.51	6.60	-209559.12	209563.60
LNLNCACPT2	-6.45	106904.51	-6.44	-209572.49	209548.13
LNLNCACRNt	0.00	106904.51	0.00	-209550.64	209550.65
LNLNCAt	0.00	30.68	2.89	-75.05	80.83
LNLNCGCPT1	6.45	106904.51	6.61	-209559.11	209563.61
LNLNCGCPT2	-6.45	106904.51	-6.44	-209572.49	209548.13
LNLNCGCRNt	0.00	106904.51	0.00	-209550.64	209550.65
LNLNCGt	0.00	30.68	2.89	-75.05	80.83
LNS14DM	-1601.39	407080.23	-1601.04	-799553.84	796402.67
LNSTLSr	-999.37	320713.50	-999.37	-629615.65	627616.90
LPASE	-298.18	188982.24	-256.17	-370708.86	370154.96
LPCHOLt	0.00	141421.36	-0.00	-277203.67	277203.67
LPCOXp	-59.91	48.73	-61.04	-192.18	70.09
LPS	499.42	141421.38	3194.47	-274038.93	280386.30
LPS2	-59.01	141421.38	-2757.02	-279990.42	274434.81
LPS2e	-59.01	141421.38	-2830.65	-280064.05	274361.19
LPS3	-268.26	141421.36	-269.74	-277503.11	276922.06
LPS3e	-268.26	141421.36	-269.74	-277503.11	276922.06
LPS4e	220.21	173205.08	215.09	-339314.37	339702.99
LRAT	-245.17	173205.08	-245.17	-339762.77	339272.42
LRAT1	-230.52	173205.08	-230.52	-339748.11	339287.07
LRAT2	-245.17	173205.08	-245.17	-339762.77	339272.42
LSTO1r	-449.16	354562.12	-448.79	-695414.29	694558.27
LSTO2r	-449.16	354562.12	-448.79	-695414.29	694558.27
LTA4H	21.18	37.06	21.18	-69.27	111.63
LTC4CP	-26.38	49.44	-26.43	-170.84	76.42
LTC4Sr	129.06	48.02	129.06	29.01	270.68
LTD4DP	-26.38	45.22	-26.43	-162.57	68.15
LTDCL	-33.16	42.39	-32.40	-162.99	56.62
LYSOXp	-135.29	45.51	-135.34	-289.86	-22.38
LYSt4	0.00	141421.36	-5.88	-277246.32	277193.49
LYStiDF	0.00	15.57	-2.88	-51.21	45.45
LYStip	0.00	15.57	1.20	-47.13	49.52
LYStm	0.00	38.85	-0.14	-94.10	93.82
LYStn	0.00	15.57	0.00	-48.33	48.33
M4BTAer	0.00	200000.00	0.00	-392035.63	392035.63
M4CET3er	279.21	173205.09	2975.74	-336541.87	342493.36
MACACI	0.00	13.73	-0.00	-44.73	44.72
MACOXO	35.03	62.65	33.78	-124.12	177.71
MAGt	0.00	141421.36	-0.00	-277203.67	277203.67
MALSO3tm	0.00	36.45	3.66	-103.42	110.74
MALSO4tm	0.00	28.12	0.02	-90.72	90.76
MALTe	-19.88	12.24	-19.88	-91.36	10.04
MALTly	-19.88	12.24	-19.88	-91.36	10.04
MALtm	0.00	10.82	-0.91	-45.87	54.73
MALTSULtm	0.00	141421.36	1.32	-277220.17	277222.80
MALTt1r	0.00	10.83	0.00	-39.04	39.04
MANt1r	0.00	6.97	0.00	-31.48	31.48
MANtly	0.00	6.97	0.00	-31.48	31.48
MAOLNOR	-125.05	48.49	-125.10	-274.49	-12.52
MAOX	-30.22	51.44	-30.31	-185.50	88.06
MCCCrm	-1723.40	100000.02	-1724.29	-197765.26	194314.50
MCD	-66.24	54.33	-65.53	-219.51	46.89
MCDm	-66.24	54.33	-65.50	-219.49	46.91
MCDp	-66.24	54.33	-65.54	-219.52	46.88
MCITS	-7.79	49.72	-8.43	-138.75	113.18
MCLACCYSR	49.56	49.46	49.19	-70.98	196.95
MCLOR	61.92	43.87	61.53	-59.56	168.66
MCPST	-52.28	45.37	-52.98	-177.54	71.58
MDHm	70.46	41.41	69.79	-58.13	170.79
MDRPD	-29.82	23.15	-29.78	-92.98	33.41
ME1m	-0.87	41.12	-0.81	-157.85	87.76
ME2	-0.61	42.78	-0.21	-142.05	110.81
ME2m	-0.61	42.78	-0.54	-156.70	116.70
MECOALm	-1734.70	100000.01	-1734.87	-197773.41	194289.99
MECOAS1m	12.64	141421.37	12.46	-277224.43	277237.87
MELATN23DOX	-378.75	36.01	-378.32	-454.83	-260.25
MELATNOX	-463.13	56.16	-462.52	-599.76	-294.45
MEOHt2	0.00	35.60	-0.00	-87.58	87.58
MEOHtly	0.00	35.60	-0.00	-87.58	87.58
MEPIVESSte	-1735.36	173205.09	-1734.38	-341279.83	337753.33
MERCPLACCYSt	0.00	30.64	-2.93	-80.80	74.94
MESCOALm	-8.77	43.15	-8.78	-140.86	81.74
METAT	-2134.41	173205.08	-2135.22	-341654.99	337356.06
METLEUex	0.00	141421.36	-0.01	-277221.50	277221.47
METS	344.52	188982.25	300.33	-370140.50	370741.16
METt4	0.00	200000.00	-3.00	-392057.58	392010.51
METtec	0.00	141421.36	-0.00	-277203.67	277203.67
MEVK1x	-1719.36	100000.01	-1721.48	-197757.12	194314.16
MGACONm	7.08	43.07	7.07	-95.16	109.31
MGCHrm	-7.08	43.47	-7.07	-110.08	95.93
MGSA	-47.01	8.50	-47.90	-100.19	-26.50
MGSA2	-50.80	8.64	-51.56	-104.11	-29.88
MHISOR	-125.05	48.38	-125.23	-274.42	-12.87
MI1345PP	-23.12	35.73	-24.13	-129.79	50.66
MI134P4P	-23.12	32.82	-24.15	-124.11	44.93
MI134PP	-23.12	32.82	-24.01	-123.97	45.07
MI13PP	-23.12	30.89	-24.01	-120.18	41.28
MI145PK	-1712.24	100000.01	-1713.13	-197758.82	194305.71
MI145PP	-23.12	32.82	-24.15	-124.11	44.93
MI14P4P	-23.12	30.89	-24.01	-120.18	41.28
MI14PP	-23.12	30.89	-24.01	-120.18	41.28
MI14Ptn	0.00	30.82	0.00	-78.22	78.22
MI1P_Dtn	0.00	29.41	0.00	-75.45	75.45
MI1PS	-89.52	21.27	-89.49	-148.98	-30.00
MI34PP	-23.12	30.89	-24.16	-120.33	41.13
MINOHPtn	0.00	45.31	0.00	-106.61	106.61
MLTG1	-18.34	15.99	-18.34	-97.19	18.94
MLTG1e	-18.34	15.99	-18.34	-97.19	18.94
MLTG1ly	-18.34	15.99	-18.34	-97.19	18.94
MMCDm	-59.44	56.35	-58.73	-216.69	57.65
MMEm	-0.00	43.64	-0.00	-103.35	103.35
MMMm	-7.58	42.34	-7.58	-108.37	93.21
MMSAD1m	-28.24	58.19	-28.17	-204.36	109.62
MMSAD3m	-24.41	58.81	-24.31	-201.73	114.71
MMTSADm	31.19	58.15	30.56	-115.87	180.16
MOGAT	-2845.90	141421.38	-137.80	-277356.56	277072.25
MTAP	10.45	27.07	11.28	-76.21	88.09
MTHFCm	41.27	160356.76	40.59	-314276.47	314357.65
MTHFD2m	23.57	160356.76	23.62	-314322.39	314342.71
MTHFDm	23.83	160356.76	23.88	-314317.98	314368.39
MTHGXLt	0.00	7.74	0.00	-32.99	32.99
N2M2NMASNtly	0.00	141421.36	-0.01	-277203.68	277203.67
N3Tg	701.60	141421.36	700.48	-276526.08	277910.97
N4Tg	701.60	141421.36	700.48	-276526.08	277910.97
NABTNO	30.01	60.56	28.98	-124.84	168.82
NACASPAH	-7.84	11.28	-7.74	-77.35	20.30
NACASPtm	0.00	10.00	-30.03	-67.44	7.37
NACHEX10ly	-1345.61	141421.36	-1350.73	-278613.78	275829.19
NACHEX11ly	-672.80	141421.36	-675.36	-277908.73	276516.43
NACHEX12ly	-672.80	141421.36	-675.36	-277908.73	276516.43
NACHEX13ly	-672.80	141421.36	-675.36	-277908.73	276516.43
NACHEX14ly	-672.80	141421.36	-675.36	-277908.73	276516.43
NACHEX15ly	-672.80	141421.36	-675.36	-277908.73	276516.43
NACHEX16ly	-672.80	141421.36	-675.36	-277908.73	276516.43
NACHEX17ly	-672.80	141421.36	-675.36	-277908.73	276516.43
NACHEX18ly	-672.80	141421.36	-675.36	-277908.73	276516.43
NACHEX19ly	-672.80	141421.36	-675.36	-277908.73	276516.43
NACHEX1ly	-673.38	141421.36	-675.94	-277909.30	276515.86
NACHEX20ly	-672.80	141421.36	-675.36	-277908.73	276516.43
NACHEX21ly	-672.80	141421.36	-675.36	-277908.73	276516.43
NACHEX22ly	-3572.80	100000.00	-3577.21	-199624.72	192428.73
NACHEX23ly	-672.80	141421.36	-675.36	-277908.73	276516.43
NACHEX24ly	-672.80	141421.36	-675.36	-277908.73	276516.43
NACHEX25ly	-672.80	141421.36	-675.36	-277908.73	276516.43
NACHEX26ly	-1345.61	141421.36	-1350.73	-278613.78	275829.19
NACHEX27ly	-2209.49	100000.00	-2213.42	-198260.92	193792.52
NACHEX2ly	-673.38	141421.36	-675.94	-277909.30	276515.86
NACHEX3ly	-673.38	141421.36	-675.94	-277909.30	276515.86
NACHEX4ly	-673.38	141421.36	-675.94	-277909.30	276515.86
NACHEX5ly	-673.38	141421.36	-675.94	-277909.30	276515.86
NACHEX6ly	-673.38	141421.36	-675.94	-277909.30	276515.86
NACHEX7ly	-673.38	141421.36	-675.94	-277909.30	276515.86
NACHEX8ly	-673.38	141421.36	-675.94	-277909.30	276515.86
NACHEX9ly	-673.38	141421.36	-675.94	-277909.30	276515.86
NACHEXA10ly	-1195.27	141421.36	-1184.51	-278447.56	275995.42
NACHEXA11ly	-1195.27	141421.36	-1185.99	-278449.05	275993.94
NACHEXA12ly	-1195.27	141421.36	-1187.47	-278450.53	275992.46
NACHEXA13ly	-1195.27	141421.36	-1188.95	-278452.01	275990.98
NACHEXA14ly	-1195.27	141421.36	-1190.43	-278453.49	275989.50
NACHEXA15ly	-1195.27	141421.36	-1191.91	-278454.97	275988.02
NACHEXA16ly	-1195.27	141421.36	-1193.39	-278456.45	275986.54
NACHEXA17ly	-1195.27	141421.36	-1194.87	-278457.93	275985.05
NACHEXA18ly	-1195.27	141421.36	-1196.35	-278459.41	275983.57
NACHEXA19ly	-1195.27	141421.36	-1197.84	-278460.89	275982.09
NACHEXA1ly	-1195.85	141421.36	-1192.48	-278455.54	275987.44
NACHEXA20ly	-1195.27	141421.36	-1196.35	-278459.41	275983.57
NACHEXA21ly	-1195.27	141421.36	-1197.84	-278460.89	275982.09
