Metabolite ID	Standard Gibbs energy of formation (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed Gibbs energy of formation (kJ/mol)	Minimum transformed Gibbs energy of formation (kJ/mol)	Maximum transformed Gibbs energy of formation (kJ/mol)	Minimum concentration (M)	Maximum concentration (M)
onpthl[e]	0.00	100000.00	357.44	-195672.25	196345.56	1.00e-05	1.00e-02
paf_hs[e]	0.00	100000.00	1027.64	-195002.05	197015.76	1.00e-05	1.00e-02
pchol_hs[e]	0.00	100000.00	804.24	-195225.45	196792.36	1.00e-05	1.00e-02
pe_hs[e]	0.00	100000.00	536.16	-195493.53	196524.28	1.00e-05	1.00e-02
peplys[e]	0.00	100000.00	44.68	-195985.01	196032.80	1.00e-05	1.00e-02
perillyl[e]	-41.04	20.70	673.84	603.57	702.54	1.00e-05	1.00e-02
pglyc_hs[e]	0.00	100000.00	536.16	-195493.53	196524.28	1.00e-05	1.00e-02
pheacgln[e]	-484.41	12.49	185.76	131.59	198.36	1.00e-05	1.00e-02
phyQ[e]	67.86	41.97	2123.14	2011.19	2193.52	1.00e-05	1.00e-02
phyt[e]	-244.72	22.35	1497.79	1424.30	1529.72	1.00e-05	1.00e-02
prgstrn[e]	-1148.26	250713.27	192.14	-491235.56	491578.28	1.00e-05	1.00e-02
pro_D[e]	-352.71	13.99	49.41	-7.69	64.95	1.00e-05	1.00e-02
prostgd2[e]	-610.63	27.26	774.44	691.32	816.00	1.00e-05	1.00e-02
prostge1[e]	-666.44	26.51	808.00	726.35	848.08	1.00e-05	1.00e-02
prostge2[e]	-610.63	27.26	774.45	691.32	816.00	1.00e-05	1.00e-02
prostgf2[e]	-629.49	26.61	844.94	763.09	885.23	1.00e-05	1.00e-02
ps_hs[e]	0.00	100000.00	490.74	-195538.95	196478.86	1.00e-05	1.00e-02
ptdca[e]	-271.61	16.76	1024.10	961.57	1045.07	1.00e-05	1.00e-02
rbt[e]	-767.63	7.37	-231.47	-275.60	-228.91	1.00e-05	1.00e-02
retfa[e]	0.00	100000.00	1295.72	-194733.97	197283.84	1.00e-05	1.00e-02
retinol[e]	244.98	35.32	1585.38	1486.46	1642.74	1.00e-05	1.00e-02
retinol_9_cis[e]	244.98	35.32	1585.38	1486.46	1642.74	1.00e-05	1.00e-02
retinol_cis_11[e]	230.35	35.02	1570.75	1472.43	1627.50	1.00e-05	1.00e-02
retn[e]	50.68	34.74	1257.03	1159.26	1313.24	1.00e-05	1.00e-02
retnglc[e]	-822.53	37.48	741.27	638.13	802.84	1.00e-05	1.00e-02
Rtotal[e]	0.00	100000.00	-0.74	-196030.43	195987.38	1.00e-05	1.00e-02
Rtotal2[e]	0.00	100000.00	-0.74	-196030.43	195987.38	1.00e-05	1.00e-02
Rtotal3[e]	0.00	100000.00	-0.74	-196030.43	195987.38	1.00e-05	1.00e-02
s2l2fn2m2masn[e]	-1729.10	22.48	-1237.92	-1311.67	-1205.74	1.00e-05	1.00e-02
s2l2n2m2masn[e]	0.00	100000.00	6028.84	-190000.85	202016.96	1.00e-05	1.00e-02
sarcs[e]	-347.08	9.69	-34.33	-83.00	-27.21	1.00e-05	1.00e-02
ser_D[e]	-527.16	6.02	-214.53	-256.03	-214.60	1.00e-05	1.00e-02
sl_L[e]	-1272.73	70710.68	-1094.01	-139716.63	137487.05	1.00e-05	1.00e-02
spc_hs[e]	-165.00	125356.64	2068.98	-243659.72	247756.11	1.00e-05	1.00e-02
sph1p[e]	-1102.75	19.64	639.41	571.23	666.03	1.00e-05	1.00e-02
sphs1p[e]	-1036.25	19.32	616.56	548.99	642.56	1.00e-05	1.00e-02
srtn[e]	39.92	18.46	620.71	554.85	645.01	1.00e-05	1.00e-02
strdnc[e]	13.43	23.64	1219.78	1143.77	1254.24	1.00e-05	1.00e-02
tag_hs[e]	0.00	100000.00	223.40	-195806.29	196211.52	1.00e-05	1.00e-02
tagat_D[e]	-899.04	4.29	-362.91	-401.02	-366.37	1.00e-05	1.00e-02
taxol[e]	-2172.12	320713.50	105.93	-628522.21	628692.51	1.00e-05	1.00e-02
tchola[e]	-1507.62	269920.63	458.19	-528615.93	529490.75	1.00e-05	1.00e-02
tcynt[e]	91.80	25.18	91.80	12.75	129.28	1.00e-05	1.00e-02
tdchola[e]	-1342.67	269920.63	623.12	-528451.00	529655.67	1.00e-05	1.00e-02
tethex3[e]	184.50	34.03	1748.29	1651.90	1803.12	1.00e-05	1.00e-02
tetpent3[e]	117.99	31.78	1771.14	1679.17	1821.55	1.00e-05	1.00e-02
tetpent6[e]	117.99	31.78	1771.14	1679.17	1821.55	1.00e-05	1.00e-02
tettet6[e]	51.49	29.96	1794.00	1705.59	1840.85	1.00e-05	1.00e-02
thf[e]	-401.96	113389.35	534.86	-221737.96	222766.11	1.00e-05	1.00e-02
thmmp[e]	353.57	81649.66	1067.62	-158995.39	161089.08	1.00e-05	1.00e-02
thmtp[e]	0.00	100000.00	711.66	-195318.03	196699.78	1.00e-05	1.00e-02
thym[e]	-214.58	13.09	53.50	-1.84	67.29	1.00e-05	1.00e-02
thyox_L[e]	-145.73	63.79	343.18	188.47	456.33	1.00e-05	1.00e-02
tmndnc[e]	92.62	27.89	1388.34	1303.99	1431.12	1.00e-05	1.00e-02
tolbutamide[e]	65.76	100000.00	869.99	-195159.70	196858.12	1.00e-05	1.00e-02
triodthy[e]	-206.36	48.27	329.45	205.14	412.19	1.00e-05	1.00e-02
triodthysuf[e]	-146.55	100000.01	344.88	-195684.83	196333.03	1.00e-05	1.00e-02
tststerone[e]	-1191.93	250713.27	59.11	-491368.60	491445.24	1.00e-05	1.00e-02
tststeroneglc[e]	-2103.10	250713.27	-494.62	-491922.32	490891.52	1.00e-05	1.00e-02
tststerones[e]	-1920.62	260494.04	-714.26	-511312.27	509842.18	1.00e-05	1.00e-02
tsul[e]	0.00	100000.00	-0.52	-196030.21	195987.60	1.00e-05	1.00e-02
ttdca[e]	-277.95	15.46	928.40	868.40	946.83	1.00e-05	1.00e-02
txa2[e]	-978.70	125356.64	406.38	-245322.32	246093.51	1.00e-05	1.00e-02
tymsf[e]	-4.08	100000.00	487.38	-195542.31	196475.51	1.00e-05	1.00e-02
Tyr_ggn[e]	0.00	100000.00	44.68	-195985.01	196032.80	1.00e-05	1.00e-02
udp[e]	-2440.34	17.33	-1953.95	-2017.61	-1931.86	1.00e-05	1.00e-02
ump[e]	-1598.88	17.02	-1109.39	-1172.44	-1087.90	1.00e-05	1.00e-02
urate[e]	-357.66	17.02	-179.62	-242.67	-158.13	1.00e-05	1.00e-02
utp[e]	-3316.71	18.97	-2830.35	-2897.22	-2805.04	1.00e-05	1.00e-02
vacc[e]	-186.08	20.13	1288.35	1219.21	1315.93	1.00e-05	1.00e-02
vitd3[e]	-156.89	106904.51	1809.03	-207753.50	211329.99	1.00e-05	1.00e-02
whddca[e]	-441.38	12.66	586.26	531.76	599.18	1.00e-05	1.00e-02
whhdca[e]	-416.01	17.79	969.07	904.51	992.06	1.00e-05	1.00e-02
whtststerone[e]	-1345.62	250713.27	-94.58	-491522.29	491291.55	1.00e-05	1.00e-02
whttdca[e]	-428.69	15.21	777.66	718.15	795.60	1.00e-05	1.00e-02
xolest_hs[e]	0.00	100000.00	2010.60	-194019.09	197998.73	1.00e-05	1.00e-02
xolest2_hs[e]	0.00	100000.00	2010.60	-194019.09	197998.73	1.00e-05	1.00e-02
xoltri24[e]	-1328.90	250713.27	726.38	-490701.32	492112.52	1.00e-05	1.00e-02
xoltri25[e]	-1336.06	250713.27	719.22	-490708.48	492105.36	1.00e-05	1.00e-02
xoltri27[e]	-1321.70	250713.27	733.58	-490694.12	492119.72	1.00e-05	1.00e-02
xylt[e]	-779.39	6.89	-243.23	-286.42	-241.61	1.00e-05	1.00e-02
yvite[e]	-125.61	39.91	2019.03	1911.12	2085.38	1.00e-05	1.00e-02
f1a[g]	0.00	100000.00	1422.48	-194607.21	197410.60	1.00e-05	1.00e-02
f1a[l]	0.00	100000.00	1235.73	-194793.95	197223.86	1.00e-05	1.00e-02
fuc1p_L[c]	-1596.37	4.78	-1118.21	-1157.26	-1120.73	1.00e-05	1.00e-02
gdpfuc[c]	-2684.42	100000.00	-1684.28	-197713.98	194303.85	1.00e-05	1.00e-02
gdp[g]	-2133.53	100000.00	-1673.49	-197703.19	194314.64	1.00e-05	1.00e-02
gdpfuc[g]	-2684.42	100000.00	-1801.29	-197830.98	194186.84	1.00e-05	1.00e-02
ddca[c]	-290.64	12.89	709.67	654.71	723.07	1.00e-05	1.00e-02
ttdca[c]	-277.95	15.46	896.33	836.33	914.76	1.00e-05	1.00e-02
ttdcea[c]	-211.45	15.02	875.85	816.72	893.40	1.00e-05	1.00e-02
hdca[c]	-260.82	20.02	1087.44	1018.50	1114.80	1.00e-05	1.00e-02
hdcea[c]	-198.76	17.56	1062.50	998.39	1085.05	1.00e-05	1.00e-02
ocdca[c]	-252.58	20.65	1269.64	1199.48	1298.23	1.00e-05	1.00e-02
ocdcea[c]	-186.08	20.13	1249.16	1180.02	1276.73	1.00e-05	1.00e-02
lnlc[c]	-114.31	20.95	1233.94	1163.19	1263.13	1.00e-05	1.00e-02
lneldc[c]	-119.58	20.50	1228.67	1158.81	1256.97	1.00e-05	1.00e-02
ptdca[c]	-271.61	16.76	989.66	927.12	1010.62	1.00e-05	1.00e-02
ptdcacoa[c]	-3191.46	36.35	-582.34	-683.27	-522.97	1.00e-05	1.00e-02
hpdca[c]	-258.93	19.35	1176.31	1108.70	1202.36	1.00e-05	1.00e-02
hpdcacoa[c]	-3178.77	38.02	-395.68	-499.89	-333.04	1.00e-05	1.00e-02
vacc[c]	-186.08	20.13	1249.16	1180.02	1276.73	1.00e-05	1.00e-02
lnlncg[c]	-53.07	21.71	1208.20	1135.96	1238.87	1.00e-05	1.00e-02
lnlnca[c]	-53.07	21.71	1208.19	1135.96	1238.87	1.00e-05	1.00e-02
strdnc[c]	13.43	23.64	1187.72	1111.70	1222.17	1.00e-05	1.00e-02
pristcoa[c]	-3170.91	40.27	-213.84	-322.47	-146.78	1.00e-05	1.00e-02
tmndnc[c]	92.62	27.89	1353.89	1269.55	1396.67	1.00e-05	1.00e-02
phyt[c]	-244.72	22.35	1451.47	1377.98	1483.40	1.00e-05	1.00e-02
phytcoa[c]	-3164.56	41.03	-120.55	-230.65	-52.01	1.00e-05	1.00e-02
lgnc[c]	-214.53	28.47	1829.60	1744.11	1873.53	1.00e-05	1.00e-02
nrvnc[c]	-148.02	27.89	1809.12	1724.76	1851.92	1.00e-05	1.00e-02
tettet6[c]	51.49	29.96	1747.68	1659.28	1794.53	1.00e-05	1.00e-02
tetpent6[c]	117.99	31.78	1727.20	1635.23	1777.61	1.00e-05	1.00e-02
tetpent3[c]	117.99	31.78	1727.20	1635.23	1777.60	1.00e-05	1.00e-02
tethex3[c]	184.50	34.03	1706.72	1610.33	1761.55	1.00e-05	1.00e-02
hexc[c]	-201.84	31.08	2016.26	1925.65	2065.31	1.00e-05	1.00e-02
occoa[c]	-3235.86	31.54	-1235.63	-1327.13	-1185.70	1.00e-05	1.00e-02
octa[c]	-316.01	7.86	336.35	291.26	339.88	1.00e-05	1.00e-02
malcoa[c]	-3596.63	28.83	-2161.57	-2247.77	-2116.95	1.00e-05	1.00e-02
whddca[c]	-441.38	12.66	558.94	504.44	571.86	1.00e-05	1.00e-02
whttdca[c]	-428.69	15.21	745.59	686.09	763.53	1.00e-05	1.00e-02
whhdca[c]	-416.01	17.79	932.25	867.69	955.24	1.00e-05	1.00e-02
fald[c]	-60.91	9.65	26.08	-22.52	33.11	1.00e-05	1.00e-02
Sfglutth[c]	-1127.04	20.98	-431.24	-502.06	-401.99	1.00e-05	1.00e-02
fald[l]	-60.91	9.65	5.89	-42.71	12.92	1.00e-05	1.00e-02
tdcoa[m]	-3197.80	35.56	-399.79	-499.17	-341.98	1.00e-05	1.00e-02
ptdcacoa[m]	-3191.46	36.35	-296.97	-397.90	-237.60	1.00e-05	1.00e-02
occoa[m]	-3235.86	31.54	-1016.76	-1108.26	-966.83	1.00e-05	1.00e-02
hpdcacoa[m]	-3178.77	38.02	-91.31	-195.52	-28.67	1.00e-05	1.00e-02
stcoa[x]	-3172.43	38.90	-380.98	-486.90	-316.62	1.00e-05	1.00e-02
octd11ecoa[m]	-3105.93	39.64	-18.46	-125.85	47.36	1.00e-05	1.00e-02
lnlccoa[m]	-3039.42	40.82	-48.44	-158.14	19.69	1.00e-05	1.00e-02
lneldccoa[m]	-3039.42	40.82	-48.44	-158.14	19.69	1.00e-05	1.00e-02
lnlncacoa[m]	-2972.92	42.39	-78.43	-191.21	-7.21	1.00e-05	1.00e-02
lnlncgcoa[m]	-2972.92	42.39	-78.43	-191.21	-7.21	1.00e-05	1.00e-02
lnlncgcoa[x]	-2972.92	42.39	-435.31	-548.09	-364.09	1.00e-05	1.00e-02
strdnccoa[m]	-2906.41	44.32	-108.41	-224.97	-33.41	1.00e-05	1.00e-02
strdnccoa[x]	-2906.41	44.32	-453.41	-569.98	-378.42	1.00e-05	1.00e-02
tmndnccoa[m]	-2827.22	47.90	67.27	-56.30	149.27	1.00e-05	1.00e-02
tmndnccoa[x]	-2827.22	47.90	-289.59	-413.15	-207.59	1.00e-05	1.00e-02
odecoa[x]	-3105.93	39.64	-399.08	-506.47	-333.26	1.00e-05	1.00e-02
nrvnccoa[x]	-3067.87	45.13	146.63	28.49	223.21	1.00e-05	1.00e-02
tettet6coa[x]	-2868.36	48.95	92.31	-33.31	176.37	1.00e-05	1.00e-02
tetpent3coa[x]	-2801.85	50.87	74.21	-55.18	162.04	1.00e-05	1.00e-02
tetpent6coa[x]	-2801.85	50.87	74.19	-55.20	162.02	1.00e-05	1.00e-02
tethex3coa[x]	-2735.35	53.07	56.09	-77.61	148.22	1.00e-05	1.00e-02
hexccoa[x]	-3121.69	46.65	346.64	225.53	426.19	1.00e-05	1.00e-02
dcacoa[c]	-3223.17	32.72	-1048.98	-1142.80	-996.72	1.00e-05	1.00e-02
ddcacoa[c]	-3210.49	34.07	-862.32	-958.78	-807.43	1.00e-05	1.00e-02
xu1p_D[c]	-1597.39	3.92	-1206.21	-1243.58	-1210.39	1.00e-05	1.00e-02
gcald[c]	-285.48	5.03	-111.51	-151.06	-113.52	1.00e-05	1.00e-02
glyald[c]	-434.93	4.72	-173.98	-212.92	-176.60	1.00e-05	1.00e-02
tag1p_D[c]	-1748.98	4.49	-1270.82	-1309.30	-1273.90	1.00e-05	1.00e-02
f6p[c]	-1757.34	4.50	-1279.21	-1317.72	-1282.25	1.00e-05	1.00e-02
f26bp[c]	-2562.32	9.86	-2127.81	-2176.83	-2120.35	1.00e-05	1.00e-02
fe2[m]	-78.18	25.18	-82.95	-162.00	-45.47	1.00e-05	1.00e-02
pheme[m]	0.00	100000.00	1444.32	-194585.37	197432.44	1.00e-05	1.00e-02
ppp9[m]	0.00	100000.00	1543.76	-194485.93	197531.89	1.00e-05	1.00e-02
formcoa[c]	-3298.98	31.72	-1907.44	-1999.29	-1857.14	1.00e-05	1.00e-02
fe2[e]	-78.18	25.18	-81.85	-160.90	-44.37	1.00e-05	1.00e-02
fe2[c]	-78.18	25.18	-81.76	-160.80	-44.27	1.00e-05	1.00e-02
fe3[e]	-3.52	25.18	-10.79	-89.84	26.69	1.00e-05	1.00e-02
fuc_L[c]	-754.44	5.67	-232.53	-273.34	-233.28	1.00e-05	1.00e-02
Lfmkynr[c]	-467.05	13.55	54.78	-1.47	69.46	1.00e-05	1.00e-02
Lkynr[c]	-287.47	12.84	234.36	179.51	247.65	1.00e-05	1.00e-02
fol[c]	-420.40	113389.35	360.61	-221912.19	222591.86	1.00e-05	1.00e-02
fol[e]	-420.40	113389.35	381.32	-221891.49	222612.56	1.00e-05	1.00e-02
formcoa[x]	-3298.98	31.72	-1945.56	-2037.42	-1895.27	1.00e-05	1.00e-02
for[m]	-333.80	10.92	-285.56	-336.66	-276.03	1.00e-05	1.00e-02
for[r]	-333.80	10.92	-290.31	-341.41	-280.78	1.00e-05	1.00e-02
5dhf[m]	-2558.30	113389.36	-290.91	-222563.74	221940.35	1.00e-05	1.00e-02
thf[m]	-401.96	113389.35	607.59	-221665.22	222838.84	1.00e-05	1.00e-02
frdp[x]	-1629.65	34.60	-573.36	-670.86	-517.42	1.00e-05	1.00e-02
frdp[r]	-1629.65	34.60	-544.21	-641.71	-488.28	1.00e-05	1.00e-02
fru[e]	-904.32	3.90	-368.17	-405.51	-372.39	1.00e-05	1.00e-02
fru[c]	-904.32	3.90	-382.42	-419.76	-386.64	1.00e-05	1.00e-02
thf[c]	-401.96	113389.35	510.33	-221762.49	222741.58	1.00e-05	1.00e-02
fuc13galacglcgal14acglcgalgluside_hs[c]	-904.32	3.90	-382.42	-419.76	-386.64	1.00e-05	1.00e-02
fuc13galacglcgal14acglcgalgluside_hs[g]	-904.32	3.90	-442.98	-480.32	-447.20	1.00e-05	1.00e-02
fuc14galacglcgalgluside_hs[c]	0.00	100000.00	3870.83	-192158.86	199858.95	1.00e-05	1.00e-02
fuc14galacglcgalgluside_hs[g]	0.00	100000.00	3421.64	-192608.05	199409.76	1.00e-05	1.00e-02
fucacgalfucgalacglcgalgluside_hs[c]	0.00	100000.00	4871.16	-191158.53	200859.28	1.00e-05	1.00e-02
fucacgalfucgalacglcgalgluside_hs[g]	0.00	100000.00	4305.88	-191723.81	200294.00	1.00e-05	1.00e-02
fucacngal14acglcgalgluside_hs[c]	-754.44	5.67	-232.53	-273.34	-233.28	1.00e-05	1.00e-02
fucacngal14acglcgalgluside_hs[g]	-754.44	5.67	-293.10	-333.90	-293.85	1.00e-05	1.00e-02
fucacngalacglcgalgluside_hs[c]	0.00	100000.00	4565.97	-191463.72	200554.09	1.00e-05	1.00e-02
fucacngalacglcgalgluside_hs[g]	0.00	100000.00	4036.02	-191993.67	200024.15	1.00e-05	1.00e-02
fuc_L[l]	-754.44	5.67	-353.66	-394.47	-354.41	1.00e-05	1.00e-02
ksi[l]	0.00	100000.00	13000.37	-183029.32	208988.50	1.00e-05	1.00e-02
ksi_deg1[l]	0.00	100000.00	12666.39	-183363.30	208654.51	1.00e-05	1.00e-02
s2l2fn2m2masn[l]	-1729.10	22.48	-1367.90	-1441.64	-1335.72	1.00e-05	1.00e-02
s2l2n2m2masn[l]	0.00	100000.00	4505.80	-191523.89	200493.92	1.00e-05	1.00e-02
fucfuc12gal14acglcgalgluside_hs[c]	0.00	100000.00	4305.75	-191723.94	200293.88	1.00e-05	1.00e-02
fucfuc12gal14acglcgalgluside_hs[g]	0.00	100000.00	3806.09	-192223.60	199794.21	1.00e-05	1.00e-02
fucfuc132galacglcgal14acglcgalgluside_hs[c]	0.00	100000.00	5306.08	-190723.61	201294.20	1.00e-05	1.00e-02
fucfuc132galacglcgal14acglcgalgluside_hs[g]	0.00	100000.00	4690.33	-191339.36	200678.46	1.00e-05	1.00e-02
fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[c]	0.00	100000.00	6741.33	-189288.36	202729.46	1.00e-05	1.00e-02
fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[g]	0.00	100000.00	5959.03	-190070.66	201947.15	1.00e-05	1.00e-02
fucfucfucgalacglcgal14acglcgalgluside_hs[c]	0.00	100000.00	5741.00	-190288.68	201729.13	1.00e-05	1.00e-02
fucfucfucgalacglcgal14acglcgalgluside_hs[g]	0.00	100000.00	5074.79	-190954.90	201062.91	1.00e-05	1.00e-02
fucfucgalacglcgalgluside_hs[c]	0.00	100000.00	4305.75	-191723.94	200293.88	1.00e-05	1.00e-02
fucfucgalacglcgalgluside_hs[g]	0.00	100000.00	3806.09	-192223.60	199794.21	1.00e-05	1.00e-02
fucgal14acglcgalgluside_hs[c]	0.00	100000.00	3870.83	-192158.86	199858.95	1.00e-05	1.00e-02
fucgal14acglcgalgluside_hs[g]	0.00	100000.00	3421.64	-192608.05	199409.76	1.00e-05	1.00e-02
fucgalfucgalacglcgalgluside_hs[c]	0.00	100000.00	4740.68	-191289.01	200728.80	1.00e-05	1.00e-02
fucgalfucgalacglcgalgluside_hs[g]	0.00	100000.00	4190.54	-191839.15	200178.67	1.00e-05	1.00e-02
fucgalgbside_hs[c]	0.00	100000.00	4305.75	-191723.94	200293.88	1.00e-05	1.00e-02
fucgalgbside_hs[g]	0.00	100000.00	3806.09	-192223.60	199794.21	1.00e-05	1.00e-02
4fumacac[c]	-830.82	9.72	-569.90	-618.63	-562.73	1.00e-05	1.00e-02
fum[m]	-608.36	6.10	-511.88	-553.53	-511.79	1.00e-05	1.00e-02
so4[m]	-742.76	19.10	-742.76	-809.88	-717.20	1.00e-05	1.00e-02
so4[c]	-742.76	19.10	-742.76	-809.88	-717.20	1.00e-05	1.00e-02
tsul[m]	0.00	100000.00	-1.64	-196031.33	195986.48	1.00e-05	1.00e-02
tsul[c]	0.00	100000.00	-0.34	-196030.03	195987.78	1.00e-05	1.00e-02
acngalacglcgalgluside_hs[g]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
fucgalacglc13galacglcgal14acglcgalgluside_hs[g]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
fucfucgalacglc13galacglcgal14acglcgalgluside_hs[g]	0.00	100000.00	5574.57	-190455.11	201562.70	1.00e-05	1.00e-02
acngal14acglcgalgluside_hs[g]	0.00	100000.00	3651.57	-192378.12	199639.69	1.00e-05	1.00e-02
fucfucgalacglcgal14acglcgalgluside_hs[g]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
fuc132galacglcgal14acglcgalgluside_hs[g]	-904.32	3.90	-442.98	-480.32	-447.20	1.00e-05	1.00e-02
ksii_core4_pre1[g]	-3054.28	34.80	-979.37	-1077.27	-923.04	1.00e-05	1.00e-02
ksii_core4_pre6[g]	-5895.45	100000.03	-1975.86	-198005.61	194012.33	1.00e-05	1.00e-02
ksii_core4_pre9[g]	0.00	100000.00	4727.13	-191302.56	200715.25	1.00e-05	1.00e-02
ksii_core4_pre10[g]	0.00	100000.00	5111.09	-190918.60	201099.21	1.00e-05	1.00e-02
ksii_core2_pre1[g]	-3496.28	35.55	-1306.12	-1405.50	-1248.31	1.00e-05	1.00e-02
ksii_core2_pre6[g]	-5962.50	100000.03	-2120.00	-198149.74	193868.17	1.00e-05	1.00e-02
ksii_core2_pre9[g]	0.00	100000.00	4650.15	-191379.54	200638.27	1.00e-05	1.00e-02
ksii_core2_pre10[g]	0.00	100000.00	5033.95	-190995.74	201022.07	1.00e-05	1.00e-02
glyc3p[c]	-1335.17	5.24	-1031.22	-1071.18	-1032.84	1.00e-05	1.00e-02
glu5sa[m]	-469.30	4.77	-35.45	-74.49	-37.98	1.00e-05	1.00e-02
1pyr5c[m]	-313.12	15.43	-23.70	-83.63	-5.33	1.00e-05	1.00e-02
glu5p[m]	-1561.19	13.27	-1175.45	-1231.14	-1161.32	1.00e-05	1.00e-02
6pgl[r]	-1752.79	8.34	-1361.68	-1407.72	-1357.20	1.00e-05	1.00e-02
g6p[c]	-1759.19	4.45	-1281.05	-1319.46	-1284.20	1.00e-05	1.00e-02
gudac[c]	-306.26	25.47	-1.81	-81.42	36.23	1.00e-05	1.00e-02
gacpail_hs[c]	0.00	100000.00	2522.56	-193507.13	198510.69	1.00e-05	1.00e-02
gacpail_hs[r]	0.00	100000.00	2522.56	-193507.13	198510.69	1.00e-05	1.00e-02
paps[g]	-1888.11	9.73	-1467.73	-1516.48	-1460.55	1.00e-05	1.00e-02
pap[g]	-1888.11	9.73	-1467.73	-1516.48	-1460.55	1.00e-05	1.00e-02
sgalside_hs[g]	0.00	100000.00	1729.30	-194300.39	197717.42	1.00e-05	1.00e-02
galside_hs[g]	0.00	100000.00	1768.49	-194261.20	197756.61	1.00e-05	1.00e-02
galacglcgalgbside_hs[c]	0.00	100000.00	4871.16	-191158.53	200859.28	1.00e-05	1.00e-02
gal[l]	-905.83	3.81	-505.05	-542.21	-509.47	1.00e-05	1.00e-02
ksi_deg26[l]	0.00	100000.00	5966.44	-190063.25	201954.56	1.00e-05	1.00e-02
ksi_deg27[l]	0.00	100000.00	5632.45	-190397.23	201620.58	1.00e-05	1.00e-02
ksi_deg29[l]	0.00	100000.00	5236.86	-190792.83	201224.98	1.00e-05	1.00e-02
ksi_deg30[l]	0.00	100000.00	4902.88	-191126.81	200891.00	1.00e-05	1.00e-02
ksi_deg32[l]	0.00	100000.00	4505.80	-191523.89	200493.92	1.00e-05	1.00e-02
ksi_deg33[l]	0.00	100000.00	4171.82	-191857.87	200159.94	1.00e-05	1.00e-02
ksi_deg35[l]	0.00	100000.00	3773.26	-192256.43	199761.38	1.00e-05	1.00e-02
ksi_deg36[l]	0.00	100000.00	3439.28	-192590.41	199427.40	1.00e-05	1.00e-02
ksi_deg38[l]	0.00	100000.00	3039.24	-192990.45	199027.36	1.00e-05	1.00e-02
ksi_deg39[l]	0.00	100000.00	2705.26	-193324.43	198693.38	1.00e-05	1.00e-02
ksi_deg40[l]	0.00	100000.00	2271.08	-193758.61	198259.20	1.00e-05	1.00e-02
ksi_deg41[l]	0.00	100000.00	1937.10	-194092.59	197925.22	1.00e-05	1.00e-02
ksii_core2_deg2[l]	0.00	100000.00	3804.44	-192225.25	199792.56	1.00e-05	1.00e-02
ksii_core2_deg3[l]	0.00	100000.00	3136.47	-192893.22	199124.60	1.00e-05	1.00e-02
ksii_core2_deg5[l]	0.00	100000.00	2737.91	-193291.77	198726.04	1.00e-05	1.00e-02
ksii_core2_deg6[l]	0.00	100000.00	2403.93	-193625.76	198392.06	1.00e-05	1.00e-02
ksii_core2_deg8[l]	0.00	100000.00	2003.89	-194025.79	197992.02	1.00e-05	1.00e-02
ksii_core2_deg9[l]	0.00	100000.00	1669.91	-194359.78	197658.04	1.00e-05	1.00e-02
core6[l]	0.00	100000.00	901.75	-195127.94	196889.88	1.00e-05	1.00e-02
l2n2m2mn[l]	0.00	100000.00	3039.24	-192990.45	199027.36	1.00e-05	1.00e-02
ksii_core4_deg2[l]	0.00	100000.00	4238.61	-191791.08	200226.74	1.00e-05	1.00e-02
ksii_core4_deg3[l]	0.00	100000.00	3570.65	-192459.04	199558.77	1.00e-05	1.00e-02
ksi_deg5[l]	0.00	100000.00	11800.18	-184229.51	207788.30	1.00e-05	1.00e-02
ksi_deg6[l]	0.00	100000.00	11132.21	-184897.48	207120.34	1.00e-05	1.00e-02
ksi_deg8[l]	0.00	100000.00	10312.81	-185716.88	206300.93	1.00e-05	1.00e-02
ksi_deg9[l]	0.00	100000.00	9978.82	-186050.87	205966.95	1.00e-05	1.00e-02
ksi_deg11[l]	0.00	100000.00	9592.11	-186437.58	205580.24	1.00e-05	1.00e-02
ksi_deg12[l]	0.00	100000.00	9258.13	-186771.56	205246.26	1.00e-05	1.00e-02
ksi_deg14[l]	0.00	100000.00	8869.94	-187159.75	204858.06	1.00e-05	1.00e-02
ksi_deg15[l]	0.00	100000.00	8535.96	-187493.73	204524.08	1.00e-05	1.00e-02
ksi_deg17[l]	0.00	100000.00	8146.29	-187883.40	204134.41	1.00e-05	1.00e-02
ksi_deg18[l]	0.00	100000.00	7812.30	-188217.39	203800.43	1.00e-05	1.00e-02
ksi_deg20[l]	0.00	100000.00	7421.15	-188608.54	203409.27	1.00e-05	1.00e-02
ksi_deg21[l]	0.00	100000.00	7087.17	-188942.52	203075.29	1.00e-05	1.00e-02
ksi_deg23[l]	0.00	100000.00	6694.53	-189335.16	202682.66	1.00e-05	1.00e-02
ksi_deg24[l]	0.00	100000.00	6360.55	-189669.14	202348.68	1.00e-05	1.00e-02
galfuc12gal14acglcgalgluside_hs[c]	0.00	100000.00	4305.75	-191723.94	200293.88	1.00e-05	1.00e-02
