Metabolite ID	Standard Gibbs energy of formation (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed Gibbs energy of formation (kJ/mol)	Minimum transformed Gibbs energy of formation (kJ/mol)	Maximum transformed Gibbs energy of formation (kJ/mol)	Minimum concentration (M)	Maximum concentration (M)
mthgxl[e]	-260.94	5.47	-82.22	-122.64	-83.37	1.00e-05	1.00e-02
n2m2nmasn[e]	0.00	100000.00	4289.28	-191740.41	200277.41	1.00e-05	1.00e-02
nad[e]	-2298.18	22.78	-1136.73	-1211.07	-1103.96	1.00e-05	1.00e-02
nadp[e]	-3147.25	24.30	-2030.55	-2107.86	-1994.80	1.00e-05	1.00e-02
ncam[e]	-33.40	12.88	231.72	176.78	245.10	1.00e-05	1.00e-02
nifedipine[e]	-338.51	100000.01	465.73	-195563.98	196453.87	1.00e-05	1.00e-02
no[e]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
npthl[e]	257.41	20.17	614.85	545.63	642.50	1.00e-05	1.00e-02
nrpphr[e]	-402.33	15.74	133.66	73.12	152.64	1.00e-05	1.00e-02
nrpphrsf[e]	-358.79	100000.00	132.59	-195897.10	196120.72	1.00e-05	1.00e-02
nrvnc[e]	-148.09	27.87	1862.50	1778.19	1905.25	1.00e-05	1.00e-02
o2s[e]	0.00	100000.00	44.62	-195985.07	196032.74	1.00e-05	1.00e-02
oagd3_hs[e]	0.00	100000.00	4018.24	-192011.45	200006.36	1.00e-05	1.00e-02
oagt3_hs[e]	0.00	100000.00	4729.42	-191300.27	200717.54	1.00e-05	1.00e-02
ocdca[e]	-252.58	20.63	1311.21	1241.08	1339.77	1.00e-05	1.00e-02
ocdcea[e]	-186.15	20.11	1288.28	1219.18	1315.83	1.00e-05	1.00e-02
octa[e]	-316.01	7.85	354.18	309.10	357.70	1.00e-05	1.00e-02
omeprazole[e]	0.00	100000.00	848.86	-195180.83	196836.98	1.00e-05	1.00e-02
onpthl[e]	0.00	100000.00	357.44	-195672.25	196345.56	1.00e-05	1.00e-02
paf_hs[e]	0.00	100000.00	1027.64	-195002.05	197015.76	1.00e-05	1.00e-02
pchol_hs[e]	0.00	100000.00	804.24	-195225.45	196792.36	1.00e-05	1.00e-02
pe_hs[e]	0.00	100000.00	536.16	-195493.53	196524.28	1.00e-05	1.00e-02
peplys[e]	0.00	100000.00	44.68	-195985.01	196032.80	1.00e-05	1.00e-02
perillyl[e]	-41.11	20.69	673.77	603.54	702.45	1.00e-05	1.00e-02
pglyc_hs[e]	0.00	100000.00	536.16	-195493.53	196524.28	1.00e-05	1.00e-02
pheacgln[e]	-539.10	14.18	175.75	118.28	191.66	1.00e-05	1.00e-02
phyQ[e]	67.48	41.93	2122.76	2010.88	2193.07	1.00e-05	1.00e-02
phyt[e]	-244.75	22.33	1497.76	1424.30	1529.66	1.00e-05	1.00e-02
prgstrn[e]	-1147.31	250713.27	193.09	-491234.62	491579.23	1.00e-05	1.00e-02
pro_D[e]	-353.71	13.97	48.41	-8.67	63.93	1.00e-05	1.00e-02
prostgd2[e]	-611.30	27.24	773.78	690.70	815.29	1.00e-05	1.00e-02
prostge1[e]	-667.06	26.49	807.38	725.77	847.42	1.00e-05	1.00e-02
prostge2[e]	-611.30	27.24	773.78	690.70	815.29	1.00e-05	1.00e-02
prostgf2[e]	-630.12	26.59	844.32	762.51	884.56	1.00e-05	1.00e-02
ps_hs[e]	-931.81	100000.00	140.47	-195889.23	196128.59	1.00e-05	1.00e-02
ptdca[e]	-271.61	16.74	1024.10	961.60	1045.04	1.00e-05	1.00e-02
rbt[e]	-767.60	7.37	-231.44	-275.57	-228.87	1.00e-05	1.00e-02
retfa[e]	0.00	100000.00	1295.72	-194733.97	197283.84	1.00e-05	1.00e-02
retinol[e]	245.17	35.29	1585.57	1486.71	1642.88	1.00e-05	1.00e-02
retinol_9_cis[e]	245.17	35.29	1585.57	1486.71	1642.88	1.00e-05	1.00e-02
retinol_cis_11[e]	230.52	34.99	1570.92	1472.66	1627.62	1.00e-05	1.00e-02
retn[e]	50.84	34.71	1257.19	1159.48	1313.34	1.00e-05	1.00e-02
retnglc[e]	-822.42	37.45	741.38	638.30	802.89	1.00e-05	1.00e-02
Rtotal[e]	0.00	100000.00	-0.74	-196030.43	195987.38	1.00e-05	1.00e-02
Rtotal2[e]	0.00	100000.00	-0.74	-196030.43	195987.38	1.00e-05	1.00e-02
Rtotal3[e]	0.00	100000.00	-0.74	-196030.43	195987.38	1.00e-05	1.00e-02
s2l2fn2m2masn[e]	-1728.84	22.46	-1237.67	-1311.38	-1205.52	1.00e-05	1.00e-02
s2l2n2m2masn[e]	0.00	100000.00	6028.84	-190000.85	202016.96	1.00e-05	1.00e-02
sarcs[e]	-346.85	9.68	-34.10	-82.76	-27.00	1.00e-05	1.00e-02
ser_D[e]	-527.26	6.02	-214.64	-256.13	-214.70	1.00e-05	1.00e-02
sl_L[e]	-1272.83	70710.68	-1094.11	-139716.73	137486.94	1.00e-05	1.00e-02
spc_hs[e]	-164.88	125356.64	2069.09	-243659.61	247756.23	1.00e-05	1.00e-02
sph1p[e]	-1102.71	19.62	639.45	571.30	666.04	1.00e-05	1.00e-02
sphs1p[e]	-1036.28	19.31	616.53	549.00	642.50	1.00e-05	1.00e-02
srtn[e]	39.88	18.44	620.66	554.83	644.93	1.00e-05	1.00e-02
strdnc[e]	13.16	23.62	1219.51	1143.53	1253.92	1.00e-05	1.00e-02
tag_hs[e]	0.00	100000.00	223.40	-195806.29	196211.52	1.00e-05	1.00e-02
tagat_D[e]	-899.02	4.29	-362.89	-400.99	-366.36	1.00e-05	1.00e-02
taxol[e]	-2170.73	320713.50	107.32	-628520.83	628693.90	1.00e-05	1.00e-02
tchola[e]	-1561.43	269920.63	449.06	-528625.06	529481.62	1.00e-05	1.00e-02
tcynt[e]	91.80	25.17	91.80	12.78	129.26	1.00e-05	1.00e-02
tdchola[e]	-1396.41	269920.63	614.06	-528460.06	529646.61	1.00e-05	1.00e-02
tethex3[e]	184.08	34.00	1747.87	1651.53	1802.64	1.00e-05	1.00e-02
tetpent3[e]	117.64	31.75	1770.79	1678.87	1821.15	1.00e-05	1.00e-02
tetpent6[e]	117.64	31.75	1770.80	1678.88	1821.15	1.00e-05	1.00e-02
tettet6[e]	51.21	29.93	1793.72	1705.36	1840.52	1.00e-05	1.00e-02
thf[e]	-397.30	113389.35	539.51	-221733.30	222770.76	1.00e-05	1.00e-02
thmmp[e]	353.49	81649.66	1067.55	-158995.47	161089.00	1.00e-05	1.00e-02
thmtp[e]	0.00	100000.00	711.66	-195318.03	196699.78	1.00e-05	1.00e-02
thym[e]	-214.31	13.08	53.77	-1.56	67.54	1.00e-05	1.00e-02
thyox_L[e]	-145.66	63.74	343.26	188.64	456.30	1.00e-05	1.00e-02
tmndnc[e]	92.27	27.86	1387.99	1303.69	1430.72	1.00e-05	1.00e-02
tolbutamide[e]	65.80	100000.00	870.03	-195159.66	196858.16	1.00e-05	1.00e-02
triodthy[e]	-206.21	48.24	329.60	205.37	412.26	1.00e-05	1.00e-02
triodthysuf[e]	-146.51	100000.01	344.93	-195684.78	196333.08	1.00e-05	1.00e-02
tststerone[e]	-1190.98	250713.27	60.06	-491367.64	491446.20	1.00e-05	1.00e-02
tststeroneglc[e]	-2102.09	250713.27	-493.61	-491921.32	490892.53	1.00e-05	1.00e-02
tststerones[e]	-1919.81	260494.04	-713.45	-511311.46	509842.99	1.00e-05	1.00e-02
tsul[e]	0.00	100000.00	-0.52	-196030.21	195987.60	1.00e-05	1.00e-02
ttdca[e]	-277.95	15.45	928.40	868.43	946.81	1.00e-05	1.00e-02
txa2[e]	-977.72	125356.64	407.36	-245321.34	246094.49	1.00e-05	1.00e-02
tymsf[e]	-4.07	100000.00	487.39	-195542.30	196475.52	1.00e-05	1.00e-02
Tyr_ggn[e]	0.00	100000.00	44.68	-195985.01	196032.80	1.00e-05	1.00e-02
udp[e]	-2440.33	17.32	-1953.94	-2017.57	-1931.87	1.00e-05	1.00e-02
ump[e]	-1598.73	17.02	-1109.24	-1172.29	-1087.75	1.00e-05	1.00e-02
urate[e]	-357.66	17.02	-179.62	-242.67	-158.13	1.00e-05	1.00e-02
utp[e]	-3316.71	18.95	-2830.35	-2897.18	-2805.07	1.00e-05	1.00e-02
vacc[e]	-186.15	20.11	1288.28	1219.18	1315.83	1.00e-05	1.00e-02
vitd3[e]	-155.82	106904.51	1810.10	-207752.42	211331.06	1.00e-05	1.00e-02
whddca[e]	-441.36	12.64	586.28	531.80	599.18	1.00e-05	1.00e-02
whhdca[e]	-415.99	17.78	969.09	904.56	992.05	1.00e-05	1.00e-02
whtststerone[e]	-1344.63	250713.27	-93.59	-491521.29	491292.55	1.00e-05	1.00e-02
whttdca[e]	-428.67	15.20	777.68	718.20	795.60	1.00e-05	1.00e-02
xolest_hs[e]	0.00	100000.00	2010.60	-194019.09	197998.73	1.00e-05	1.00e-02
xolest2_hs[e]	0.00	100000.00	2010.60	-194019.09	197998.73	1.00e-05	1.00e-02
xoltri24[e]	-1327.97	250713.27	727.31	-490700.40	492113.45	1.00e-05	1.00e-02
xoltri25[e]	-1335.13	250713.27	720.15	-490707.55	492106.29	1.00e-05	1.00e-02
xoltri27[e]	-1320.76	250713.27	734.52	-490693.18	492120.66	1.00e-05	1.00e-02
xylt[e]	-779.39	6.89	-243.23	-286.42	-241.60	1.00e-05	1.00e-02
yvite[e]	-125.98	39.88	2018.66	1910.81	2084.94	1.00e-05	1.00e-02
f1a[g]	0.00	100000.00	1422.48	-194607.21	197410.60	1.00e-05	1.00e-02
f1a[l]	0.00	100000.00	1235.73	-194793.95	197223.86	1.00e-05	1.00e-02
fuc1p_L[c]	-1596.39	4.77	-1118.23	-1157.27	-1120.75	1.00e-05	1.00e-02
gdpfuc[c]	-2684.28	100000.00	-1684.15	-197713.84	194303.99	1.00e-05	1.00e-02
gdp[g]	-2133.40	100000.00	-1673.36	-197703.05	194314.77	1.00e-05	1.00e-02
gdpfuc[g]	-2684.28	100000.00	-1801.15	-197830.84	194186.98	1.00e-05	1.00e-02
ddca[c]	-290.64	12.88	709.68	654.74	723.05	1.00e-05	1.00e-02
ttdca[c]	-277.95	15.45	896.33	836.36	914.74	1.00e-05	1.00e-02
ttdcea[c]	-211.52	15.00	875.78	816.68	893.31	1.00e-05	1.00e-02
hdca[c]	-260.82	20.02	1087.44	1018.52	1114.79	1.00e-05	1.00e-02
hdcea[c]	-198.83	17.55	1062.43	998.35	1084.95	1.00e-05	1.00e-02
ocdca[c]	-252.58	20.63	1269.64	1199.51	1298.20	1.00e-05	1.00e-02
ocdcea[c]	-186.15	20.11	1249.09	1179.98	1276.63	1.00e-05	1.00e-02
lnlc[c]	-114.45	20.93	1233.80	1163.08	1262.96	1.00e-05	1.00e-02
lneldc[c]	-119.71	20.48	1228.54	1158.71	1256.80	1.00e-05	1.00e-02
ptdca[c]	-271.61	16.74	989.66	927.15	1010.60	1.00e-05	1.00e-02
ptdcacoa[c]	-3192.56	36.32	-583.70	-684.57	-524.39	1.00e-05	1.00e-02
hpdca[c]	-258.92	19.33	1176.31	1108.73	1202.33	1.00e-05	1.00e-02
hpdcacoa[c]	-3179.87	37.99	-396.78	-500.93	-334.20	1.00e-05	1.00e-02
vacc[c]	-186.15	20.11	1249.09	1179.98	1276.63	1.00e-05	1.00e-02
lnlncg[c]	-53.28	21.69	1207.99	1135.78	1238.63	1.00e-05	1.00e-02
lnlnca[c]	-53.28	21.69	1207.99	1135.78	1238.63	1.00e-05	1.00e-02
strdnc[c]	13.16	23.62	1187.44	1111.46	1221.85	1.00e-05	1.00e-02
pristcoa[c]	-3172.04	40.24	-214.97	-323.53	-147.97	1.00e-05	1.00e-02
tmndnc[c]	92.27	27.86	1353.54	1269.24	1396.28	1.00e-05	1.00e-02
phyt[c]	-244.75	22.33	1451.44	1377.98	1483.34	1.00e-05	1.00e-02
phytcoa[c]	-3165.69	40.99	-121.68	-231.72	-53.21	1.00e-05	1.00e-02
lgnc[c]	-214.53	28.45	1829.60	1744.16	1873.49	1.00e-05	1.00e-02
nrvnc[c]	-148.09	27.87	1809.05	1724.74	1851.80	1.00e-05	1.00e-02
tettet6[c]	51.21	29.93	1747.41	1659.05	1794.20	1.00e-05	1.00e-02
tetpent6[c]	117.64	31.75	1726.85	1634.93	1777.21	1.00e-05	1.00e-02
tetpent3[c]	117.64	31.75	1726.85	1634.93	1777.20	1.00e-05	1.00e-02
tethex3[c]	184.08	34.00	1706.30	1609.96	1761.07	1.00e-05	1.00e-02
hexc[c]	-201.84	31.06	2016.26	1925.70	2065.26	1.00e-05	1.00e-02
occoa[c]	-3236.95	31.51	-1236.73	-1328.18	-1186.84	1.00e-05	1.00e-02
octa[c]	-316.01	7.85	336.36	291.28	339.87	1.00e-05	1.00e-02
malcoa[c]	-3597.70	28.81	-2162.64	-2248.79	-2118.06	1.00e-05	1.00e-02
whddca[c]	-441.36	12.64	558.96	504.48	571.87	1.00e-05	1.00e-02
whttdca[c]	-428.67	15.20	745.61	686.13	763.53	1.00e-05	1.00e-02
whhdca[c]	-415.99	17.78	932.27	867.74	955.23	1.00e-05	1.00e-02
fald[c]	-60.59	9.65	26.40	-22.19	33.43	1.00e-05	1.00e-02
Sfglutth[c]	-1127.32	20.96	-431.52	-502.30	-402.30	1.00e-05	1.00e-02
fald[l]	-60.59	9.65	6.21	-42.38	13.24	1.00e-05	1.00e-02
tdcoa[m]	-3198.90	35.53	-400.89	-500.21	-343.13	1.00e-05	1.00e-02
ptdcacoa[m]	-3192.56	36.32	-298.11	-398.98	-238.80	1.00e-05	1.00e-02
occoa[m]	-3236.95	31.51	-1017.86	-1109.31	-967.97	1.00e-05	1.00e-02
hpdcacoa[m]	-3179.87	37.99	-92.41	-196.56	-29.82	1.00e-05	1.00e-02
stcoa[x]	-3173.53	38.86	-382.07	-487.94	-317.78	1.00e-05	1.00e-02
octd11ecoa[m]	-3107.09	39.61	-19.63	-126.96	46.13	1.00e-05	1.00e-02
lnlccoa[m]	-3040.66	40.79	-49.68	-159.31	18.39	1.00e-05	1.00e-02
lneldccoa[m]	-3040.66	40.79	-49.68	-159.31	18.39	1.00e-05	1.00e-02
lnlncacoa[m]	-2974.23	42.36	-79.73	-192.45	-8.58	1.00e-05	1.00e-02
lnlncgcoa[m]	-2974.23	42.36	-79.74	-192.45	-8.59	1.00e-05	1.00e-02
lnlncgcoa[x]	-2974.23	42.36	-436.62	-549.33	-365.47	1.00e-05	1.00e-02
strdnccoa[m]	-2907.79	44.29	-109.79	-226.28	-34.86	1.00e-05	1.00e-02
strdnccoa[x]	-2907.79	44.29	-454.79	-571.28	-379.87	1.00e-05	1.00e-02
tmndnccoa[m]	-2828.67	47.86	65.82	-57.67	147.75	1.00e-05	1.00e-02
tmndnccoa[x]	-2828.67	47.86	-291.04	-414.52	-209.11	1.00e-05	1.00e-02
odecoa[x]	-3107.09	39.61	-400.25	-507.57	-334.49	1.00e-05	1.00e-02
nrvnccoa[x]	-3069.04	45.09	145.46	27.39	221.97	1.00e-05	1.00e-02
tettet6coa[x]	-2869.74	48.91	90.94	-34.61	174.92	1.00e-05	1.00e-02
tetpent3coa[x]	-2803.30	50.83	72.76	-56.55	160.51	1.00e-05	1.00e-02
tetpent6coa[x]	-2803.30	50.83	72.75	-56.57	160.49	1.00e-05	1.00e-02
tethex3coa[x]	-2736.87	53.02	54.57	-79.04	146.62	1.00e-05	1.00e-02
hexccoa[x]	-3122.79	46.61	345.54	224.50	425.02	1.00e-05	1.00e-02
dcacoa[c]	-3224.27	32.69	-1050.07	-1143.84	-997.87	1.00e-05	1.00e-02
ddcacoa[c]	-3211.58	34.04	-863.42	-959.82	-808.58	1.00e-05	1.00e-02
xu1p_D[c]	-1597.38	3.92	-1206.20	-1243.57	-1210.40	1.00e-05	1.00e-02
gcald[c]	-285.47	5.04	-111.50	-151.06	-113.50	1.00e-05	1.00e-02
glyald[c]	-434.92	4.73	-173.97	-212.92	-176.58	1.00e-05	1.00e-02
tag1p_D[c]	-1748.98	4.48	-1270.81	-1309.29	-1273.90	1.00e-05	1.00e-02
f6p[c]	-1748.98	4.48	-1271.05	-1309.52	-1274.14	1.00e-05	1.00e-02
f26bp[c]	-2562.34	9.85	-2127.83	-2176.83	-2120.39	1.00e-05	1.00e-02
fe2[m]	-78.18	25.17	-82.95	-161.97	-45.49	1.00e-05	1.00e-02
pheme[m]	0.00	100000.00	1444.32	-194585.37	197432.44	1.00e-05	1.00e-02
ppp9[m]	0.00	100000.00	1543.76	-194485.93	197531.89	1.00e-05	1.00e-02
formcoa[c]	-3300.31	31.69	-1908.76	-2000.57	-1858.52	1.00e-05	1.00e-02
fe2[e]	-78.18	25.17	-81.85	-160.88	-44.40	1.00e-05	1.00e-02
fe2[c]	-78.18	25.17	-81.76	-160.78	-44.30	1.00e-05	1.00e-02
fe3[e]	-3.52	25.17	-10.79	-89.82	26.66	1.00e-05	1.00e-02
fuc_L[c]	-754.44	5.68	-232.53	-273.35	-233.28	1.00e-05	1.00e-02
Lfmkynr[c]	-467.11	13.54	54.72	-1.50	69.38	1.00e-05	1.00e-02
Lkynr[c]	-287.33	12.83	234.50	179.67	247.77	1.00e-05	1.00e-02
fol[c]	-420.54	113389.35	360.48	-221912.33	222591.72	1.00e-05	1.00e-02
fol[e]	-420.54	113389.35	381.18	-221891.63	222612.42	1.00e-05	1.00e-02
formcoa[x]	-3300.31	31.69	-1946.89	-2038.70	-1896.64	1.00e-05	1.00e-02
for[m]	-334.38	10.92	-286.14	-337.23	-276.62	1.00e-05	1.00e-02
for[r]	-334.38	10.92	-290.89	-341.98	-281.37	1.00e-05	1.00e-02
5dhf[m]	-2558.01	113389.36	-290.62	-222563.45	221940.65	1.00e-05	1.00e-02
thf[m]	-397.30	113389.35	612.25	-221660.57	222843.50	1.00e-05	1.00e-02
frdp[x]	-1629.91	34.57	-573.62	-671.06	-517.73	1.00e-05	1.00e-02
frdp[r]	-1629.91	34.57	-544.47	-641.92	-488.59	1.00e-05	1.00e-02
fru[e]	-904.31	3.90	-368.16	-405.49	-372.38	1.00e-05	1.00e-02
fru[c]	-904.31	3.90	-382.40	-419.74	-386.63	1.00e-05	1.00e-02
thf[c]	-397.30	113389.35	514.99	-221757.83	222746.24	1.00e-05	1.00e-02
fuc13galacglcgal14acglcgalgluside_hs[c]	-904.31	3.90	-382.40	-419.74	-386.63	1.00e-05	1.00e-02
fuc13galacglcgal14acglcgalgluside_hs[g]	-904.31	3.90	-442.97	-480.30	-447.20	1.00e-05	1.00e-02
fuc14galacglcgalgluside_hs[c]	0.00	100000.00	3870.83	-192158.86	199858.95	1.00e-05	1.00e-02
fuc14galacglcgalgluside_hs[g]	0.00	100000.00	3421.64	-192608.05	199409.76	1.00e-05	1.00e-02
fucacgalfucgalacglcgalgluside_hs[c]	0.00	100000.00	4871.16	-191158.53	200859.28	1.00e-05	1.00e-02
fucacgalfucgalacglcgalgluside_hs[g]	0.00	100000.00	4305.88	-191723.81	200294.00	1.00e-05	1.00e-02
fucacngal14acglcgalgluside_hs[c]	-4557.97	49.38	52.12	-74.35	137.03	1.00e-05	1.00e-02
fucacngal14acglcgalgluside_hs[g]	-4557.97	49.38	-483.51	-609.99	-398.60	1.00e-05	1.00e-02
fucacngalacglcgalgluside_hs[c]	0.00	100000.00	4565.97	-191463.72	200554.09	1.00e-05	1.00e-02
fucacngalacglcgalgluside_hs[g]	0.00	100000.00	4036.02	-191993.67	200024.15	1.00e-05	1.00e-02
fuc_L[l]	-754.44	5.68	-353.66	-394.48	-354.41	1.00e-05	1.00e-02
ksi[l]	0.00	100000.00	13000.37	-183029.32	208988.50	1.00e-05	1.00e-02
ksi_deg1[l]	0.00	100000.00	12666.39	-183363.30	208654.51	1.00e-05	1.00e-02
s2l2fn2m2masn[l]	-1728.84	22.46	-1367.65	-1441.35	-1335.50	1.00e-05	1.00e-02
s2l2n2m2masn[l]	0.00	100000.00	4505.80	-191523.89	200493.92	1.00e-05	1.00e-02
fucfuc12gal14acglcgalgluside_hs[c]	0.00	100000.00	4305.75	-191723.94	200293.88	1.00e-05	1.00e-02
fucfuc12gal14acglcgalgluside_hs[g]	0.00	100000.00	3806.09	-192223.60	199794.21	1.00e-05	1.00e-02
fucfuc132galacglcgal14acglcgalgluside_hs[c]	0.00	100000.00	5306.08	-190723.61	201294.20	1.00e-05	1.00e-02
fucfuc132galacglcgal14acglcgalgluside_hs[g]	0.00	100000.00	4690.33	-191339.36	200678.46	1.00e-05	1.00e-02
fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[c]	0.00	100000.00	6741.33	-189288.36	202729.46	1.00e-05	1.00e-02
fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[g]	0.00	100000.00	5959.03	-190070.66	201947.15	1.00e-05	1.00e-02
fucfucfucgalacglcgal14acglcgalgluside_hs[c]	0.00	100000.00	5741.00	-190288.68	201729.13	1.00e-05	1.00e-02
fucfucfucgalacglcgal14acglcgalgluside_hs[g]	0.00	100000.00	5074.79	-190954.90	201062.91	1.00e-05	1.00e-02
fucfucgalacglcgalgluside_hs[c]	0.00	100000.00	4305.75	-191723.94	200293.88	1.00e-05	1.00e-02
fucfucgalacglcgalgluside_hs[g]	0.00	100000.00	3806.09	-192223.60	199794.21	1.00e-05	1.00e-02
fucgal14acglcgalgluside_hs[c]	0.00	100000.00	3870.83	-192158.86	199858.95	1.00e-05	1.00e-02
fucgal14acglcgalgluside_hs[g]	0.00	100000.00	3421.64	-192608.05	199409.76	1.00e-05	1.00e-02
fucgalfucgalacglcgalgluside_hs[c]	0.00	100000.00	4740.68	-191289.01	200728.80	1.00e-05	1.00e-02
fucgalfucgalacglcgalgluside_hs[g]	0.00	100000.00	4190.54	-191839.15	200178.67	1.00e-05	1.00e-02
fucgalgbside_hs[c]	0.00	100000.00	4305.75	-191723.94	200293.88	1.00e-05	1.00e-02
fucgalgbside_hs[g]	0.00	100000.00	3806.09	-192223.60	199794.21	1.00e-05	1.00e-02
4fumacac[c]	-830.94	9.71	-570.01	-618.73	-562.85	1.00e-05	1.00e-02
fum[m]	-608.71	6.10	-512.23	-553.88	-512.14	1.00e-05	1.00e-02
so4[m]	-742.68	19.09	-742.68	-809.78	-717.14	1.00e-05	1.00e-02
so4[c]	-742.68	19.09	-742.68	-809.78	-717.14	1.00e-05	1.00e-02
tsul[m]	0.00	100000.00	-1.64	-196031.33	195986.48	1.00e-05	1.00e-02
tsul[c]	0.00	100000.00	-0.34	-196030.03	195987.78	1.00e-05	1.00e-02
acngalacglcgalgluside_hs[g]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
fucgalacglc13galacglcgal14acglcgalgluside_hs[g]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
fucfucgalacglc13galacglcgal14acglcgalgluside_hs[g]	0.00	100000.00	5574.57	-190455.11	201562.70	1.00e-05	1.00e-02
acngal14acglcgalgluside_hs[g]	0.00	100000.00	3651.57	-192378.12	199639.69	1.00e-05	1.00e-02
fucfucgalacglcgal14acglcgalgluside_hs[g]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
fuc132galacglcgal14acglcgalgluside_hs[g]	-904.31	3.90	-442.97	-480.30	-447.20	1.00e-05	1.00e-02
ksii_core4_pre1[g]	-3054.75	34.77	-979.84	-1077.69	-923.56	1.00e-05	1.00e-02
ksii_core4_pre6[g]	-5896.91	100000.03	-1977.32	-198007.07	194010.87	1.00e-05	1.00e-02
ksii_core4_pre9[g]	0.00	100000.00	4727.13	-191302.56	200715.25	1.00e-05	1.00e-02
ksii_core4_pre10[g]	0.00	100000.00	5111.09	-190918.60	201099.21	1.00e-05	1.00e-02
ksii_core2_pre1[g]	-3496.74	35.53	-1306.57	-1405.89	-1248.82	1.00e-05	1.00e-02
ksii_core2_pre6[g]	-5963.83	100000.03	-2121.33	-198151.07	193866.84	1.00e-05	1.00e-02
ksii_core2_pre9[g]	0.00	100000.00	4650.15	-191379.54	200638.27	1.00e-05	1.00e-02
ksii_core2_pre10[g]	0.00	100000.00	5033.95	-190995.74	201022.07	1.00e-05	1.00e-02
glyc3p[c]	-1335.22	5.24	-1031.27	-1071.23	-1032.89	1.00e-05	1.00e-02
glu5sa[m]	-469.27	4.77	-35.42	-74.45	-37.96	1.00e-05	1.00e-02
1pyr5c[m]	-312.66	15.44	-23.24	-83.18	-4.86	1.00e-05	1.00e-02
glu5p[m]	-1561.14	13.26	-1175.40	-1231.07	-1161.29	1.00e-05	1.00e-02
6pgl[r]	-1752.82	8.34	-1361.72	-1407.76	-1357.24	1.00e-05	1.00e-02
g6p[c]	-1759.21	4.45	-1281.07	-1319.47	-1284.22	1.00e-05	1.00e-02
gudac[c]	-306.48	25.48	-2.04	-81.67	36.04	1.00e-05	1.00e-02
gacpail_hs[c]	0.00	100000.00	2522.56	-193507.13	198510.69	1.00e-05	1.00e-02
gacpail_hs[r]	0.00	100000.00	2522.56	-193507.13	198510.69	1.00e-05	1.00e-02
paps[g]	-2397.81	18.51	-1975.70	-2041.67	-1951.29	1.00e-05	1.00e-02
pap[g]	-1888.14	9.72	-1467.75	-1516.49	-1460.58	1.00e-05	1.00e-02
sgalside_hs[g]	0.00	100000.00	1729.30	-194300.39	197717.42	1.00e-05	1.00e-02
galside_hs[g]	0.00	100000.00	1768.49	-194261.20	197756.61	1.00e-05	1.00e-02
galacglcgalgbside_hs[c]	0.00	100000.00	4871.16	-191158.53	200859.28	1.00e-05	1.00e-02
gal[l]	-905.82	3.80	-505.04	-542.19	-509.46	1.00e-05	1.00e-02
ksi_deg26[l]	0.00	100000.00	5966.44	-190063.25	201954.56	1.00e-05	1.00e-02
ksi_deg27[l]	0.00	100000.00	5632.45	-190397.23	201620.58	1.00e-05	1.00e-02
ksi_deg29[l]	0.00	100000.00	5236.86	-190792.83	201224.98	1.00e-05	1.00e-02
ksi_deg30[l]	0.00	100000.00	4902.88	-191126.81	200891.00	1.00e-05	1.00e-02
ksi_deg32[l]	0.00	100000.00	4505.80	-191523.89	200493.92	1.00e-05	1.00e-02
ksi_deg33[l]	0.00	100000.00	4171.82	-191857.87	200159.94	1.00e-05	1.00e-02
ksi_deg35[l]	0.00	100000.00	3773.26	-192256.43	199761.38	1.00e-05	1.00e-02
ksi_deg36[l]	0.00	100000.00	3439.28	-192590.41	199427.40	1.00e-05	1.00e-02
ksi_deg38[l]	0.00	100000.00	3039.24	-192990.45	199027.36	1.00e-05	1.00e-02
ksi_deg39[l]	0.00	100000.00	2705.26	-193324.43	198693.38	1.00e-05	1.00e-02
ksi_deg40[l]	0.00	100000.00	2271.08	-193758.61	198259.20	1.00e-05	1.00e-02
ksi_deg41[l]	0.00	100000.00	1937.10	-194092.59	197925.22	1.00e-05	1.00e-02
ksii_core2_deg2[l]	0.00	100000.00	3804.44	-192225.25	199792.56	1.00e-05	1.00e-02
ksii_core2_deg3[l]	0.00	100000.00	3136.47	-192893.22	199124.60	1.00e-05	1.00e-02
ksii_core2_deg5[l]	0.00	100000.00	2737.91	-193291.77	198726.04	1.00e-05	1.00e-02
ksii_core2_deg6[l]	0.00	100000.00	2403.93	-193625.76	198392.06	1.00e-05	1.00e-02
ksii_core2_deg8[l]	0.00	100000.00	2003.89	-194025.79	197992.02	1.00e-05	1.00e-02
ksii_core2_deg9[l]	0.00	100000.00	1669.91	-194359.78	197658.04	1.00e-05	1.00e-02
core6[l]	0.00	100000.00	901.75	-195127.94	196889.88	1.00e-05	1.00e-02
l2n2m2mn[l]	0.00	100000.00	3039.24	-192990.45	199027.36	1.00e-05	1.00e-02
