Var1 Var2 Var3
RE2660C_f NaN 0
RE2660N_f 0.830367021 0.128738652
RE2666C NaN 0
RE2666G NaN 0
RE2675C NaN 0
RE2677C NaN 0
RE2677E NaN 0
RE2677G NaN 0
RE2677N NaN 0
RE2677R 0.248731666 0.880434049
RE2680C NaN 0
RE2704C_f NaN 0
RE2705C_f NaN 0
RE2717L_f -0.389931133 0.47859797
RE2718C 0.084685666 0.927558134
RE2718G 0.084685666 0.927558134
RE2722C 0.084685666 0.927558134
RE2722G 0.084685666 0.927558134
RE2759X_f NaN 0
RE2766C_f 0.433905218 0.477314305
RE2768C NaN 0
RE2768M NaN 0
RE2768R 0.343418716 0.322332025
RE2799C_f NaN 0
RE2813C_f NaN 0
RE2814M_f NaN 0
RE2814R_f NaN 0
RE2848C_f NaN 0
RE2849C_f NaN 0
RE2850C_f NaN 0
RE2851C_f NaN 0
RE2852C_f NaN 0
RE2853C_f NaN 0
RE2854C_f NaN 0
RE2856C NaN 0
RE2857C NaN 0
RE2858C NaN 0
RE2859C NaN 0
RE2860C NaN 0
RE2861C NaN 0
RE2862C NaN 0
RE2863C NaN 0
RE2864C_f NaN 0
RE2865C_f NaN 0
RE2866C_f NaN 0
RE2867C_f NaN 0
RE2868C_f NaN 0
RE2869C_f NaN 0
RE2870C_f NaN 0
RE2871C_f NaN 0
RE2872C_f NaN 0
RE2873C_f NaN 0
RE2874C_f NaN 0
RE2875C_f NaN 0
RE2876C_f NaN 0
RE2877C_f NaN 0
RE2878C_f NaN 0
RE2880C_f NaN 0
RE2888C -1.065214307 0.020811835
RE2888E 2.206861854 0.064041105
RE2888N -1.622458834 0.102294888
RE2897C_f NaN 0
RE2898C NaN 0
RE2899C_f NaN 0
RE2908C_f NaN 0
RE2908M_f 1.617119384 0.007529041
RE2908X_f -0.522296027 0.110571098
RE2909C_f NaN 0
RE2909M_f 1.617119384 0.007529041
RE2909X_f -0.522296027 0.110571098
RE2910C_f NaN 0
RE2910M_f 1.617119384 0.007529041
RE2910X_f -0.522296027 0.110571098
RE2912M_f NaN 0
RE2912X_f 0.229716005 0.824115339
RE2913M_f NaN 0
RE2913X_f NaN 0
RE2914M_f NaN 0
RE2914X_f NaN 0
RE2915M_f NaN 0
RE2915X_f NaN 0
RE2916M_f -0.663886617 0.063137759
RE2916X_f NaN 0
RE2917M_f -0.663886617 0.063137759
RE2917X_f NaN 0
RE2919M_f -0.52877746 0.319915939
RE2919X_f -2.242310237 0.00285798
RE2920M_f -0.52877746 0.319915939
RE2920X_f -2.242310237 0.00285798
RE2921M_f -0.52877746 0.319915939
RE2921X_f -2.242310237 0.00285798
RE2948C_f NaN 0
RE2954C_f 1.35106308 0.018459203
RE2958C_f NaN 0
RE2972G 0.360543673 0.180694801
RE2972M 0.360543673 0.180694801
RE2972R 0.360543673 0.180694801
RE2973G -0.761421984 0.132599745
RE2973N -0.761421984 0.132599745
RE2974G 0.553662492 0.031225068
RE2974N NaN 0
RE2974R 1.35813825 0.001238739
RE2975C NaN 0
RE2975M 0.157599974 0.931586767
RE2985M NaN 0
RE2985X NaN 0
RE2986X_f -2.242310237 0.00285798
RE2987X_f -0.522296027 0.110571098
RE2988X_f NaN 0
RE2989X_f NaN 0
RE2990X_f -2.242310237 0.00285798
RE2991X_f -0.522296027 0.110571098
RE2992M_f -2.242310237 0.00285798
RE2992X_f -2.242310237 0.00285798
RE2993X_f NaN 0
RE2994X NaN 0
RE2995M_f 0.314387392 0.411942172
RE2995X_f 0.314387392 0.411942172
RE2996X_f NaN 0
RE2997X NaN 0
RE2998M NaN 0
RE2999M_f -2.242310237 0.00285798
RE3000M_f 0.314387392 0.411942172
RE3001M_f -0.621672776 0.20427016
RE3002X_f -2.242310237 0.00285798
RE3003M_f -2.242310237 0.00285798
RE3004M_f -0.52877746 0.319915939
RE3005M_f 1.617119384 0.007529041
RE3006M_f -0.663886617 0.063137759
RE3009C NaN 0
RE3010C_f NaN 0
RE3010M_f NaN 0
RE3010R_f NaN 0
RE3010X_f NaN 0
RE3011M_f NaN 0
RE3011R_f NaN 0
RE3012C_f NaN 0
RE3012M_f NaN 0
RE3012R_f NaN 0
RE3013C NaN 0
RE3013R 0.343418716 0.322332025
RE3014C NaN 0
RE3014R 0.343418716 0.322332025
RE3015C NaN 0
RE3015R 0.343418716 0.322332025
RE3016R_f NaN 0
RE3017R_f NaN 0
RE3018C NaN 0
RE3018R 0.343418716 0.322332025
RE3019C NaN 0
RE3019R 0.343418716 0.322332025
RE3020C NaN 0
RE3020R 0.343418716 0.322332025
RE3021C_f NaN 0
RE3022C_f NaN 0
RE3033C NaN 0
RE3033N -1.017265444 0.089258777
RE3033R NaN 0
RE3036C_f NaN 0
RE3036N_f NaN 0
RE3038C_f -0.123442928 0.781545966
RE3038N_f NaN 0
RE3038R_f -0.500789436 0.434021701
RE3038X_f -0.123442928 0.781545966
RE3039C_f NaN 0
RE3040C_f -0.123442928 0.781545966
RE3040R_f -0.500789436 0.434021701
RE3040X_f -0.123442928 0.781545966
RE3041C NaN 0
RE3041N -1.017265444 0.089258777
RE3044C NaN 0
RE3044N -1.017265444 0.089258777
RE3045C_f NaN 0
RE3050R_f NaN 0
RE3066X -0.657689381 0.1530683
RE3072X_f -0.580465334 0.108055976
RE3073X_f NaN 0
RE3074X_f 0.229716005 0.824115339
RE3075C_f NaN 0
RE3075X_f 0.229716005 0.824115339
RE3076X_f NaN 0
RE3079C_f NaN 0
RE3079X_f 0.229716005 0.824115339
RE3081X_f -2.242310237 0.00285798
RE3082X_f -0.522296027 0.110571098
RE3083X_f NaN 0
RE3084X NaN 0
RE3086X NaN 0
RE3087X_f -2.242310237 0.00285798
RE3088X_f -0.522296027 0.110571098
RE3089X NaN 0
RE3090X_f NaN 0
RE3092X_f -2.242310237 0.00285798
RE3093X_f -0.522296027 0.110571098
RE3095C -1.065214307 0.020811835
RE3095L -1.065214307 0.020811835
RE3095X NaN 0
RE3097X_f NaN 0
RE3103C 0.602210863 0.435400404
RE3103R 0.602210863 0.435400404
RE3104C_f NaN 0
RE3104R_f NaN 0
RE3106C_f NaN 0
RE3106R_f NaN 0
RE3108C_f NaN 0
RE3110C 0.602210863 0.435400404
RE3110R 0.602210863 0.435400404
RE3111C_f NaN 0
RE3111M_f NaN 0
RE3111R_f NaN 0
RE3112C_f NaN 0
RE3112R_f NaN 0
RE3113C_f NaN 0
RE3113R_f NaN 0
RE3114R_f 0.229716005 0.824115339
RE3119C_f NaN 0
RE3119R_f NaN 0
RE3120C 0.602210863 0.435400404
RE3120R 0.602210863 0.435400404
RE3121C_f NaN 0
RE3121R_f NaN 0
RE3122C_f NaN 0
RE3122R_f NaN 0
RE3123C_f NaN 0
RE3123R_f NaN 0
RE3124C 0.602210863 0.435400404
RE3124R 0.602210863 0.435400404
RE3125C_f NaN 0
RE3125R_f NaN 0
RE3126C_f NaN 0
RE3126R_f NaN 0
RE3129N_f NaN 0
RE3132R_f 0.229716005 0.824115339
RE3134C_f -1.142929254 0.07548956
RE3134R_f -1.142929254 0.07548956
RE3136C_f NaN 0
RE3139X_f NaN 0
RE3140X_f -2.242310237 0.00285798
RE3141X_f -0.522296027 0.110571098
RE3144C NaN 0
RE3144M 0.157599974 0.931586767
RE3145X NaN 0
RE3146R_f 0.229716005 0.824115339
RE3147C_f NaN 0
RE3147R_f NaN 0
RE3148C 0.602210863 0.435400404
RE3148R 0.602210863 0.435400404
RE3150C_f NaN 0
RE3150R_f NaN 0
RE3151C 0.602210863 0.435400404
RE3151R 0.602210863 0.435400404
RE3152C_f NaN 0
RE3152R_f NaN 0
RE3153C_f NaN 0
RE3153R_f NaN 0
RE3154C_f NaN 0
RE3154R_f NaN 0
RE3155C_f NaN 0
RE3155R_f NaN 0
RE3156X_f -0.522296027 0.110571098
RE3157X NaN 0
RE3158X_f NaN 0
RE3159X_f -2.242310237 0.00285798
RE3160C_f NaN 0
RE3160R_f 0.229716005 0.824115339
RE3161C 0.602210863 0.435400404
RE3161R 0.602210863 0.435400404
RE3162C_f NaN 0
RE3162R_f NaN 0
RE3163C_f NaN 0
RE3163R_f NaN 0
RE3164C_f NaN 0
RE3164R_f NaN 0
RE3165C 0.602210863 0.435400404
RE3165R 0.602210863 0.435400404
RE3166C_f NaN 0
RE3166R_f NaN 0
RE3167C_f NaN 0
RE3167R_f NaN 0
RE3168C_f NaN 0
RE3168R_f NaN 0
RE3169C_f NaN 0
RE3169R_f NaN 0
RE3170C 0.602210863 0.435400404
RE3170R 0.602210863 0.435400404
RE3171C_f NaN 0
RE3171R_f NaN 0
RE3172C_f NaN 0
RE3172R_f NaN 0
RE3173C_f NaN 0
RE3173R_f NaN 0
RE3174C 0.602210863 0.435400404
RE3174R 0.602210863 0.435400404
RE3175C_f NaN 0
RE3175R_f NaN 0
RE3176C_f NaN 0
RE3176R_f NaN 0
RE3177M_f 1.617119384 0.007529041
RE3178M_f 1.617119384 0.007529041
RE3179M_f 1.617119384 0.007529041
RE3180C_f NaN 0
RE3181C_f NaN 0
RE3184M_f NaN 0
RE3185M_f NaN 0
RE3186M_f NaN 0
RE3189M_f -0.663886617 0.063137759
RE3190M_f -0.663886617 0.063137759
RE3191M_f -0.663886617 0.063137759
RE3192M_f -0.52877746 0.319915939
RE3193M_f -0.52877746 0.319915939
RE3194M_f -0.52877746 0.319915939
RE3195M_f NaN 0
RE3198C_f NaN 0
RE3201C NaN 0
RE3218C_f -2.001142014 0.010554971
RE3218L_f -2.001142014 0.010554971
RE3218R_f -2.001142014 0.010554971
RE3220C_f -2.001142014 0.010554971
RE3220L_f -2.001142014 0.010554971
RE3220R_f -2.001142014 0.010554971
RE3224C 0.602210863 0.435400404
RE3224R 0.602210863 0.435400404
RE3225C 0.602210863 0.435400404
RE3225R 0.602210863 0.435400404
RE3226C 0.602210863 0.435400404
RE3226R 0.602210863 0.435400404
RE3227C_f NaN 0
RE3227R_f NaN 0
RE3228C_f NaN 0
RE3228R_f NaN 0
RE3229C_f NaN 0
RE3229R_f NaN 0
RE3230C_f NaN 0
RE3230R_f NaN 0
RE3231C_f NaN 0
RE3231R_f NaN 0
RE3232C_f NaN 0
RE3232R_f NaN 0
RE3233C NaN 0
RE3233G NaN 0
RE3233L NaN 0
RE3234C_f NaN 0
RE3234R_f NaN 0
RE3235C_f NaN 0
RE3235R_f NaN 0
RE3236C_f NaN 0
RE3236R_f NaN 0
RE3237C_f NaN 0
RE3238C_f NaN 0
RE3239C_f NaN 0
RE3241C 0.602210863 0.435400404
RE3241R 0.602210863 0.435400404
RE3242C_f NaN 0
RE3242R_f NaN 0
RE3243C_f NaN 0
RE3243R_f NaN 0
RE3244C_f NaN 0
RE3244R_f NaN 0
RE3245C_f NaN 0
RE3247M NaN 0
RE3247X NaN 0
RE3248M_f -0.52877746 0.319915939
RE3248X_f -2.242310237 0.00285798
RE3250C_f NaN 0
RE3250M_f 1.617119384 0.007529041
RE3250X_f -0.522296027 0.110571098
RE3251C NaN 0
RE3251M -0.997184759 0.05672467
RE3252C_f NaN 0
RE3258C_f -0.123442928 0.781545966
RE3258R_f -0.500789436 0.434021701
RE3259C_f -0.123442928 0.781545966
RE3259R_f -0.500789436 0.434021701
RE3260C NaN 0
RE3260R 9.693570123 0.022500781
RE3261C NaN 0
RE3261R 9.693570123 0.022500781
RE3264C NaN 0
RE3264R 9.693570123 0.022500781
RE3265C NaN 0
RE3265R 9.693570123 0.022500781
RE3268R_f NaN 0
RE3269C_f -0.954797115 0.006627842
RE3270C_f NaN 0
RE3272N_f NaN 0
RE3273C_f -0.284075861 0.260712511
RE3273G_f -2.873940878 9.55e-05
RE3273R_f -2.873940878 9.55e-05
RE3286C NaN 0
RE3286R 0.343418716 0.322332025
RE3287C NaN 0
RE3287R 0.343418716 0.322332025
RE3288C NaN 0
RE3288R 0.343418716 0.322332025
RE3289C NaN 0
RE3289R 0.343418716 0.322332025
RE3295C_f NaN 0
RE3301C_f -0.284075861 0.260712511
RE3301G_f -2.873940878 9.55e-05
RE3301R_f -2.873940878 9.55e-05
RE3307C_f NaN 0
RE3307M_f NaN 0
RE3307X_f NaN 0
RE3308C_f NaN 0
RE3308M_f NaN 0
RE3308R_f NaN 0
RE3308X_f NaN 0
RE3310C_f NaN 0
RE3310R_f NaN 0
RE3326M_f -1.258925482 0.043404227
RE3334M NaN 0
RE3334X NaN 0
RE3335C_f NaN 0
RE3335M_f NaN 0
RE3335R_f 0.229716005 0.824115339
RE3335X_f 0.229716005 0.824115339
RE3336M_f -0.663886617 0.063137759
RE3336X_f NaN 0
RE3337M_f -0.52877746 0.319915939
RE3337X_f -2.242310237 0.00285798
RE3338C_f 1.617119384 0.007529041
RE3338M_f 1.617119384 0.007529041
RE3338X_f -0.522296027 0.110571098
RE3339C_f NaN 0
RE3339M_f NaN 0
RE3339X_f NaN 0
RE3340C_f 1.617119384 0.007529041
RE3340M_f 1.617119384 0.007529041
RE3340X_f -0.522296027 0.110571098
RE3341M NaN 0
RE3341X NaN 0
RE3342M_f -0.663886617 0.063137759
RE3342X_f NaN 0
RE3343C_f NaN 0
RE3343M_f NaN 0
RE3343X_f NaN 0
RE3344M_f -0.52877746 0.319915939
RE3344X_f -2.242310237 0.00285798
RE3345C_f NaN 0
RE3345M_f NaN 0
RE3345R_f 0.229716005 0.824115339
RE3345X_f 0.229716005 0.824115339
RE3346C_f NaN 0
RE3346M NaN 0
RE3346R_f NaN 0
RE3347C_f NaN 0
RE3352C_f NaN 0
RE3367C NaN 0
RE3367E -0.545088826 0.526344993
RE3367X -0.545088826 0.526344993
RE3370C NaN 0
RE3370R 0.343418716 0.322332025
RE3372C_f NaN 0
RE3378C_f NaN 0
RE3381C_f -1.968578479 0.114590867
RE3381E_f -1.968578479 0.114590867
RE3381L_f 0.587361375 0.158934963
RE3383M_f -0.663886617 0.063137759
RE3384M_f -0.663886617 0.063137759
RE3385M NaN 0
RE3386M_f -0.52877746 0.319915939
RE3387M_f 1.617119384 0.007529041
RE3388M_f -0.663886617 0.063137759
RE3389M NaN 0
RE3390M_f -0.52877746 0.319915939
RE3391M_f -0.621672776 0.20427016
RE3392M_f -0.621672776 0.20427016
RE3393M_f 1.617119384 0.007529041
RE3394M_f -0.663886617 0.063137759
RE3395M NaN 0
RE3396M_f -0.663886617 0.063137759
RE3397M NaN 0
RE3398M_f -0.52877746 0.319915939
RE3399M_f 1.617119384 0.007529041
RE3400M_f -0.663886617 0.063137759
RE3401M_f -0.52877746 0.319915939
RE3402M_f 1.617119384 0.007529041
RE3403M_f -0.621672776 0.20427016
RE3404M_f -0.621672776 0.20427016
RE3407C NaN 0
RE3408C_f NaN 0
RE3409C NaN 0
RE3410C_f NaN 0
RE3411C_f NaN 0
RE3412C NaN 0
RE3413C_f NaN 0
RE3414C_f NaN 0
RE3415C_f NaN 0
RE3417C_f NaN 0
RE3420C_f NaN 0
RE3421M_f NaN 0
RE3421R_f NaN 0
RE3422C_f NaN 0
RE3423C_f NaN 0
RE3430C_f NaN 0
RE3430M_f NaN 0
RE3430X_f NaN 0
RE3431C_f NaN 0
RE3432C_f NaN 0
RE3432M_f NaN 0
RE3432X_f NaN 0
RE3434C NaN 0
RE3434R NaN 0
RE3435C NaN 0
RE3435R NaN 0
RE3436C NaN 0
RE3436R NaN 0
RE3437C_f NaN 0
RE3440C NaN 0
RE3440R 0.343418716 0.322332025
RE3443M_f -0.663886617 0.063137759
RE3443X_f NaN 0
RE3444C_f NaN 0
RE3444M_f NaN 0
RE3444X_f NaN 0
RE3445M NaN 0
RE3445X NaN 0
RE3446C_f NaN 0
RE3446M_f NaN 0
RE3446R_f 0.229716005 0.824115339
RE3446X_f 0.229716005 0.824115339
RE3447M_f -0.52877746 0.319915939
RE3447X_f -2.242310237 0.00285798
RE3448C_f 1.617119384 0.007529041
RE3448M_f 1.617119384 0.007529041
RE3448X_f -0.522296027 0.110571098
RE3449C_f NaN 0
RE3450C_f NaN 0
RE3451C NaN 0
RE3452C_f NaN 0
RE3453C_f NaN 0
RE3454C NaN 0
RE3455C NaN 0
RE3456C_f NaN 0
RE3457C NaN 0
RE3458C_f NaN 0
RE3459C_f NaN 0
RE3460C NaN 0
RE3464C NaN 0
RE3464R 0.343418716 0.322332025
RE3469C_f NaN 0
RE3470C_f NaN 0
RE3470M_f NaN 0
RE3470X_f NaN 0
RE3474C NaN 0
RE3474R 0.343418716 0.322332025
RE3475C NaN 0
RE3475N -1.017265444 0.089258777
RE3476C_f NaN 0
RE3476M_f NaN 0
RE3476X_f NaN 0
RE3485C NaN 0
RE3485N -1.017265444 0.089258777
RE3486C_f NaN 0
RE3488C NaN 0
RE3488N 3.491958586 0.097814466
RE3488R 3.491958586 0.097814466
RE3488X 3.491958586 0.097814466
RE3490C_f NaN 0
RE3491C_f NaN 0
RE3493C_f NaN 0
RE3494C_f NaN 0
RE3495C_f NaN 0
RE3496C_f NaN 0
RE3496N_f 0.292160495 0.281119503
RE3498N -1.017265444 0.089258777
RE3498R NaN 0
RE3499C_f NaN 0
RE3500C_f -0.123442928 0.781545966
RE3500R_f -0.500789436 0.434021701
RE3500X_f -0.123442928 0.781545966
RE3502C_f NaN 0
RE3502X_f NaN 0
RE3503C NaN 0
RE3503N -1.017265444 0.089258777
RE3506C NaN 0
RE3506R 0.343418716 0.322332025
RE3511C NaN 0
RE3511M -1.472072962 0.001023197
RE3511R -1.472072962 0.001023197
RE3513C NaN 0
RE3513N -1.017265444 0.089258777
RE3513R NaN 0
RE3514C NaN 0
RE3514R 0.343418716 0.322332025
RE3515C_f NaN 0
RE3518C NaN 0
RE3518R NaN 0
RE3519C_f -0.123442928 0.781545966
RE3519R_f -0.500789436 0.434021701
RE3519X_f -0.123442928 0.781545966
RE3520C_f NaN 0
RE3520E_f NaN 0
RE3520M_f NaN 0
RE3520N_f NaN 0
RE3521C_f NaN 0
RE3521M_f 1.53643481 0.005312012
RE3521R_f 0.345362584 0.324122885
RE3521X_f NaN 0
RE3522C NaN 0
RE3522R 0.343418716 0.322332025
RE3524R_f NaN 0
RE3525C NaN 0
RE3525M NaN 0
RE3525N NaN 0
RE3525R NaN 0
RE3525X NaN 0
RE3526C NaN 0
RE3526M NaN 0
RE3526X NaN 0
RE3532C_f NaN 0
RE3532M_f 1.53643481 0.005312012
RE3532R_f 0.345362584 0.324122885
RE3533C_f NaN 0
RE3533M_f 1.53643481 0.005312012
RE3533R_f 0.345362584 0.324122885
RE3534C_f NaN 0
RE3534M_f 1.53643481 0.005312012
RE3534R_f 0.345362584 0.324122885
RE3535R_f NaN 0
RE3536C_f NaN 0
RE3537C_f NaN 0
RE3550X NaN 0
RE3551X_f NaN 0
RE3552X_f NaN 0
RE3554C_f NaN 0
RE3554M_f 1.53643481 0.005312012
RE3554R_f 0.345362584 0.324122885
RE3556C_f NaN 0
RE3557C_f NaN 0
RE3557M_f 1.53643481 0.005312012
RE3557R_f 0.345362584 0.324122885
RE3559M_f -0.663886617 0.063137759
RE3559X_f NaN 0
RE3560C_f NaN 0
RE3560M_f NaN 0
RE3560X_f NaN 0
RE3561M NaN 0
RE3561X NaN 0
RE3562C_f NaN 0
RE3562M_f NaN 0
RE3562R_f 0.229716005 0.824115339
RE3562X_f 0.229716005 0.824115339
RE3563M_f -0.52877746 0.319915939
RE3563X_f -2.242310237 0.00285798
RE3564C_f 1.617119384 0.007529041
RE3564M_f 1.617119384 0.007529041
RE3564X_f -0.522296027 0.110571098
RE3565C_f NaN 0
RE3566C_f NaN 0
RE3567C_f NaN 0
RE3568C_f NaN 0
RE3570C_f NaN 0
RE3571C NaN 0
RE3571R 3.491958586 0.097814466
RE3572X_f -0.522296027 0.110571098
RE3573X_f -0.522296027 0.110571098
RE3574X_f NaN 0
RE3575X_f NaN 0
RE3576X NaN 0
RE3577X_f 0.229716005 0.824115339
RE3578X_f -2.242310237 0.00285798
RE3580X NaN 0
RE3581X_f NaN 0
RE3582X_f -2.242310237 0.00285798
RE3583X_f -2.242310237 0.00285798
RE3586X_f NaN 0
RE3587C_f NaN 0
RE3587N_f 0.292160495 0.281119503
RE3596C_f NaN 0
RE3596M_f NaN 0
RE3596X_f NaN 0
RE3597C_f NaN 0
RE3597M_f NaN 0
RE3597X_f NaN 0
RE3624M NaN 0
RE3624X NaN 0
RE3626M NaN 0
RE3629C NaN 0
RE3630C_f NaN 0
RE3631C_f NaN 0
RE3633C_f NaN 0
RE3636C_f NaN 0
RN0001C NaN 0
RN0001R 1.718539139 0.092205751
RN0002N NaN 0
RN0002R NaN 0
RN0013C NaN 0
RN0020C NaN 0
RN0020R 1.651030545 0.316976056
RN0021C_f -0.123442928 0.781545966
RN0021R_f -0.500789436 0.434021701
RN0021X_f -0.123442928 0.781545966
RN0022C_f -0.123442928 0.781545966
RN0022R_f -0.500789436 0.434021701
RN0022X_f -0.123442928 0.781545966
RN0023C_f -0.123442928 0.781545966
RN0023R_f -0.500789436 0.434021701
RN0023X_f -0.123442928 0.781545966
RN0027C NaN 0
RN0027R 0.343418716 0.322332025
RN0028C_f -0.123442928 0.781545966
RN0028R_f -0.500789436 0.434021701
RN0028X_f -0.123442928 0.781545966
RN0029C NaN 0
RN0029R 0.343418716 0.322332025
RN0030C NaN 0
RN0030R 0.343418716 0.322332025
RN0031C_f -0.123442928 0.781545966
RN0031R_f -0.500789436 0.434021701
RN0031X_f -0.123442928 0.781545966
RN0032C NaN 0
RN0032R 0.343418716 0.322332025
HSD17B3r 0.433905218 0.477314305
ADPACDAc NaN 0
ADPCOACROT_f 0.099532522 0.880731137
ADPCOAPTE NaN 0
C100CPT1_f -0.814654505 0.046882112
C101CPT1_f -0.814654505 0.046882112
C102CPT1_f -0.814654505 0.046882112
C10DCc_f -0.814654505 0.046882112
C10OHc_f -0.814654505 0.046882112
C120CPT1_f -0.814654505 0.046882112
C121CPT1_f -0.814654505 0.046882112
C12DCACOT NaN 0
C12DCACT NaN 0
C12OHc_f -0.814654505 0.046882112
C141CPT1_f -0.814654505 0.046882112
C141OHc_f -0.814654505 0.046882112
C142CPT1_f -0.814654505 0.046882112
C142OHc_f -0.814654505 0.046882112
C14OHc_f -0.814654505 0.046882112
C161OHc_f -0.814654505 0.046882112
C162OHc_f -0.814654505 0.046882112
C16DCc_f -0.814654505 0.046882112
C16OHc_f -0.814654505 0.046882112
C181OHc_f -0.814654505 0.046882112
C182OHc_f -0.814654505 0.046882112
C18OHc_f -0.814654505 0.046882112
C30CPT1 -0.814654505 0.046882112
C40CPT1_f -0.814654505 0.046882112
C4CRNCPT2_f NaN 0
C4OHc_f -0.814654505 0.046882112
C4x_f 0.099532522 0.880731137
C50CPT1_f -0.814654505 0.046882112
C51CPT1_f -0.814654505 0.046882112
C60CPT1_f -0.814654505 0.046882112
C6COAt_f 0.099532522 0.880731137
C6DCc_f -0.814654505 0.046882112
C80CPT1_f -0.814654505 0.046882112
C81CPT1_f -0.814654505 0.046882112
C8DCc_f -0.814654505 0.046882112
DOCOSACT NaN 0
FAOXC101C102m NaN 0
FAOXC101C102x NaN 0
FAOXC101C8m -2.077807785 0.000204622
FAOXC101C8x -2.242310237 0.00285798
FAOXC101m NaN 0
FAOXC101x -2.242310237 0.00285798
FAOXC102C101m -0.621672776 0.20427016
FAOXC102C101x NaN 0
FAOXC102C103m NaN 0
FAOXC102C103x NaN 0
FAOXC102C81m -2.077807785 0.000204622
FAOXC102C81x -2.242310237 0.00285798
FAOXC102m NaN 0
FAOXC102x -2.242310237 0.00285798
FAOXC103C102m -0.621672776 0.20427016
FAOXC103C102x NaN 0
FAOXC10C10OHm NaN 0
FAOXC10DCC8DCx -2.242310237 0.00285798
FAOXC11BRC9BRx -2.242310237 0.00285798
FAOXC11C9m -2.077807785 0.000204622
FAOXC121C101m -2.077807785 0.000204622
FAOXC121C10x -2.242310237 0.00285798
FAOXC121x -2.242310237 0.00285798
FAOXC122C101m -2.077807785 0.000204622
FAOXC122m NaN 0
FAOXC122x -2.242310237 0.00285798
FAOXC123C102m -2.077807785 0.000204622
FAOXC123C102x -2.242310237 0.00285798
FAOXC123m NaN 0
FAOXC123x -2.242310237 0.00285798
FAOXC12C12OHm -0.52877746 0.319915939
FAOXC12DCC10DCx -2.242310237 0.00285798
FAOXC12DCc_f -0.814654505 0.046882112
FAOXC12DCx_f 0.099532522 0.880731137
FAOXC13BRC11BRx -2.242310237 0.00285798
FAOXC13C11m -1.008254133 0.006423783
FAOXC141C121m -1.008254133 0.006423783
FAOXC141C121x -2.242310237 0.00285798
FAOXC141C141OHm -1.008254133 0.006423783
FAOXC142C122x -2.242310237 0.00285798
FAOXC142C142OHm -1.008254133 0.006423783
FAOXC143C123m -1.008254133 0.006423783
FAOXC143C123x -2.242310237 0.00285798
FAOXC14C14OHm -1.008254133 0.006423783
FAOXC14DCC12DCx -2.242310237 0.00285798
FAOXC15ATPx 0.229716005 0.824115339
FAOXC15BRC13BRx -2.242310237 0.00285798
FAOXC15C13m -1.008254133 0.006423783
FAOXC15NADPx -0.580465334 0.108055976
FAOXC15NADx -0.580465334 0.108055976
FAOXC161C141m -1.008254133 0.006423783
FAOXC161C141x -2.242310237 0.00285798
FAOXC161C161OHm -1.008254133 0.006423783
FAOXC162C142m -1.008254133 0.006423783
FAOXC162C162OHm -1.008254133 0.006423783
FAOXC163C142x -2.242310237 0.00285798
FAOXC163C143m -1.008254133 0.006423783
FAOXC163C164Gm NaN 0
FAOXC163C164x NaN 0
FAOXC163GC142m -1.008254133 0.006423783
FAOXC163Gm NaN 0
FAOXC163x -2.242310237 0.00285798
FAOXC164C143m -1.008254133 0.006423783
FAOXC164C143x -2.242310237 0.00285798
FAOXC164C163x NaN 0
FAOXC164C165m NaN 0
FAOXC164C165x NaN 0
FAOXC164GC163m -0.621672776 0.20427016
FAOXC164m NaN 0
FAOXC164x -2.242310237 0.00285798
FAOXC165C164m -0.621672776 0.20427016
FAOXC165C164x NaN 0
FAOXC16BRx 0.229716005 0.824115339
FAOXC16C16OHm -1.008254133 0.006423783
FAOXC16DCC14DCx -2.242310237 0.00285798
FAOXC16DCr NaN 0
FAOXC16OHC16r NaN 0
FAOXC181C161m -1.008254133 0.006423783
FAOXC181C161x -2.242310237 0.00285798
FAOXC181C181OHm -1.008254133 0.006423783
FAOXC182C162m -1.008254133 0.006423783
FAOXC182C182OHm -1.008254133 0.006423783
FAOXC183C163Gm -1.008254133 0.006423783
FAOXC183C163m -1.008254133 0.006423783
FAOXC184C163m -1.008254133 0.006423783
FAOXC184C163x -2.242310237 0.00285798
FAOXC184C164m -1.008254133 0.006423783
FAOXC184C164x -2.242310237 0.00285798
FAOXC184m NaN 0
FAOXC184x -2.242310237 0.00285798
FAOXC185C164m -1.008254133 0.006423783
FAOXC185m NaN 0
FAOXC18C18OHm -1.008254133 0.006423783
FAOXC201C181x -2.242310237 0.00285798
FAOXC204C184m -1.008254133 0.006423783
FAOXC204C205x NaN 0
FAOXC205C184x -2.242310237 0.00285798
FAOXC205C185m -1.008254133 0.006423783
FAOXC221C201x -2.242310237 0.00285798
FAOXC225C204m -1.008254133 0.006423783
FAOXC225C204x -2.242310237 0.00285798
FAOXC225C226m NaN 0
FAOXC225C226x NaN 0
FAOXC225m NaN 0
FAOXC225x -2.242310237 0.00285798
FAOXC226C205m -1.008254133 0.006423783
FAOXC226C225m -0.621672776 0.20427016
FAOXC226C225x NaN 0
FAOXC226C227m NaN 0
FAOXC226m NaN 0
FAOXC227C226m -0.621672776 0.20427016
FAOXC22C20x -2.242310237 0.00285798
FAOXC22C22DCHYr NaN 0
FAOXC22OHC22r NaN 0
FAOXC241C221x -0.522296027 0.110571098
FAOXC24C22x -2.242310237 0.00285798
FAOXC3DC_f -0.814654505 0.046882112
FAOXC4C4DCc_f -0.814654505 0.046882112
