Metabolite ID	Standard Gibbs energy of formation (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed Gibbs energy of formation (kJ/mol)	Minimum transformed Gibbs energy of formation (kJ/mol)	Maximum transformed Gibbs energy of formation (kJ/mol)	Minimum concentration (M)	Maximum concentration (M)
betald[m]	0.00	100000.00	578.17	-195451.52	196566.30	1.00e-05	1.00e-02
glyb[m]	0.00	100000.00	578.91	-195450.78	196567.04	1.00e-05	1.00e-02
bhb[e]	0.00	100000.00	312.76	-195716.93	196300.88	1.00e-05	1.00e-02
bhb[c]	0.00	100000.00	304.44	-195725.25	196292.57	1.00e-05	1.00e-02
hcys_L[c]	-5.06	70710.68	386.34	-138236.28	138967.39	1.00e-05	1.00e-02
glyb[c]	0.00	100000.00	521.91	-195507.78	196510.03	1.00e-05	1.00e-02
dmgly[c]	0.00	100000.00	391.42	-195638.27	196379.54	1.00e-05	1.00e-02
met_L[c]	0.00	100000.00	478.42	-195551.27	196466.54	1.00e-05	1.00e-02
bildglcur[e]	0.00	100000.00	2233.80	-193795.89	198221.92	1.00e-05	1.00e-02
bildglcur[c]	0.00	100000.00	2174.30	-193855.39	198162.43	1.00e-05	1.00e-02
bildglcur[r]	0.00	100000.00	2174.30	-193855.39	198162.43	1.00e-05	1.00e-02
bilglcur[e]	0.00	100000.00	1876.35	-194153.34	197864.47	1.00e-05	1.00e-02
bilglcur[c]	0.00	100000.00	1826.35	-194203.34	197814.47	1.00e-05	1.00e-02
bilglcur[r]	0.00	100000.00	1826.35	-194203.34	197814.47	1.00e-05	1.00e-02
biliverd[c]	0.00	100000.00	1391.44	-194638.25	197379.56	1.00e-05	1.00e-02
bilirub[c]	0.00	100000.00	1478.41	-194551.28	197466.53	1.00e-05	1.00e-02
bilirub[e]	0.00	100000.00	1518.91	-194510.78	197507.03	1.00e-05	1.00e-02
bilirub[r]	0.00	100000.00	1478.41	-194551.28	197466.53	1.00e-05	1.00e-02
biocyt[n]	0.00	100000.00	1217.29	-194812.40	197205.42	1.00e-05	1.00e-02
h[r]	-0.00	0.00	42.75	0.00	0.00	6.31e-08	6.31e-08
memgacpail_hs[r]	0.00	100000.00	3653.37	-192376.32	199641.49	1.00e-05	1.00e-02
dolp_L[r]	0.00	100000.00	1956.26	-194073.43	197944.39	1.00e-05	1.00e-02
m2emgacpail_hs[r]	0.00	100000.00	4088.29	-191941.40	200076.42	1.00e-05	1.00e-02
dolmanp_U[r]	0.00	100000.00	2392.09	-193637.60	198380.21	1.00e-05	1.00e-02
dolp_U[r]	0.00	100000.00	1869.28	-194160.41	197857.40	1.00e-05	1.00e-02
h2o[n]	-237.23	1.56	-150.25	-153.30	-147.19	1.00e+00	1.00e+00
lys_L[n]	0.00	100000.00	652.36	-195377.33	196640.48	1.00e-05	1.00e-02
btn[n]	0.00	100000.00	652.38	-195377.30	196640.51	1.00e-05	1.00e-02
biocyt[e]	0.00	100000.00	1250.70	-194778.99	197238.82	1.00e-05	1.00e-02
btn[e]	0.00	100000.00	670.20	-195359.49	196658.32	1.00e-05	1.00e-02
3uib[c]	0.00	100000.00	391.43	-195638.26	196379.55	1.00e-05	1.00e-02
3aib_D[c]	0.00	100000.00	391.43	-195638.26	196379.55	1.00e-05	1.00e-02
but[c]	0.00	100000.00	304.43	-195725.25	196292.56	1.00e-05	1.00e-02
but[m]	0.00	100000.00	337.70	-195691.99	196325.82	1.00e-05	1.00e-02
bvite[e]	0.00	100000.00	2144.64	-193885.05	198132.76	1.00e-05	1.00e-02
bvite[c]	0.00	100000.00	2087.64	-193942.05	198075.76	1.00e-05	1.00e-02
bz[e]	0.00	100000.00	223.40	-195806.29	196211.52	1.00e-05	1.00e-02
bz[c]	0.00	100000.00	217.46	-195812.23	196205.58	1.00e-05	1.00e-02
bz[r]	0.00	100000.00	217.46	-195812.23	196205.58	1.00e-05	1.00e-02
nadph[r]	-412.49	50000.00	718.23	-97311.46	98706.36	1.00e-05	1.00e-02
nadp[r]	-431.04	50000.00	655.81	-97373.87	98643.94	1.00e-05	1.00e-02
44mctr[r]	0.00	100000.00	2000.65	-194029.04	197988.78	1.00e-05	1.00e-02
44mzym[r]	0.00	100000.00	2087.64	-193942.05	198075.76	1.00e-05	1.00e-02
pmtcrn[c]	-79.05	75038.81	1878.11	-145227.65	148942.30	1.00e-05	1.00e-02
pmtcrn[m]	-79.05	75038.81	2091.87	-145013.88	149156.06	1.00e-05	1.00e-02
hdcecrn[c]	0.00	100000.00	1870.17	-194159.52	197858.30	1.00e-05	1.00e-02
hdd2crn[c]	0.00	100000.00	1870.17	-194159.52	197858.30	1.00e-05	1.00e-02
hdcoa[m]	0.00	100000.00	2894.49	-193135.20	198882.62	1.00e-05	1.00e-02
hdcecrn[m]	0.00	100000.00	2074.43	-193955.25	198062.56	1.00e-05	1.00e-02
hdd2coa[m]	0.00	100000.00	2894.49	-193135.19	198882.62	1.00e-05	1.00e-02
hdd2crn[m]	0.00	100000.00	2074.43	-193955.25	198062.56	1.00e-05	1.00e-02
stcrn[c]	0.00	100000.00	2131.13	-193898.56	198119.25	1.00e-05	1.00e-02
stcoa[m]	0.00	100000.00	3183.95	-192845.74	199172.07	1.00e-05	1.00e-02
stcrn[m]	0.00	100000.00	2363.89	-193665.80	198352.02	1.00e-05	1.00e-02
odecrn[c]	0.00	100000.00	2044.14	-193985.55	198032.27	1.00e-05	1.00e-02
odecoa[m]	0.00	100000.00	3087.46	-192942.23	199075.59	1.00e-05	1.00e-02
odecrn[m]	0.00	100000.00	2267.41	-193762.28	198255.53	1.00e-05	1.00e-02
arachdcrn[c]	0.00	100000.00	2348.59	-193681.10	198336.71	1.00e-05	1.00e-02
arachdcoa[m]	0.00	100000.00	2990.98	-193038.71	198979.10	1.00e-05	1.00e-02
arachdcrn[m]	0.00	100000.00	2605.10	-193424.58	198593.23	1.00e-05	1.00e-02
c226coa[x]	0.00	100000.00	2622.23	-193407.46	198610.36	1.00e-05	1.00e-02
c226crn[c]	0.00	100000.00	1957.16	-194072.53	197945.28	1.00e-05	1.00e-02
c226coa[m]	0.00	100000.00	2990.98	-193038.71	198979.10	1.00e-05	1.00e-02
c226crn[m]	0.00	100000.00	2170.92	-193858.77	198159.04	1.00e-05	1.00e-02
co2[r]	-386.00	4.86	-386.00	-425.22	-388.34	1.00e-05	1.00e-02
4mzym_int1[r]	0.00	100000.00	2000.65	-194029.04	197988.77	1.00e-05	1.00e-02
4mzym_int2[r]	0.00	100000.00	1913.67	-194116.02	197901.79	1.00e-05	1.00e-02
nadh[r]	430.40	50000.00	1604.70	-96424.99	99592.82	1.00e-05	1.00e-02
nad[r]	413.12	50000.00	1543.56	-96486.13	99531.68	1.00e-05	1.00e-02
zym_int2[r]	0.00	100000.00	1826.68	-194203.01	197814.81	1.00e-05	1.00e-02
zymst[r]	-3.40	70710.68	1910.27	-136712.35	140491.32	1.00e-05	1.00e-02
ca2[c]	0.00	100000.00	-3.49	-196033.17	195984.64	1.00e-05	1.00e-02
ca2[e]	0.00	100000.00	-3.30	-196032.99	195984.82	1.00e-05	1.00e-02
caro[e]	0.00	100000.00	2502.08	-193527.61	198490.21	1.00e-05	1.00e-02
carveol[e]	0.00	100000.00	714.88	-195314.81	196703.00	1.00e-05	1.00e-02
carveol[c]	0.00	100000.00	695.88	-195333.81	196684.00	1.00e-05	1.00e-02
etoh[x]	-181.79	4.86	72.03	32.81	69.69	1.00e-05	1.00e-02
h2o2[m]	-134.03	4.86	-37.55	-76.77	-39.89	1.00e-05	1.00e-02
cbl2[c]	0.00	100000.00	4001.31	-192028.38	199989.43	1.00e-05	1.00e-02
cbl2[m]	0.00	100000.00	4438.33	-191591.36	200426.45	1.00e-05	1.00e-02
nh4[r]	-80.20	4.86	93.67	54.45	91.33	1.00e-05	1.00e-02
glc_D[r]	-914.84	1.24	-392.93	-425.05	-402.37	1.00e-05	1.00e-02
cbp[r]	0.00	100000.00	85.40	-195944.29	196073.52	1.00e-05	1.00e-02
g6p[r]	0.00	100000.00	478.14	-195551.55	196466.27	1.00e-05	1.00e-02
cbp[m]	0.00	100000.00	91.71	-195937.98	196079.84	1.00e-05	1.00e-02
pi[r]	-1094.48	1.46	-1052.14	-1084.68	-1061.16	1.00e-05	1.00e-02
ppi[r]	-1980.48	1.98	-1938.50	-1972.06	-1946.50	1.00e-05	1.00e-02
prostge1[c]	0.00	100000.00	1435.25	-194594.44	197423.37	1.00e-05	1.00e-02
prostge2[c]	0.00	100000.00	1348.26	-194681.43	197336.39	1.00e-05	1.00e-02
prostgf2[c]	0.00	100000.00	1435.25	-194594.44	197423.37	1.00e-05	1.00e-02
cdpdag_hs[c]	0.00	100000.00	736.41	-195293.28	196724.53	1.00e-05	1.00e-02
inost[c]	-0.87	86602.54	521.04	-169249.63	170250.14	1.00e-05	1.00e-02
pail_hs[c]	0.00	100000.00	695.14	-195334.55	196683.26	1.00e-05	1.00e-02
cdpdag_hs[m]	0.00	100000.00	817.16	-195212.52	196805.29	1.00e-05	1.00e-02
ctp[c]	0.00	100000.00	520.00	-195509.69	196508.13	1.00e-05	1.00e-02
pa_hs[m]	0.00	100000.00	238.25	-195791.44	196226.38	1.00e-05	1.00e-02
ctp[m]	0.00	100000.00	573.68	-195456.01	196561.80	1.00e-05	1.00e-02
dag_hs[c]	0.00	100000.00	2957.49	-193072.20	198945.61	1.00e-05	1.00e-02
pchol_hs[c]	0.00	100000.00	782.86	-195246.82	196770.99	1.00e-05	1.00e-02
pe_hs[c]	0.00	100000.00	521.91	-195507.78	196510.03	1.00e-05	1.00e-02
crm_hs[c]	0.00	100000.00	1565.73	-194463.96	197553.85	1.00e-05	1.00e-02
crmp_hs[c]	0.00	100000.00	1519.27	-194510.41	197507.40	1.00e-05	1.00e-02
crm_hs[g]	0.00	100000.00	1384.03	-194645.66	197372.16	1.00e-05	1.00e-02
crm_hs[r]	0.00	100000.00	1565.73	-194463.96	197553.85	1.00e-05	1.00e-02
gluside_hs[c]	0.00	100000.00	2000.65	-194029.04	197988.78	1.00e-05	1.00e-02
gluside_hs[r]	0.00	100000.00	2000.65	-194029.04	197988.78	1.00e-05	1.00e-02
cgly[c]	0.00	100000.00	434.87	-195594.82	196422.99	1.00e-05	1.00e-02
chsterol[r]	0.00	100000.00	2000.65	-194029.04	197988.78	1.00e-05	1.00e-02
xol25oh[r]	0.00	100000.00	2000.65	-194029.04	197988.78	1.00e-05	1.00e-02
chol[c]	74.80	70710.68	682.95	-137939.66	139264.01	1.00e-05	1.00e-02
coa[n]	0.00	100000.00	1391.48	-194638.21	197379.60	1.00e-05	1.00e-02
chol[n]	74.80	70710.68	682.95	-137939.66	139264.01	1.00e-05	1.00e-02
cholp[c]	0.00	100000.00	565.17	-195464.52	196553.29	1.00e-05	1.00e-02
chol[m]	74.80	70710.68	749.46	-137873.16	139330.51	1.00e-05	1.00e-02
cholate[e]	0.00	100000.00	1742.52	-194287.17	197730.64	1.00e-05	1.00e-02
cholate[c]	0.00	100000.00	1696.20	-194333.49	197684.33	1.00e-05	1.00e-02
cholp[g]	0.00	100000.00	498.46	-195531.23	196486.58	1.00e-05	1.00e-02
cholp[l]	0.00	100000.00	429.65	-195600.04	196417.77	1.00e-05	1.00e-02
chol[g]	74.80	70710.68	612.29	-138010.32	139193.35	1.00e-05	1.00e-02
chol[r]	74.80	70710.68	682.95	-137939.66	139264.01	1.00e-05	1.00e-02
chsterol[c]	0.00	100000.00	2000.65	-194029.04	197988.78	1.00e-05	1.00e-02
chsterols[c]	0.00	100000.00	1957.16	-194072.53	197945.29	1.00e-05	1.00e-02
chsterol[l]	0.00	100000.00	1536.32	-194493.37	197524.44	1.00e-05	1.00e-02
chsterol[m]	0.00	100000.00	2219.16	-193810.53	198207.29	1.00e-05	1.00e-02
chsterol[g]	0.00	100000.00	1768.49	-194261.20	197756.61	1.00e-05	1.00e-02
chtn[c]	0.00	100000.00	1783.03	-194246.66	197771.15	1.00e-05	1.00e-02
acgam[e]	156.69	57735.03	826.83	-112363.51	113975.61	1.00e-05	1.00e-02
chtn[e]	0.00	100000.00	1831.78	-194197.91	197819.90	1.00e-05	1.00e-02
itaccoa[m]	0.00	100000.00	1688.46	-194341.23	197676.59	1.00e-05	1.00e-02
citmcoa_L[m]	0.00	100000.00	1784.95	-194244.74	197773.07	1.00e-05	1.00e-02
citr_L[m]	171.89	39708.48	798.79	-77059.53	78615.53	1.00e-05	1.00e-02
cit[e]	0.00	100000.00	223.37	-195806.31	196211.50	1.00e-05	1.00e-02
pep[m]	0.00	100000.00	96.46	-195933.23	196084.58	1.00e-05	1.00e-02
creat[m]	-259.39	4.86	174.79	135.57	172.45	1.00e-05	1.00e-02
pcreat[m]	0.00	100000.00	385.94	-195643.75	196374.07	1.00e-05	1.00e-02
creat[c]	-259.39	4.86	132.04	92.82	129.70	1.00e-05	1.00e-02
pcreat[c]	0.00	100000.00	347.94	-195681.75	196336.06	1.00e-05	1.00e-02
cl[e]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
cl[c]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
for[c]	-349.04	3.29	-305.55	-341.69	-310.98	1.00e-05	1.00e-02
for[e]	-349.04	3.29	-304.36	-340.50	-309.79	1.00e-05	1.00e-02
i[c]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
i[e]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
oxa[c]	0.00	100000.00	-0.00	-196029.69	195988.12	1.00e-05	1.00e-02
oxa[e]	0.00	100000.00	-0.00	-196029.69	195988.12	1.00e-05	1.00e-02
clpndcoa[x]	0.00	100000.00	2706.83	-193322.86	198694.95	1.00e-05	1.00e-02
clpndcrn[c]	0.00	100000.00	2044.14	-193985.55	198032.27	1.00e-05	1.00e-02
clpndcoa[m]	0.00	100000.00	3087.46	-192942.23	199075.59	1.00e-05	1.00e-02
clpndcrn[m]	0.00	100000.00	2267.41	-193762.28	198255.53	1.00e-05	1.00e-02
clpnd[e]	0.00	100000.00	1474.43	-194555.26	197462.56	1.00e-05	1.00e-02
clpnd[c]	0.00	100000.00	1435.24	-194594.45	197423.36	1.00e-05	1.00e-02
pglyc_hs[c]	0.00	100000.00	521.91	-195507.78	196510.03	1.00e-05	1.00e-02
clpn_hs[c]	0.00	100000.00	692.92	-195336.77	196681.04	1.00e-05	1.00e-02
cmp[g]	0.00	100000.00	458.74	-195570.95	196446.86	1.00e-05	1.00e-02
cmpacna[c]	0.00	100000.00	1261.12	-194768.57	197249.24	1.00e-05	1.00e-02
cmpacna[g]	0.00	100000.00	1113.81	-194915.88	197101.94	1.00e-05	1.00e-02
cmpacna[n]	0.00	100000.00	1261.12	-194768.57	197249.24	1.00e-05	1.00e-02
ppi[n]	-1980.48	1.98	-1938.50	-1972.06	-1946.50	1.00e-05	1.00e-02
ctp[n]	0.00	100000.00	520.00	-195509.69	196508.13	1.00e-05	1.00e-02
co2[g]	-386.00	4.86	-386.00	-425.22	-388.34	1.00e-05	1.00e-02
co2[x]	-386.00	4.86	-386.00	-425.22	-388.34	1.00e-05	1.00e-02
coa[g]	0.00	100000.00	1228.44	-194801.25	197216.56	1.00e-05	1.00e-02
coa[l]	0.00	100000.00	1060.84	-194968.85	197048.96	1.00e-05	1.00e-02
coa[r]	0.00	100000.00	1391.48	-194638.21	197379.60	1.00e-05	1.00e-02
coke[r]	0.00	100000.00	913.24	-195116.45	196901.37	1.00e-05	1.00e-02
egme[r]	0.00	100000.00	739.31	-195290.38	196727.43	1.00e-05	1.00e-02
2dpmhobq[m]	0.00	100000.00	4245.34	-191784.35	200233.46	1.00e-05	1.00e-02
q10[m]	0.00	100000.00	4341.84	-191687.85	200329.97	1.00e-05	1.00e-02
2dp6mobq[m]	0.00	100000.00	4148.87	-191880.82	200137.00	1.00e-05	1.00e-02
2dp6mobq_me[m]	0.00	100000.00	4245.36	-191784.33	200233.48	1.00e-05	1.00e-02
2dp6mep[m]	0.00	100000.00	4245.28	-191784.41	200233.41	1.00e-05	1.00e-02
Tn_antigen[g]	0.00	100000.00	538.23	-195491.45	196526.36	1.00e-05	1.00e-02
core3[g]	0.00	100000.00	1038.02	-194991.66	197026.15	1.00e-05	1.00e-02
core4[g]	0.00	100000.00	1537.81	-194491.87	197525.94	1.00e-05	1.00e-02
core5[g]	0.00	100000.00	1038.02	-194991.66	197026.15	1.00e-05	1.00e-02
core6[g]	0.00	100000.00	1038.02	-194991.66	197026.15	1.00e-05	1.00e-02
core7[g]	0.00	100000.00	1038.02	-194991.66	197026.15	1.00e-05	1.00e-02
core8[g]	0.00	100000.00	922.69	-195107.00	196910.81	1.00e-05	1.00e-02
co[c]	-119.90	4.86	-119.90	-159.12	-122.24	1.00e-05	1.00e-02
co[e]	-119.90	4.86	-119.90	-159.12	-122.24	1.00e-05	1.00e-02
T4hcinnm[m]	0.00	100000.00	337.56	-195692.13	196325.69	1.00e-05	1.00e-02
coumarin[e]	0.00	100000.00	268.08	-195761.61	196256.20	1.00e-05	1.00e-02
coumarin[c]	0.00	100000.00	260.95	-195768.73	196249.08	1.00e-05	1.00e-02
creat[e]	-259.39	4.86	142.73	103.51	140.39	1.00e-05	1.00e-02
crmp_hs[e]	0.00	100000.00	1560.84	-194468.85	197548.96	1.00e-05	1.00e-02
crn[x]	-108.83	43334.69	525.74	-84439.94	85449.85	1.00e-05	1.00e-02
pcrn[x]	0.00	100000.00	803.79	-195225.90	196791.91	1.00e-05	1.00e-02
pcrn[c]	0.00	100000.00	826.35	-195203.33	196814.48	1.00e-05	1.00e-02
acrn[x]	-0.00	100000.00	761.49	-195268.20	196749.61	1.00e-05	1.00e-02
crn[e]	-108.83	43334.69	561.37	-84404.31	85485.48	1.00e-05	1.00e-02
dmnoncrn[x]	0.00	100000.00	1480.67	-194549.02	197468.79	1.00e-05	1.00e-02
dmnoncrn[m]	0.00	100000.00	1688.49	-194341.20	197676.62	1.00e-05	1.00e-02
crtn[c]	-23.46	4.86	280.99	241.77	278.64	1.00e-05	1.00e-02
crtsl[e]	0.00	100000.00	1340.40	-194689.29	197328.52	1.00e-05	1.00e-02
crtsl[c]	0.00	100000.00	1304.77	-194724.92	197292.90	1.00e-05	1.00e-02
crtsl[m]	0.00	100000.00	1447.28	-194582.41	197435.40	1.00e-05	1.00e-02
crtsl[r]	0.00	100000.00	1304.77	-194724.92	197292.90	1.00e-05	1.00e-02
crtstrn[e]	0.00	100000.00	1340.40	-194689.29	197328.52	1.00e-05	1.00e-02
crtstrn[c]	0.00	100000.00	1304.77	-194724.91	197292.90	1.00e-05	1.00e-02
crtstrn[m]	0.00	100000.00	1447.28	-194582.41	197435.40	1.00e-05	1.00e-02
crvnc[e]	0.00	100000.00	1385.07	-194644.62	197373.20	1.00e-05	1.00e-02
crvnc[c]	0.00	100000.00	1348.25	-194681.44	197336.38	1.00e-05	1.00e-02
cspg_a[l]	0.00	100000.00	2185.77	-193843.92	198173.90	1.00e-05	1.00e-02
Ser_Gly_Ala_X_Gly[l]	0.00	100000.00	33.40	-195996.29	196021.52	1.00e-05	1.00e-02
cs_a[l]	0.00	100000.00	2219.17	-193810.52	198207.30	1.00e-05	1.00e-02
cspg_b[l]	0.00	100000.00	2144.23	-193885.46	198132.35	1.00e-05	1.00e-02
cs_b[l]	0.00	100000.00	2177.63	-193852.06	198165.75	1.00e-05	1.00e-02
cspg_c[l]	0.00	100000.00	2185.77	-193843.92	198173.90	1.00e-05	1.00e-02
cs_c[l]	0.00	100000.00	2219.17	-193810.52	198207.30	1.00e-05	1.00e-02
cspg_d[l]	0.00	100000.00	2101.21	-193928.48	198089.33	1.00e-05	1.00e-02
cs_d[l]	0.00	100000.00	2134.60	-193895.09	198122.73	1.00e-05	1.00e-02
cspg_e[l]	0.00	100000.00	2056.70	-193972.99	198044.82	1.00e-05	1.00e-02
cs_e[l]	0.00	100000.00	2090.10	-193939.59	198078.22	1.00e-05	1.00e-02
pcrn[m]	0.00	100000.00	916.61	-195113.08	196904.74	1.00e-05	1.00e-02
dmnoncoa[x]	0.00	100000.00	2199.17	-193830.52	198187.30	1.00e-05	1.00e-02
ppcoa[x]	0.00	100000.00	1522.31	-194507.38	197510.43	1.00e-05	1.00e-02
acrn[r]	-0.00	100000.00	782.86	-195246.83	196770.99	1.00e-05	1.00e-02
crn[r]	-108.83	43334.69	543.55	-84422.12	85467.67	1.00e-05	1.00e-02
csn[e]	0.00	100000.00	223.22	-195806.47	196211.35	1.00e-05	1.00e-02
csn[c]	0.00	100000.00	217.19	-195812.50	196205.31	1.00e-05	1.00e-02
cspg_a[g]	0.00	100000.00	2518.88	-193510.81	198507.01	1.00e-05	1.00e-02
cspg_a[e]	0.00	100000.00	2930.37	-193099.32	198918.49	1.00e-05	1.00e-02
cspg_b[g]	0.00	100000.00	2472.29	-193557.40	198460.42	1.00e-05	1.00e-02
cspg_b[e]	0.00	100000.00	2877.55	-193152.14	198865.67	1.00e-05	1.00e-02
cspg_c[g]	0.00	100000.00	2518.88	-193510.81	198507.01	1.00e-05	1.00e-02
cspg_c[e]	0.00	100000.00	2930.37	-193099.32	198918.49	1.00e-05	1.00e-02
cspg_d[g]	0.00	100000.00	2424.22	-193605.47	198412.35	1.00e-05	1.00e-02
cspg_d[e]	0.00	100000.00	2823.24	-193206.45	198811.36	1.00e-05	1.00e-02
cspg_e[g]	0.00	100000.00	2374.67	-193655.02	198362.79	1.00e-05	1.00e-02
cspg_e[e]	0.00	100000.00	2767.45	-193262.24	198755.58	1.00e-05	1.00e-02
cyan[e]	119.55	4.86	164.19	124.97	161.85	1.00e-05	1.00e-02
cyan[c]	119.55	4.86	163.02	123.80	160.68	1.00e-05	1.00e-02
cyan[m]	119.55	4.86	167.65	128.43	165.31	1.00e-05	1.00e-02
focytC[m]	0.00	100000.00	2602.14	-193427.55	198590.27	1.00e-05	1.00e-02
ficytC[m]	0.00	100000.00	2598.44	-193431.25	198586.57	1.00e-05	1.00e-02
q10h2[m]	0.00	100000.00	4438.30	-191591.39	200426.43	1.00e-05	1.00e-02
Lcystin[c]	-666.80	4.86	-145.02	-184.25	-147.37	1.00e-05	1.00e-02
gthrd[c]	0.00	100000.00	695.77	-195333.92	196683.89	1.00e-05	1.00e-02
gthox[c]	0.00	100000.00	1304.65	-194725.04	197292.77	1.00e-05	1.00e-02
mercppyr[c]	0.00	100000.00	130.46	-195899.23	196118.58	1.00e-05	1.00e-02
cys_L[m]	-339.02	4.86	-1.71	-40.93	-4.05	1.00e-05	1.00e-02
glu_L[e]	0.00	100000.00	357.41	-195672.28	196345.53	1.00e-05	1.00e-02
Lcystin[e]	-666.80	4.86	-130.85	-170.07	-133.19	1.00e-05	1.00e-02
cytd[c]	-24.06	57735.03	541.24	-112649.10	113690.01	1.00e-05	1.00e-02
uri[c]	-234.57	57735.03	285.64	-112904.70	113434.42	1.00e-05	1.00e-02
cmp[m]	0.00	100000.00	578.84	-195450.85	196566.96	1.00e-05	1.00e-02
cytd[m]	-24.06	57735.03	603.08	-112587.26	113751.86	1.00e-05	1.00e-02
nh4[n]	-80.20	4.86	93.67	54.45	91.33	1.00e-05	1.00e-02
h[n]	-0.00	0.00	42.75	0.00	0.00	6.31e-08	6.31e-08
cytd[n]	-24.06	57735.03	541.24	-112649.10	113690.01	1.00e-05	1.00e-02
uri[n]	-234.57	57735.03	285.64	-112904.70	113434.42	1.00e-05	1.00e-02
cytd[e]	-24.06	57735.03	556.71	-112633.63	113705.49	1.00e-05	1.00e-02
cytd[l]	-24.06	57735.03	407.17	-112783.17	113555.95	1.00e-05	1.00e-02
cdp[c]	0.00	100000.00	520.03	-195509.66	196508.16	1.00e-05	1.00e-02
dgtp[c]	0.00	100000.00	519.99	-195509.70	196508.11	1.00e-05	1.00e-02
dgdp[c]	0.00	100000.00	520.02	-195509.67	196508.14	1.00e-05	1.00e-02
cmp[n]	0.00	100000.00	521.47	-195508.22	196509.59	1.00e-05	1.00e-02
cdp[n]	0.00	100000.00	520.03	-195509.66	196508.16	1.00e-05	1.00e-02
dgtp[n]	0.00	100000.00	519.99	-195509.70	196508.11	1.00e-05	1.00e-02
dgdp[n]	0.00	100000.00	520.02	-195509.67	196508.14	1.00e-05	1.00e-02
dcmp[c]	0.00	100000.00	521.42	-195508.26	196509.55	1.00e-05	1.00e-02
dcdp[c]	0.00	100000.00	520.02	-195509.67	196508.14	1.00e-05	1.00e-02
dcmp[n]	0.00	100000.00	521.42	-195508.26	196509.55	1.00e-05	1.00e-02
dcdp[n]	0.00	100000.00	520.02	-195509.67	196508.14	1.00e-05	1.00e-02
dctp[c]	0.00	100000.00	520.02	-195509.67	196508.14	1.00e-05	1.00e-02
dctp[n]	0.00	100000.00	520.02	-195509.67	196508.14	1.00e-05	1.00e-02
datp[n]	0.00	100000.00	520.03	-195509.66	196508.16	1.00e-05	1.00e-02
dadp[n]	0.00	100000.00	520.03	-195509.66	196508.16	1.00e-05	1.00e-02
utp[c]	0.00	100000.00	474.75	-195554.94	196462.87	1.00e-05	1.00e-02
udp[n]	0.00	100000.00	474.77	-195554.92	196462.89	1.00e-05	1.00e-02
utp[n]	0.00	100000.00	474.75	-195554.94	196462.87	1.00e-05	1.00e-02
cdp[m]	0.00	100000.00	573.73	-195455.96	196561.86	1.00e-05	1.00e-02
adp[n]	0.00	100000.00	520.03	-195509.66	196508.16	1.00e-05	1.00e-02
gtp[n]	0.00	100000.00	520.00	-195509.69	196508.13	1.00e-05	1.00e-02
gdp[n]	0.00	100000.00	520.00	-195509.69	196508.13	1.00e-05	1.00e-02
3aib_D[e]	0.00	100000.00	402.11	-195627.58	196390.24	1.00e-05	1.00e-02
3aib_D[m]	0.00	100000.00	434.16	-195595.53	196422.29	1.00e-05	1.00e-02
dad_2[c]	501.85	53452.25	1067.25	-103728.85	105821.78	1.00e-05	1.00e-02
din[c]	285.94	53452.25	807.85	-103988.25	105562.38	1.00e-05	1.00e-02
dad_2[e]	501.85	53452.25	1082.69	-103713.41	105837.22	1.00e-05	1.00e-02
din[e]	285.94	53452.25	822.10	-103974.00	105576.63	1.00e-05	1.00e-02
dag_hs[r]	0.00	100000.00	2957.49	-193072.20	198945.61	1.00e-05	1.00e-02
pa_hs[n]	0.00	100000.00	214.50	-195815.19	196202.63	1.00e-05	1.00e-02
dag_hs[n]	0.00	100000.00	2957.49	-193072.20	198945.61	1.00e-05	1.00e-02
dag_hs[e]	0.00	100000.00	3038.24	-192991.45	199026.37	1.00e-05	1.00e-02
nh4[x]	-80.20	4.86	88.96	49.74	86.62	1.00e-05	1.00e-02
ala_D[x]	-369.27	3.20	-73.15	-109.12	-78.74	1.00e-05	1.00e-02
arg_D[x]	0.00	100000.00	634.54	-195395.15	196622.66	1.00e-05	1.00e-02
5g2oxpt[x]	0.00	100000.00	465.35	-195564.34	196453.48	1.00e-05	1.00e-02
23doguln[c]	0.00	100000.00	304.43	-195725.26	196292.55	1.00e-05	1.00e-02
oaa[x]	0.00	100000.00	84.61	-195945.08	196072.73	1.00e-05	1.00e-02
dd2coa[m]	0.00	100000.00	2508.55	-193521.14	198496.68	1.00e-05	1.00e-02
dd3coa[m]	0.00	100000.00	2508.55	-193521.14	198496.68	1.00e-05	1.00e-02
dcmp[m]	0.00	100000.00	578.83	-195450.86	196566.96	1.00e-05	1.00e-02
dcyt[m]	0.00	100000.00	627.13	-195402.56	196615.26	1.00e-05	1.00e-02
dcyt[n]	0.00	100000.00	565.27	-195464.42	196553.39	1.00e-05	1.00e-02
dcsptn1coa[x]	0.00	100000.00	2706.84	-193322.85	198694.97	1.00e-05	1.00e-02
dcsptn1crn[c]	0.00	100000.00	2044.14	-193985.55	198032.27	1.00e-05	1.00e-02
