Metabolite ID	Standard Gibbs energy of formation (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed Gibbs energy of formation (kJ/mol)	Minimum transformed Gibbs energy of formation (kJ/mol)	Maximum transformed Gibbs energy of formation (kJ/mol)	Minimum concentration (M)	Maximum concentration (M)
dgtp[c]	-763.29	152752.53	-243.30	-299667.95	299139.78	1.00e-05	1.00e-02
dgdp[c]	-1681.21	115470.06	-1161.20	-227512.21	225148.25	1.00e-05	1.00e-02
cmp[n]	0.00	100000.00	521.47	-195508.22	196509.59	1.00e-05	1.00e-02
cdp[n]	0.00	100000.00	520.03	-195509.66	196508.16	1.00e-05	1.00e-02
dgtp[n]	-763.29	152752.53	-243.30	-299667.95	299139.78	1.00e-05	1.00e-02
dgdp[n]	-1681.21	115470.06	-1161.20	-227512.21	225148.25	1.00e-05	1.00e-02
dcmp[c]	0.00	100000.00	521.42	-195508.26	196509.55	1.00e-05	1.00e-02
dcdp[c]	0.00	100000.00	520.02	-195509.67	196508.14	1.00e-05	1.00e-02
dcmp[n]	0.00	100000.00	521.42	-195508.26	196509.55	1.00e-05	1.00e-02
dcdp[n]	0.00	100000.00	520.02	-195509.67	196508.14	1.00e-05	1.00e-02
dctp[c]	0.00	100000.00	520.02	-195509.67	196508.14	1.00e-05	1.00e-02
dctp[n]	0.00	100000.00	520.02	-195509.67	196508.14	1.00e-05	1.00e-02
datp[n]	-864.02	100000.01	-343.99	-196373.69	195644.14	1.00e-05	1.00e-02
dadp[n]	-864.02	100000.01	-343.99	-196373.69	195644.14	1.00e-05	1.00e-02
utp[c]	-1260.31	115470.06	-785.57	-227136.57	225523.88	1.00e-05	1.00e-02
udp[n]	-2178.23	57735.04	-1703.47	-114893.84	111445.34	1.00e-05	1.00e-02
utp[n]	-1260.31	115470.06	-785.57	-227136.57	225523.88	1.00e-05	1.00e-02
cdp[m]	0.00	100000.00	573.73	-195455.96	196561.86	1.00e-05	1.00e-02
adp[n]	-1039.99	100000.01	-519.96	-196549.66	195468.18	1.00e-05	1.00e-02
gtp[n]	-939.26	152752.53	-419.25	-299843.90	298963.83	1.00e-05	1.00e-02
gdp[n]	-1857.18	115470.06	-1337.17	-227688.18	224972.27	1.00e-05	1.00e-02
3aib_D[e]	-367.72	6.27	34.39	-7.60	34.81	1.00e-05	1.00e-02
3aib_D[m]	-367.72	6.27	66.44	24.45	66.86	1.00e-05	1.00e-02
dad_2[c]	-13.26	14.31	552.14	494.41	568.30	1.00e-05	1.00e-02
din[c]	-229.17	14.69	292.74	234.25	309.66	1.00e-05	1.00e-02
dad_2[e]	-13.26	14.31	567.58	509.85	583.74	1.00e-05	1.00e-02
din[e]	-229.17	14.69	306.99	248.50	323.91	1.00e-05	1.00e-02
dag_hs[r]	469.97	107.95	3427.46	3186.20	3627.16	1.00e-05	1.00e-02
pa_hs[n]	0.00	100000.00	214.50	-195815.19	196202.63	1.00e-05	1.00e-02
dag_hs[n]	469.97	107.95	3427.46	3186.20	3627.16	1.00e-05	1.00e-02
dag_hs[e]	469.97	107.95	3508.22	3266.95	3707.91	1.00e-05	1.00e-02
nh4[x]	-80.20	32.16	88.96	-3.76	140.12	1.00e-05	1.00e-02
ala_D[x]	-369.27	7.11	-73.15	-116.78	-71.09	1.00e-05	1.00e-02
arg_D[x]	-270.11	100000.00	364.43	-195665.26	196352.56	1.00e-05	1.00e-02
5g2oxpt[x]	-409.94	20.12	55.42	-13.70	82.97	1.00e-05	1.00e-02
23doguln[c]	-1082.44	27.01	-778.01	-860.64	-736.95	1.00e-05	1.00e-02
oaa[x]	-834.40	49.92	-749.79	-877.31	-663.83	1.00e-05	1.00e-02
dd2coa[m]	-2881.10	200000.01	-372.55	-392402.26	391615.60	1.00e-05	1.00e-02
dd3coa[m]	-2881.10	200000.01	-372.55	-392402.26	391615.60	1.00e-05	1.00e-02
dcmp[m]	0.00	100000.00	578.83	-195450.86	196566.96	1.00e-05	1.00e-02
dcyt[m]	0.00	100000.00	627.13	-195402.56	196615.26	1.00e-05	1.00e-02
dcyt[n]	0.00	100000.00	565.27	-195464.42	196553.39	1.00e-05	1.00e-02
dcsptn1coa[x]	-2489.20	200000.02	217.64	-391812.08	392205.80	1.00e-05	1.00e-02
dcsptn1crn[c]	-130.30	100000.02	1913.85	-194115.88	197902.01	1.00e-05	1.00e-02
dcsptn1coa[m]	-2489.20	200000.02	598.26	-391431.46	392586.42	1.00e-05	1.00e-02
dcsptn1crn[m]	-130.30	100000.02	2137.11	-193892.62	198125.27	1.00e-05	1.00e-02
dcsptn1[e]	177.61	53.23	1652.04	1518.03	1744.49	1.00e-05	1.00e-02
dcsptn1[c]	177.61	53.23	1612.85	1478.83	1705.30	1.00e-05	1.00e-02
L_dpchrm[c]	-1059.40	75592.93	-798.44	-148990.28	147351.83	1.00e-05	1.00e-02
56dihindlcrbxlt[c]	-149.23	57735.03	111.58	-113078.78	113260.37	1.00e-05	1.00e-02
dcyt[c]	0.00	100000.00	565.27	-195464.42	196553.39	1.00e-05	1.00e-02
duri[c]	-583.46	22.84	-63.00	-137.45	-30.12	1.00e-05	1.00e-02
duri[n]	-583.46	22.84	-63.00	-137.45	-30.12	1.00e-05	1.00e-02
dcyt[e]	0.00	100000.00	580.75	-195448.93	196568.88	1.00e-05	1.00e-02
4h2oglt[m]	-990.02	49.92	-797.05	-924.57	-711.09	1.00e-05	1.00e-02
debrisoquine[e]	239.21	100000.01	864.73	-195164.97	196852.88	1.00e-05	1.00e-02
debrisoquine[c]	239.21	100000.01	848.11	-195181.60	196836.25	1.00e-05	1.00e-02
decdp[c]	-92.39	100000.08	3428.62	-192601.22	199416.90	1.00e-05	1.00e-02
decdp[m]	-92.39	100000.08	3809.98	-192219.86	199798.26	1.00e-05	1.00e-02
dedoldp_L[c]	-572.74	100000.02	1208.57	-194821.16	197196.74	1.00e-05	1.00e-02
dedolp_L[c]	-560.53	59.45	1308.77	1162.56	1413.41	1.00e-05	1.00e-02
dedol_L[c]	0.00	100000.00	76024.82	-120004.87	272012.94	1.00e-05	1.00e-02
dolichol_L[c]	222.06	52.83	2135.73	2002.49	2227.40	1.00e-05	1.00e-02
dolichol_U[c]	-626.29	53.64	1329.97	1195.14	1423.23	1.00e-05	1.00e-02
tag_hs[c]	0.00	100000.00	217.46	-195812.23	196205.59	1.00e-05	1.00e-02
dgchol[e]	-1940.51	250713.28	-19.36	-491447.07	491366.79	1.00e-05	1.00e-02
dgchol[c]	-1940.51	250713.28	-70.48	-491498.19	491315.67	1.00e-05	1.00e-02
datp[m]	-864.02	100000.01	-290.39	-196320.09	195697.74	1.00e-05	1.00e-02
dadp[m]	-864.02	100000.01	-290.39	-196320.09	195697.74	1.00e-05	1.00e-02
dgdp[m]	-1681.21	115470.06	-1107.43	-227458.44	225202.01	1.00e-05	1.00e-02
dgmp[m]	-1072.14	100000.01	-493.31	-196523.01	195494.83	1.00e-05	1.00e-02
dgsn[m]	-262.40	100000.00	364.72	-195664.97	196352.85	1.00e-05	1.00e-02
dgsn[e]	-262.40	100000.00	318.33	-195711.37	196306.45	1.00e-05	1.00e-02
dgsn[c]	-262.40	100000.00	302.82	-195726.87	196290.95	1.00e-05	1.00e-02
3dhguln[c]	-1114.35	25.52	-722.95	-802.66	-684.80	1.00e-05	1.00e-02
dhdascb[e]	-806.45	37.59	-538.37	-641.74	-476.56	1.00e-05	1.00e-02
dhap[x]	-1313.23	32.52	-1102.11	-1195.53	-1050.25	1.00e-05	1.00e-02
dhcholestanate[m]	-1761.72	250713.28	409.20	-491018.52	491795.35	1.00e-05	1.00e-02
dhcholestanate[x]	-1761.72	250713.28	141.98	-491285.73	491528.13	1.00e-05	1.00e-02
fad[r]	-1491.47	115470.06	-143.21	-226494.22	226166.24	1.00e-05	1.00e-02
fadh2[r]	-1529.13	115470.06	-93.88	-226444.89	226215.57	1.00e-05	1.00e-02
zymstnl[r]	-1222.94	250713.28	777.71	-490650.01	492163.87	1.00e-05	1.00e-02
chlstol[r]	-1150.37	250713.28	763.30	-490664.41	492149.45	1.00e-05	1.00e-02
lthstrl[r]	-1216.13	250713.28	784.52	-490643.20	492170.67	1.00e-05	1.00e-02
dsmsterol[r]	-1150.37	250713.28	763.30	-490664.41	492149.45	1.00e-05	1.00e-02
ddsmsterol[r]	-1127.80	250713.28	698.88	-490728.85	492085.04	1.00e-05	1.00e-02
dhcrm_hs[c]	0.00	100000.00	1652.71	-194376.98	197640.84	1.00e-05	1.00e-02
fad[c]	-1491.47	115470.06	-143.21	-226494.22	226166.24	1.00e-05	1.00e-02
fadh2[c]	-1529.13	115470.06	-93.88	-226444.89	226215.57	1.00e-05	1.00e-02
3dpdhb_me[m]	710.02	57735.16	4907.08	-108283.53	118056.12	1.00e-05	1.00e-02
dheas[e]	-1317.00	269920.63	-110.64	-529184.77	528921.92	1.00e-05	1.00e-02
dheas[c]	-1317.00	269920.63	-142.71	-529216.83	528889.85	1.00e-05	1.00e-02
dheas[r]	-1317.00	269920.63	-142.71	-529216.83	528889.85	1.00e-05	1.00e-02
dhea[c]	-1375.27	250713.28	-157.49	-491585.19	491228.66	1.00e-05	1.00e-02
dhea[r]	-1375.27	250713.28	-157.49	-491585.19	491228.66	1.00e-05	1.00e-02
dhf[c]	-182.31	115470.06	643.99	-225707.03	226953.44	1.00e-05	1.00e-02
dhf[l]	-182.31	115470.06	450.20	-225900.81	226759.66	1.00e-05	1.00e-02
dhf[m]	-182.31	115470.06	734.29	-225616.72	227043.74	1.00e-05	1.00e-02
dhor_S[c]	-387.06	100000.00	-169.63	-196199.32	195818.50	1.00e-05	1.00e-02
orot[c]	-210.12	57735.03	-79.65	-113270.00	113069.14	1.00e-05	1.00e-02
56dura[c]	-239.76	23.21	21.17	-54.01	54.78	1.00e-05	1.00e-02
cala[c]	-483.52	27.77	-179.07	-263.19	-136.52	1.00e-05	1.00e-02
56dthm[c]	-248.08	23.93	99.77	23.18	134.80	1.00e-05	1.00e-02
dhbpt[c]	0.00	100000.00	565.38	-195464.31	196553.51	1.00e-05	1.00e-02
thbpt[c]	-256.19	100000.01	395.07	-195634.64	196383.21	1.00e-05	1.00e-02
mlthf[c]	-143.49	115470.07	768.41	-225582.61	227077.86	1.00e-05	1.00e-02
didp[c]	-1664.55	57735.04	-1188.01	-114378.38	111960.79	1.00e-05	1.00e-02
didp[n]	-1664.55	57735.04	-1188.01	-114378.38	111960.79	1.00e-05	1.00e-02
digalsgalside_hs[c]	0.00	100000.00	2391.34	-193638.34	198379.47	1.00e-05	1.00e-02
digalsgalside_hs[g]	0.00	100000.00	2113.75	-193915.94	198101.88	1.00e-05	1.00e-02
digalside_hs[c]	0.00	100000.00	2435.58	-193594.11	198423.70	1.00e-05	1.00e-02
digalside_hs[g]	0.00	100000.00	2152.94	-193876.75	198141.06	1.00e-05	1.00e-02
digalside_hs[l]	0.00	100000.00	1870.30	-194159.39	197858.43	1.00e-05	1.00e-02
ditp[c]	-746.64	115470.06	-270.09	-226621.10	226039.35	1.00e-05	1.00e-02
ditp[n]	-746.64	115470.06	-270.09	-226621.10	226039.35	1.00e-05	1.00e-02
dkmpp[c]	-1230.09	56.93	-838.88	-980.14	-739.18	1.00e-05	1.00e-02
2kmb[c]	-440.63	52.42	-136.18	-268.62	-45.31	1.00e-05	1.00e-02
lac_D[e]	-527.15	24.32	-303.75	-381.11	-267.96	1.00e-05	1.00e-02
lac_D[c]	-527.15	24.32	-309.69	-387.05	-273.90	1.00e-05	1.00e-02
lac_D[m]	-527.15	24.32	-285.94	-363.30	-250.15	1.00e-05	1.00e-02
dlnlcgcrn[c]	4.48	32.08	1309.24	1216.67	1360.25	1.00e-05	1.00e-02
dlnlcgcoa[m]	-2661.44	200000.02	426.02	-391603.70	392414.17	1.00e-05	1.00e-02
dlnlcgcrn[m]	4.48	32.08	1451.76	1359.19	1502.76	1.00e-05	1.00e-02
dlnlcg[e]	5.37	43.98	1479.80	1363.91	1554.13	1.00e-05	1.00e-02
dlnlcg[c]	5.37	43.98	1440.61	1324.71	1514.94	1.00e-05	1.00e-02
13_cis_oretn[n]	-161.87	53.47	1012.41	877.92	1105.34	1.00e-05	1.00e-02
13_cis_retn[n]	-50.53	64.74	1123.75	967.16	1238.77	1.00e-05	1.00e-02
dctp[m]	0.00	100000.00	573.73	-195455.96	196561.86	1.00e-05	1.00e-02
dem2emgacpail_prot_hs[r]	0.00	100000.00	3044.47	-192985.22	199032.60	1.00e-05	1.00e-02
dgpi_prot_hs[r]	0.00	100000.00	3305.43	-192724.26	199293.55	1.00e-05	1.00e-02
dgtp[m]	-763.29	152752.53	-189.56	-299614.21	299193.52	1.00e-05	1.00e-02
dsT_antigen[g]	-557.79	8.69	-173.34	-220.07	-168.18	1.00e-05	1.00e-02
dttp[m]	-1057.23	115470.06	-440.76	-226791.77	225868.68	1.00e-05	1.00e-02
dttp[n]	-1057.23	115470.06	-495.42	-226846.43	225814.03	1.00e-05	1.00e-02
ethamp[r]	-1363.84	57735.03	-1059.94	-114250.29	112088.85	1.00e-05	1.00e-02
gpi_sig[r]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
hretn[n]	-226.50	63.02	947.78	794.58	1059.42	1.00e-05	1.00e-02
kdn[c]	-1417.70	26.34	-765.31	-846.63	-725.55	1.00e-05	1.00e-02
m3gacpail_prot_hs[r]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
melanin[c]	-339.86	200000.02	95.06	-391934.66	392083.22	1.00e-05	1.00e-02
mem2emgacpail_prot_hs[r]	0.00	100000.00	4784.17	-191245.52	200772.29	1.00e-05	1.00e-02
n5m2masn[g]	0.00	100000.00	4690.33	-191339.36	200678.46	1.00e-05	1.00e-02
oretn[n]	-176.79	60.57	910.51	762.10	1017.35	1.00e-05	1.00e-02
Ser_Thr[l]	0.00	100000.00	33.40	-195996.29	196021.52	1.00e-05	1.00e-02
sprm[c]	73.59	282842.71	1377.38	-553024.03	555737.22	1.00e-05	1.00e-02
sTn_antigen[g]	0.00	100000.00	1152.62	-194877.07	197140.74	1.00e-05	1.00e-02
yvite[c]	-161.14	53.46	1926.49	1792.02	2019.40	1.00e-05	1.00e-02
dmantipyrine[e]	0.00	100000.00	444.60	-195585.09	196432.72	1.00e-05	1.00e-02
dmantipyrine[c]	0.00	100000.00	433.34	-195596.35	196421.46	1.00e-05	1.00e-02
ppi[x]	-1980.49	10.96	-1940.07	-1991.24	-1930.46	1.00e-05	1.00e-02
dmpp[x]	-957.02	100000.01	-577.60	-196607.30	195410.53	1.00e-05	1.00e-02
ipdp[x]	-949.16	100000.01	-569.75	-196599.45	195418.39	1.00e-05	1.00e-02
grdp[x]	-860.95	100000.01	-143.09	-196172.80	195845.05	1.00e-05	1.00e-02
fald[m]	-122.47	12.24	-25.99	-79.68	-13.86	1.00e-05	1.00e-02
dmgly[m]	-321.39	29.64	112.70	24.91	158.93	1.00e-05	1.00e-02
sarcs[m]	-332.02	11.92	5.65	-47.41	17.15	1.00e-05	1.00e-02
dmhptcrn[c]	-627.62	100000.01	764.13	-195265.57	196752.27	1.00e-05	1.00e-02
dmhptcoa[m]	-3001.45	200000.01	-685.86	-392715.57	391302.28	1.00e-05	1.00e-02
dmhptcrn[m]	-627.62	100000.01	916.14	-195113.56	196904.28	1.00e-05	1.00e-02
dmhptcrn[e]	-627.62	100000.01	802.14	-195227.56	196790.27	1.00e-05	1.00e-02
dmnoncrn[c]	-626.74	100000.01	895.50	-195134.21	196883.64	1.00e-05	1.00e-02
dmnoncoa[c]	-2985.64	200000.01	-724.47	-392754.18	391263.67	1.00e-05	1.00e-02
dmnoncoa[m]	-2985.64	200000.01	-477.09	-392506.80	391511.05	1.00e-05	1.00e-02
dnad[c]	-651.72	100000.01	392.10	-195637.62	196380.24	1.00e-05	1.00e-02
dnad[n]	-651.72	100000.01	392.10	-195637.62	196380.24	1.00e-05	1.00e-02
dcdp[m]	0.00	100000.00	573.73	-195455.96	196561.86	1.00e-05	1.00e-02
dtdp[m]	-1975.15	57735.04	-1358.68	-114549.05	111790.12	1.00e-05	1.00e-02
dtdp[c]	-1975.15	57735.04	-1413.34	-114603.71	111735.47	1.00e-05	1.00e-02
dudp[c]	-2002.27	57735.04	-1527.27	-114717.65	111621.53	1.00e-05	1.00e-02
dudp[m]	-2002.27	57735.04	-1481.97	-114672.35	111666.83	1.00e-05	1.00e-02
dutp[c]	-1084.35	115470.06	-609.35	-226960.36	225700.09	1.00e-05	1.00e-02
dutp[m]	-1084.35	115470.06	-564.05	-226915.06	225745.39	1.00e-05	1.00e-02
dttp[c]	-1057.23	115470.06	-495.42	-226846.43	225814.03	1.00e-05	1.00e-02
thrnt[c]	-835.02	24.34	-530.57	-607.96	-494.74	1.00e-05	1.00e-02
dolglcp_L[c]	-1100.17	70710.70	1291.92	-137330.74	139873.02	1.00e-05	1.00e-02
dolglcp_L[r]	-1100.17	70710.70	1291.92	-137330.74	139873.02	1.00e-05	1.00e-02
dolichol_L[r]	222.06	52.83	2135.73	2002.49	2227.40	1.00e-05	1.00e-02
dolichol_U[r]	-626.29	53.64	1329.97	1195.14	1423.23	1.00e-05	1.00e-02
dolp_L[c]	-626.29	53.64	1329.97	1195.14	1423.23	1.00e-05	1.00e-02
dolp_U[c]	-638.51	62.68	1230.77	1078.22	1341.75	1.00e-05	1.00e-02
dolmanp_U[c]	-1100.17	70710.70	1291.92	-137330.74	139873.02	1.00e-05	1.00e-02
2c23dh56dhoxin[c]	-193.11	57735.04	154.79	-113035.57	113303.58	1.00e-05	1.00e-02
dopaqn[c]	-575.27	41.02	-183.90	-293.98	-115.39	1.00e-05	1.00e-02
dopasf[c]	-1065.56	70710.68	-587.16	-139209.78	137993.90	1.00e-05	1.00e-02
dopasf[e]	-1065.56	70710.68	-574.10	-139196.73	138006.96	1.00e-05	1.00e-02
dopa[e]	-262.58	100000.00	273.52	-195756.17	196261.65	1.00e-05	1.00e-02
orn_D[x]	-342.40	100000.00	207.55	-195822.14	196195.67	1.00e-05	1.00e-02
5a2opntn[x]	-482.23	7.07	-101.49	-145.04	-99.50	1.00e-05	1.00e-02
dpcoa[l]	-2049.25	200000.01	-953.56	-392983.26	391034.58	1.00e-05	1.00e-02
dpcoa[c]	-2049.25	200000.01	-614.43	-392644.13	391373.70	1.00e-05	1.00e-02
3pg[c]	-1539.96	40.46	-1366.44	-1475.44	-1299.01	1.00e-05	1.00e-02
23dpg[c]	-2398.45	69.35	-2268.38	-2433.99	-2144.33	1.00e-05	1.00e-02
13dpg[c]	-1183.38	100000.01	-1010.11	-197039.81	194978.03	1.00e-05	1.00e-02
pi[x]	-1094.49	7.18	-1053.82	-1097.58	-1051.63	1.00e-05	1.00e-02
5dpmev[x]	-1530.95	100000.01	-1108.91	-197138.62	194879.23	1.00e-05	1.00e-02
ipdp[c]	-949.16	100000.01	-559.61	-196589.31	195428.53	1.00e-05	1.00e-02
frdp[c]	-764.88	100000.01	320.56	-195709.15	196308.70	1.00e-05	1.00e-02
drib[e]	-557.79	8.69	-110.99	-157.72	-105.83	1.00e-05	1.00e-02
2dr5p[c]	-1418.36	33.08	-1027.21	-1121.73	-974.25	1.00e-05	1.00e-02
g3p[c]	-1298.18	32.64	-1081.12	-1174.79	-1029.01	1.00e-05	1.00e-02
dtdp[n]	-1975.15	57735.04	-1413.34	-114603.71	111735.47	1.00e-05	1.00e-02
dudp[n]	-2002.27	57735.04	-1527.27	-114717.65	111621.53	1.00e-05	1.00e-02
dump[c]	-1393.19	39.15	-916.10	-1022.53	-851.23	1.00e-05	1.00e-02
dump[n]	-1393.19	39.15	-916.10	-1022.53	-851.23	1.00e-05	1.00e-02
ura[c]	-252.77	21.13	-78.80	-149.90	-49.27	1.00e-05	1.00e-02
thym[c]	-239.89	20.92	21.06	-49.63	50.19	1.00e-05	1.00e-02
dump[m]	-1393.19	39.15	-866.44	-972.87	-801.57	1.00e-05	1.00e-02
duri[m]	-583.46	22.84	-9.07	-83.52	23.82	1.00e-05	1.00e-02
duri[e]	-583.46	22.84	-49.33	-123.78	-16.45	1.00e-05	1.00e-02
dutp[n]	-1084.35	115470.06	-609.35	-226960.36	225700.09	1.00e-05	1.00e-02
eaflatoxin[e]	0.00	100000.00	536.16	-195493.53	196524.28	1.00e-05	1.00e-02
eaflatoxin[c]	0.00	100000.00	521.91	-195507.78	196510.03	1.00e-05	1.00e-02
ebastineoh[e]	116.81	55.48	1858.93	1720.51	1955.80	1.00e-05	1.00e-02
ebastineoh[c]	116.81	55.48	1812.76	1674.33	1909.62	1.00e-05	1.00e-02
ebastineoh[r]	116.81	55.48	1812.76	1674.33	1909.62	1.00e-05	1.00e-02
ebastine[e]	269.05	56.58	2011.18	1870.60	2110.19	1.00e-05	1.00e-02
ebastine[c]	269.05	56.58	1965.00	1824.42	2064.01	1.00e-05	1.00e-02
ebastine[r]	269.05	56.58	1965.00	1824.42	2064.01	1.00e-05	1.00e-02
3hbcoa[m]	-3186.06	200000.01	-1352.88	-393382.58	390635.27	1.00e-05	1.00e-02
b2coa[x]	-2944.32	200000.01	-1422.01	-393451.72	390566.13	1.00e-05	1.00e-02
3hbcoa[x]	-3186.06	200000.01	-1578.82	-393608.53	390409.32	1.00e-05	1.00e-02
3hmbcoa[m]	-3187.37	200000.01	-1257.73	-393287.44	390730.41	1.00e-05	1.00e-02
eicostetcrn[c]	-224.32	100000.02	1732.84	-194296.88	197720.99	1.00e-05	1.00e-02
eicostetcoa[m]	-2583.22	200000.02	407.75	-391621.97	392395.91	1.00e-05	1.00e-02
eicostetcrn[m]	-224.32	100000.02	1946.60	-194083.12	197934.76	1.00e-05	1.00e-02
eicostet[e]	83.59	47.20	1468.66	1346.45	1549.30	1.00e-05	1.00e-02
eicostet[c]	83.59	47.20	1431.84	1309.63	1512.48	1.00e-05	1.00e-02
elaidcrn[c]	-474.78	100000.01	1569.36	-194460.35	197557.51	1.00e-05	1.00e-02
od2coa[m]	-2833.69	200000.01	253.78	-391775.93	392241.93	1.00e-05	1.00e-02
elaidcrn[m]	-474.78	100000.01	1792.62	-194237.09	197780.77	1.00e-05	1.00e-02
elaid[e]	-166.87	37.67	1307.56	1204.04	1369.51	1.00e-05	1.00e-02
elaid[c]	-166.87	37.67	1268.36	1164.84	1330.31	1.00e-05	1.00e-02
s2l2n2m2m[c]	0.00	100000.00	5912.01	-190117.68	201900.14	1.00e-05	1.00e-02
n2m2nm[l]	0.00	100000.00	3239.63	-192790.06	199227.75	1.00e-05	1.00e-02
ksi_deg2[l]	0.00	100000.00	12699.79	-183329.90	208687.91	1.00e-05	1.00e-02
ksi_deg3[l]	0.00	100000.00	12265.61	-183764.08	208253.73	1.00e-05	1.00e-02
s2l2n2m2m[l]	0.00	100000.00	4539.20	-191490.49	200527.32	1.00e-05	1.00e-02
s2l2n2m2mn[l]	0.00	100000.00	4105.02	-191924.67	200093.15	1.00e-05	1.00e-02
estradiolglc[e]	0.00	100000.00	1429.76	-194599.93	197417.88	1.00e-05	1.00e-02
estradiolglc[c]	0.00	100000.00	1391.76	-194637.93	197379.88	1.00e-05	1.00e-02
estradiolglc[r]	0.00	100000.00	1391.76	-194637.93	197379.88	1.00e-05	1.00e-02
estradiol[e]	-0.00	100000.00	1072.31	-194957.37	197060.44	1.00e-05	1.00e-02
estradiol[c]	-0.00	100000.00	1043.82	-194985.87	197031.94	1.00e-05	1.00e-02
estradiol[r]	-0.00	100000.00	1043.82	-194985.87	197031.94	1.00e-05	1.00e-02
estriolglc[c]	0.00	100000.00	1391.75	-194637.93	197379.88	1.00e-05	1.00e-02
estriolglc[e]	0.00	100000.00	1429.75	-194599.93	197417.88	1.00e-05	1.00e-02
estriolglc[r]	0.00	100000.00	1391.75	-194637.93	197379.88	1.00e-05	1.00e-02
estriol[r]	0.00	100000.00	1043.82	-194985.87	197031.94	1.00e-05	1.00e-02
estriol[c]	0.00	100000.00	1043.82	-194985.87	197031.94	1.00e-05	1.00e-02
estroneglc[c]	0.00	100000.00	1304.77	-194724.92	197292.90	1.00e-05	1.00e-02
estroneglc[e]	0.00	100000.00	1340.40	-194689.29	197328.52	1.00e-05	1.00e-02
estroneglc[r]	0.00	100000.00	1304.77	-194724.92	197292.90	1.00e-05	1.00e-02
estrones[e]	0.00	100000.00	938.28	-195091.41	196926.40	1.00e-05	1.00e-02
estrones[c]	0.00	100000.00	913.34	-195116.35	196901.47	1.00e-05	1.00e-02
estrone[r]	-0.00	100000.00	956.83	-195072.86	196944.96	1.00e-05	1.00e-02
estrone[c]	-0.00	100000.00	956.83	-195072.86	196944.96	1.00e-05	1.00e-02
etfox[m]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
etfrd[m]	0.00	100000.00	96.49	-195933.20	196084.61	1.00e-05	1.00e-02
ethamp[c]	-1363.84	57735.03	-1059.94	-114250.29	112088.85	1.00e-05	1.00e-02
etha[c]	-159.29	100000.00	188.63	-195841.06	196176.75	1.00e-05	1.00e-02
10fthf[e]	-346.78	115470.07	589.53	-225761.49	226898.99	1.00e-05	1.00e-02
10fthf5glu[e]	-2602.41	173205.12	-591.82	-340103.55	338878.35	1.00e-05	1.00e-02
10fthf6glu[e]	-2442.92	519615.25	-164.27	-1018639.85	1018269.75	1.00e-05	1.00e-02
10fthf7glu[e]	-3625.95	173205.16	-1079.20	-340591.01	338391.05	1.00e-05	1.00e-02
11_cis_retfa[e]	0.00	100000.00	1295.72	-194733.97	197283.84	1.00e-05	1.00e-02
13_cis_retnglc[e]	-924.07	69.32	639.73	474.16	763.73	1.00e-05	1.00e-02
1glyc_hs[e]	0.00	100000.00	580.10	-195449.59	196568.22	1.00e-05	1.00e-02
35cgmp[e]	-699.40	115470.06	-208.02	-226559.03	226101.41	1.00e-05	1.00e-02
3aib[e]	-367.72	6.27	34.39	-7.60	34.81	1.00e-05	1.00e-02
4hphac[e]	-51.00	57735.03	261.72	-112928.63	113410.50	1.00e-05	1.00e-02
5dhf[e]	-2498.17	100000.01	-398.28	-196428.00	195589.87	1.00e-05	1.00e-02
5thf[e]	0.00	100000.00	2010.32	-194019.37	197998.44	1.00e-05	1.00e-02
6dhf[e]	0.00	100000.00	2186.54	-193843.15	198174.66	1.00e-05	1.00e-02
6thf[e]	0.00	100000.00	2275.90	-193753.79	198264.02	1.00e-05	1.00e-02
7dhf[e]	0.00	100000.00	2457.21	-193572.48	198445.33	1.00e-05	1.00e-02
7thf[e]	0.00	100000.00	2545.69	-193484.00	198533.81	1.00e-05	1.00e-02
9_cis_retfa[e]	0.00	100000.00	1295.72	-194733.97	197283.84	1.00e-05	1.00e-02
adprbp[e]	-1405.37	100000.01	-511.82	-196541.52	195476.32	1.00e-05	1.00e-02
ak2lgchol_hs[e]	0.00	100000.00	938.28	-195091.41	196926.40	1.00e-05	1.00e-02
aprgstrn[e]	-1358.94	250713.28	70.82	-491356.89	491456.96	1.00e-05	1.00e-02
avite1[e]	-134.03	58.24	2099.97	1956.13	2202.25	1.00e-05	1.00e-02
camp[e]	-374.85	125356.64	116.63	-245612.07	245803.76	1.00e-05	1.00e-02
chsterol[e]	-1216.13	250713.28	839.15	-490588.57	492225.30	1.00e-05	1.00e-02
cmp[e]	0.00	100000.00	535.88	-195493.81	196524.00	1.00e-05	1.00e-02
dhf[e]	-182.31	115470.06	666.57	-225684.44	226976.02	1.00e-05	1.00e-02
digalsgalside_hs[e]	0.00	100000.00	2456.66	-193573.03	198444.78	1.00e-05	1.00e-02
fuc13galacglcgal14acglcgalgluside_hs[e]	-911.50	5.63	-375.34	-416.08	-376.18	1.00e-05	1.00e-02
fuc14galacglcgalgluside_hs[e]	0.00	100000.00	3976.52	-192053.17	199964.65	1.00e-05	1.00e-02
